"","city","metric","region","metro_size","display_title","Season","seasonal_average","lq_rank"
"567","Columbus","downtown","Midwest","large","Columbus, OH","Season_3",0.433846153846154,49
"568","Raleigh","downtown","Southeast","medium","Raleigh, NC","Season_4",0.433,45
"569","Indianapolis","downtown","Midwest","large","Indianapolis, IN","Season_8",0.432575798665262,57
"570","St Louis","downtown","Midwest","medium","St. Louis, MO","Season_10",0.432111967868853,56
"571","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_9",0.430708313095951,61
"572","Pittsburgh","downtown","Northeast","medium","Pittsburgh, PA","Season_1",0.43,43
"573","Boston","downtown","Northeast","medium","Boston, MA","Season_8",0.428998627568352,58
"574","Dallas","downtown","Southwest","large","Dallas, TX","Season_2",0.427,38
"575","Chicago","downtown","Midwest","large","Chicago, IL","Season_9",0.426039140714014,62
"576","Winnipeg","downtown","Canada","large","Winnipeg, MB","Season_10",0.425369639315841,57
"577","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_10",0.424264526816172,58
"578","New Orleans","downtown","Southeast","medium","New Orleans, LA","Season_7",0.424166666666667,61
"579","Detroit","downtown","Midwest","medium","Detroit, MI","Season_9",0.4234393357334,63
"580","Philadelphia","downtown","Northeast","large","Philadelphia, PA","Season_10",0.4226252268771,59
"581","Calgary","downtown","Canada","large","Calgary, AB","Season_8",0.422594637342645,59
"582","Montreal","downtown","Canada","large","Montreal, QC","Season_10",0.421546460694364,60
"583","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_8",0.420188210588329,60
"584","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_1",0.4195,44
"585","Edmonton","downtown","Canada","large","Edmonton, AB","Season_6",0.417777777777778,56
"586","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_8",0.417508183531787,61
"587","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_4",0.417142857142857,46
"588","Ottawa","downtown","Canada","large","Ottawa, ON","Season_6",0.414545454545455,57
"589","Portland","downtown","Pacific","medium","Portland, OR","Season_9",0.413264205882938,64
"590","Detroit","downtown","Midwest","medium","Detroit, MI","Season_6",0.412857142857143,58
"591","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_4",0.412727272727273,47
"592","Seattle","downtown","Pacific","large","Seattle, WA","Season_4",0.412222222222222,48
"593","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_1",0.412222222222222,45
"594","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_7",0.411428571428571,62
"595","Ottawa","downtown","Canada","large","Ottawa, ON","Season_10",0.410564116402989,61
"596","Boston","downtown","Northeast","medium","Boston, MA","Season_5",0.40875,49
"597","Columbus","downtown","Midwest","large","Columbus, OH","Season_6",0.408461538461538,59
"598","Indianapolis","downtown","Midwest","large","Indianapolis, IN","Season_2",0.408181818181818,39
"599","Philadelphia","downtown","Northeast","large","Philadelphia, PA","Season_4",0.408181818181818,49
"600","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_3",0.4075,50
"601","Philadelphia","downtown","Northeast","large","Philadelphia, PA","Season_1",0.404166666666667,46
"602","Toronto","downtown","Canada","large","Toronto, ON","Season_7",0.404,63
"603","Cincinnati","downtown","Midwest","medium","Cincinnati, OH","Season_2",0.402727272727273,40
"604","Louisville","downtown","Midwest","medium","Louisville, KY","Season_7",0.4025,64
"605","Edmonton","downtown","Canada","large","Edmonton, AB","Season_4",0.4,50
"606","Columbus","downtown","Midwest","large","Columbus, OH","Season_1",0.399444444444444,47
"607","Halifax","downtown","Canada","medium","Halifax, NS","Season_2",0.399090909090909,41
"608","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_6",0.399090909090909,60
"609","Louisville","downtown","Midwest","medium","Louisville, KY","Season_10",0.399041828210693,62
"610","Boston","downtown","Northeast","medium","Boston, MA","Season_3",0.398888888888889,51
"611","Austin","downtown","Southwest","large","Austin, TX","Season_2",0.398181818181818,42
"612","Houston","downtown","Southwest","large","Houston, TX","Season_2",0.398,43
"613","Seattle","downtown","Pacific","large","Seattle, WA","Season_5",0.397777777777778,50
"614","Indianapolis","downtown","Midwest","large","Indianapolis, IN","Season_3",0.3975,52
"615","Cincinnati","downtown","Midwest","medium","Cincinnati, OH","Season_1",0.395,48
"616","Montreal","downtown","Canada","large","Montreal, QC","Season_7",0.394444444444444,65
"617","Toronto","downtown","Canada","large","Toronto, ON","Season_1",0.392222222222222,49
"618","Kansas City","downtown","Midwest","medium","Kansas City, MO","Season_4",0.391666666666667,51
"619","Calgary","downtown","Canada","large","Calgary, AB","Season_5",0.39125,51
"620","Louisville","downtown","Midwest","medium","Louisville, KY","Season_11",0.385469478648006,62
"621","Ottawa","downtown","Canada","large","Ottawa, ON","Season_8",0.384617830130465,62
"622","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_3",0.384545454545455,53
"623","Indianapolis","downtown","Midwest","large","Indianapolis, IN","Season_11",0.384016990335474,63
"624","Indianapolis","downtown","Midwest","large","Indianapolis, IN","Season_10",0.383366085878747,63
"625","Calgary","downtown","Canada","large","Calgary, AB","Season_2",0.383333333333333,44
"626","Edmonton","downtown","Canada","large","Edmonton, AB","Season_5",0.383333333333333,52
"627","Quebec","downtown","Canada","medium","Quebec, QC","Season_1",0.381363636363636,50
"628","Montreal","downtown","Canada","large","Montreal, QC","Season_1",0.380555555555556,51
"629","Detroit","downtown","Midwest","medium","Detroit, MI","Season_3",0.379090909090909,54
"630","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_6",0.379,61
"631","Portland","downtown","Pacific","medium","Portland, OR","Season_5",0.378888888888889,53
"632","Ottawa","downtown","Canada","large","Ottawa, ON","Season_3",0.377777777777778,55
"633","Portland","downtown","Pacific","medium","Portland, OR","Season_2",0.3775,45
"634","Raleigh","downtown","Southeast","medium","Raleigh, NC","Season_5",0.376666666666667,54
"635","Chicago","downtown","Midwest","large","Chicago, IL","Season_3",0.375454545454545,56
"636","Louisville","downtown","Midwest","medium","Louisville, KY","Season_3",0.375,57
"637","Portland","downtown","Pacific","medium","Portland, OR","Season_11",0.372813208845109,64
"638","Calgary","downtown","Canada","large","Calgary, AB","Season_4",0.37,52
"639","Chicago","downtown","Midwest","large","Chicago, IL","Season_1",0.37,52
"640","Indianapolis","downtown","Midwest","large","Indianapolis, IN","Season_1",0.37,53
"641","London","downtown","Canada","medium","London, ON","Season_1",0.37,54
"642","Quebec","downtown","Canada","medium","Quebec, QC","Season_4",0.37,53
"643","Seattle","downtown","Pacific","large","Seattle, WA","Season_2",0.369,46
"644","Louisville","downtown","Midwest","medium","Louisville, KY","Season_2",0.368,47
"645","Quebec","downtown","Canada","medium","Quebec, QC","Season_2",0.367272727272727,48
"646","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_11",0.363507915353498,65
"647","Toronto","downtown","Canada","large","Toronto, ON","Season_3",0.363181818181818,58
"648","Portland","downtown","Pacific","medium","Portland, OR","Season_8",0.362644276500476,63
"649","Portland","downtown","Pacific","medium","Portland, OR","Season_6",0.362,62
"650","Ottawa","downtown","Canada","large","Ottawa, ON","Season_4",0.359,54
"651","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_2",0.357777777777778,49
"652","New Orleans","downtown","Southeast","medium","New Orleans, LA","Season_4",0.357272727272727,55
"653","Vancouver","downtown","Canada","medium","Vancouver, BC","Season_5",0.357142857142857,55
"654","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_9",0.357031177935086,65
"655","Atlanta","downtown","Southeast","medium","Atlanta, GA","Season_1",0.354,55
"656","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_3",0.353181818181818,59
"657","Austin","downtown","Southwest","large","Austin, TX","Season_1",0.3525,56
"658","Atlanta","downtown","Southeast","medium","Atlanta, GA","Season_5",0.351818181818182,56
"659","Ottawa","downtown","Canada","large","Ottawa, ON","Season_5",0.35,57
"660","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_10",0.349853735367802,64
"661","London","downtown","Canada","medium","London, ON","Season_2",0.3475,50
"662","Quebec","downtown","Canada","medium","Quebec, QC","Season_3",0.345833333333333,60
"663","Detroit","downtown","Midwest","medium","Detroit, MI","Season_5",0.345555555555556,58
"664","San Jose","downtown","Pacific","large","San Jose, CA","Season_4",0.345,56
"665","Toronto","downtown","Canada","large","Toronto, ON","Season_8",0.340489206258399,64
"666","San Antonio","downtown","Southwest","large","San Antonio, TX","Season_1",0.340416666666667,57
"667","Montreal","downtown","Canada","large","Montreal, QC","Season_6",0.34,63
"668","San Antonio","downtown","Southwest","large","San Antonio, TX","Season_2",0.34,51
"669","St Louis","downtown","Midwest","medium","St. Louis, MO","Season_3",0.338888888888889,61
"670","Dallas","downtown","Southwest","large","Dallas, TX","Season_1",0.338333333333333,58
"671","Boston","downtown","Northeast","medium","Boston, MA","Season_4",0.337,57
"672","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_4",0.335714285714286,58
"673","Toronto","downtown","Canada","large","Toronto, ON","Season_6",0.334,64
"674","New York","downtown","Northeast","large","New York, NY","Season_3",0.3325,62
"675","Atlanta","downtown","Southeast","medium","Atlanta, GA","Season_4",0.331818181818182,59
"676","Montreal","downtown","Canada","large","Montreal, QC","Season_8",0.331706660998291,65
"677","New York","downtown","Northeast","large","New York, NY","Season_5",0.33125,59
"678","New Orleans","downtown","Southeast","medium","New Orleans, LA","Season_2",0.33,52
"679","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_2",0.329,53
"680","Raleigh","downtown","Southeast","medium","Raleigh, NC","Season_1",0.328181818181818,59
"681","St Louis","downtown","Midwest","medium","St. Louis, MO","Season_2",0.328181818181818,54
"682","Toronto","downtown","Canada","large","Toronto, ON","Season_2",0.328,55
"683","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_6",0.326666666666667,65
"684","Portland","downtown","Pacific","medium","Portland, OR","Season_10",0.326334418494907,65
"685","Raleigh","downtown","Southeast","medium","Raleigh, NC","Season_2",0.325833333333333,56
"686","Toronto","downtown","Canada","large","Toronto, ON","Season_4",0.3225,60
"687","Nashville","downtown","Southeast","large","Nashville, TN","Season_1",0.322222222222222,60
"688","Portland","downtown","Pacific","medium","Portland, OR","Season_3",0.319444444444444,63
"689","Atlanta","downtown","Southeast","medium","Atlanta, GA","Season_2",0.318181818181818,57
"690","Quebec","downtown","Canada","medium","Quebec, QC","Season_5",0.317777777777778,60
"691","St Louis","downtown","Midwest","medium","St. Louis, MO","Season_1",0.317,61
"692","Boston","downtown","Northeast","medium","Boston, MA","Season_1",0.316,62
"693","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_6",0.313636363636364,66
"694","New York","downtown","Northeast","large","New York, NY","Season_1",0.313636363636364,63
"695","Philadelphia","downtown","Northeast","large","Philadelphia, PA","Season_2",0.313,58
"696","Toronto","downtown","Canada","large","Toronto, ON","Season_5",0.3125,61
"697","Chicago","downtown","Midwest","large","Chicago, IL","Season_5",0.311428571428571,62
"698","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_9",0.307947503202195,66
"699","Portland","downtown","Pacific","medium","Portland, OR","Season_4",0.306666666666667,61
"700","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_11",0.305349601638992,66
"701","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_10",0.30461619502421,66
"702","Atlanta","downtown","Southeast","medium","Atlanta, GA","Season_3",0.299444444444444,64
"703","New York","downtown","Northeast","large","New York, NY","Season_4",0.298888888888889,62
"704","Columbus","downtown","Midwest","large","Columbus, OH","Season_2",0.298333333333333,59
"705","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_1",0.2955,64
"706","Montreal","downtown","Canada","large","Montreal, QC","Season_3",0.295,65
"707","Nashville","downtown","Southeast","large","Nashville, TN","Season_2",0.294545454545455,60
"708","Montreal","downtown","Canada","large","Montreal, QC","Season_4",0.29375,63
"709","Cleveland","downtown","Midwest","medium","Cleveland, OH","Season_5",0.293333333333333,63
"710","Montreal","downtown","Canada","large","Montreal, QC","Season_2",0.29125,61
"711","Chicago","downtown","Midwest","large","Chicago, IL","Season_4",0.287,64
"712","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_7",0.286666666666667,66
"713","Minneapolis","downtown","Midwest","medium","Minneapolis, MN","Season_5",0.283333333333333,64
"714","Detroit","downtown","Midwest","medium","Detroit, MI","Season_1",0.282272727272727,65
"715","Montreal","downtown","Canada","large","Montreal, QC","Season_5",0.282,65
"716","Boston","downtown","Northeast","medium","Boston, MA","Season_2",0.279090909090909,62
"717","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_8",0.261613704085807,66
"718","New Orleans","downtown","Southeast","medium","New Orleans, LA","Season_1",0.261,66
"719","Detroit","downtown","Midwest","medium","Detroit, MI","Season_4",0.259,65
"720","Detroit","downtown","Midwest","medium","Detroit, MI","Season_2",0.258888888888889,63
"721","New York","downtown","Northeast","large","New York, NY","Season_2",0.25125,64
"722","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_3",0.245,66
"723","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_4",0.243,66
"724","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_5",0.241428571428571,66
"725","Chicago","downtown","Midwest","large","Chicago, IL","Season_2",0.237,65
"726","San Francisco","downtown","Pacific","large","San Francisco, CA","Season_2",0.23,66
