"","city","normalized_visits_by_total_visits","week","metric","region","metro_size","display_title"
"2195","Albuquerque",0.56,2020-04-27,"downtown","Southwest","medium","Albuquerque, NM"
"2196","Tucson",0.51,2020-04-27,"downtown","Southwest","medium","Tucson, AZ"
"2197","New York",0.17,2020-04-27,"downtown","Northeast","large","New York, NY"
"2198","Los Angeles",0.43,2020-04-27,"downtown","Pacific","large","Los Angeles, CA"
"2199","Chicago",0.17,2020-04-27,"downtown","Midwest","large","Chicago, IL"
"2200","Houston",0.25,2020-04-27,"downtown","Southwest","large","Houston, TX"
"2201","Phoenix",0.48,2020-04-27,"downtown","Southwest","large","Phoenix, AZ"
"2202","Philadelphia",0.23,2020-04-27,"downtown","Northeast","large","Philadelphia, PA"
"2203","San Antonio",0.16,2020-04-27,"downtown","Southwest","large","San Antonio, TX"
"2204","San Diego",0.27,2020-04-27,"downtown","Pacific","large","San Diego, CA"
"2205","Oakland",0.44,2020-04-27,"downtown","Pacific","medium","Oakland, CA"
"2206","Minneapolis",0.27,2020-04-27,"downtown","Midwest","medium","Minneapolis, MN"
"2207","Tulsa",0.34,2020-04-27,"downtown","Southwest","medium","Tulsa, OK"
"2208","Bakersfield",0.79,2020-04-27,"downtown","Pacific","medium","Bakersfield, CA"
"2209","Wichita",0.5,2020-04-27,"downtown","Midwest","medium","Wichita, KS"
"2210","Tampa",0.44,2020-04-27,"downtown","Southeast","medium","Tampa, FL"
"2211","New Orleans",0.15,2020-04-27,"downtown","Southeast","medium","New Orleans, LA"
"2212","Cleveland",0.22,2020-04-27,"downtown","Midwest","medium","Cleveland, OH"
"2213","Dallas",0.23,2020-04-27,"downtown","Southwest","large","Dallas, TX"
"2214","San Jose",0.33,2020-04-27,"downtown","Pacific","large","San Jose, CA"
"2215","Austin",0.24,2020-04-27,"downtown","Southwest","large","Austin, TX"
"2216","Jacksonville",0.49,2020-04-27,"downtown","Southeast","large","Jacksonville, FL"
"2217","Fort Worth",0.33,2020-04-27,"downtown","Southwest","large","Fort Worth, TX"
"2218","Columbus",0.24,2020-04-27,"downtown","Midwest","large","Columbus, OH"
"2219","Indianapolis",0.27,2020-04-27,"downtown","Midwest","large","Indianapolis, IN"
"2220","Charlotte",0.29,2020-04-27,"downtown","Southeast","large","Charlotte, NC"
"2221","San Francisco",0.15,2020-04-27,"downtown","Pacific","large","San Francisco, CA"
"2222","Seattle",0.28,2020-04-27,"downtown","Pacific","large","Seattle, WA"
"2223","Denver",0.24,2020-04-27,"downtown","Southwest","large","Denver, CO"
"2224","Washington DC",0.64,2020-04-27,"downtown","Northeast","large","Washington DC"
"2225","Nashville",0.12,2020-04-27,"downtown","Southeast","large","Nashville, TN"
"2226","Oklahoma City",0.26,2020-04-27,"downtown","Southwest","medium","Oklahoma City, OK"
"2227","El Paso",0.6,2020-04-27,"downtown","Southwest","medium","El Paso, TX"
"2228","Boston",0.16,2020-04-27,"downtown","Northeast","medium","Boston, MA"
"2229","Honolulu",0.75,2020-04-27,"downtown","Pacific","medium","Honolulu, HI"
"2230","Cincinnati",0.28,2020-04-27,"downtown","Midwest","medium","Cincinnati, OH"
"2231","Pittsburgh",0.27,2020-04-27,"downtown","Northeast","medium","Pittsburgh, PA"
"2232","Salt Lake City",0.38,2020-04-27,"downtown","Southwest","medium","Salt Lake City, UT"
"2233","St Louis",0.3,2020-04-27,"downtown","Midwest","medium","St. Louis, MO"
"2234","Orlando",0.7,2020-04-27,"downtown","Southeast","medium","Orlando, FL"
"2235","Toronto",0.26,2020-04-27,"downtown","Canada","large","Toronto, ON"
"2236","Montreal",0.22,2020-04-27,"downtown","Canada","large","Montreal, QC"
"2237","Fresno",0.79,2020-04-27,"downtown","Pacific","medium","Fresno, CA"
"2238","Sacramento",0.38,2020-04-27,"downtown","Pacific","medium","Sacramento, CA"
"2239","Kansas City",0.77,2020-04-27,"downtown","Midwest","medium","Kansas City, MO"
"2240","Atlanta",0.26,2020-04-27,"downtown","Southeast","medium","Atlanta, GA"
"2241","Omaha",0.58,2020-04-27,"downtown","Midwest","medium","Omaha, NE"
"2242","Colorado Springs",0.46,2020-04-27,"downtown","Southwest","medium","Colorado Springs, CO"
"2243","Raleigh",0.19,2020-04-27,"downtown","Southeast","medium","Raleigh, NC"
"2244","Miami",0.38,2020-04-27,"downtown","Southeast","medium","Miami, FL"
"2245","Calgary",0.28,2020-05-04,"downtown","Canada","large","Calgary, AB"
"2246","Ottawa",0.27,2020-05-04,"downtown","Canada","large","Ottawa, ON"
"2247","Edmonton",0.41,2020-05-04,"downtown","Canada","large","Edmonton, AB"
"2248","Mississauga",0.57,2020-05-04,"downtown","Canada","medium","Mississauga, ON"
"2249","Winnipeg",0.46,2020-05-04,"downtown","Canada","large","Winnipeg, MB"
"2250","Vancouver",0.28,2020-05-04,"downtown","Canada","medium","Vancouver, BC"
"2251","Quebec",0.24,2020-05-04,"downtown","Canada","medium","Quebec, QC"
"2252","Halifax",0.33,2020-05-04,"downtown","Canada","medium","Halifax, NS"
"2253","London",0.28,2020-05-04,"downtown","Canada","medium","London, ON"
"2254","Portland",0.29,2020-05-04,"downtown","Pacific","medium","Portland, OR"
"2255","Las Vegas",0.39,2020-05-04,"downtown","Southwest","medium","Las Vegas, NV"
"2256","Detroit",0.16,2020-05-04,"downtown","Midwest","medium","Detroit, MI"
"2257","Memphis",0.32,2020-05-04,"downtown","Southeast","medium","Memphis, TN"
"2258","Louisville",0.31,2020-05-04,"downtown","Midwest","medium","Louisville, KY"
"2259","Baltimore",0.42,2020-05-04,"downtown","Northeast","medium","Baltimore, MD"
"2260","Milwaukee",0.41,2020-05-04,"downtown","Midwest","medium","Milwaukee, WI"
"2261","Albuquerque",0.59,2020-05-04,"downtown","Southwest","medium","Albuquerque, NM"
"2262","Tucson",0.45,2020-05-04,"downtown","Southwest","medium","Tucson, AZ"
"2263","New York",0.18,2020-05-04,"downtown","Northeast","large","New York, NY"
"2264","Los Angeles",0.47,2020-05-04,"downtown","Pacific","large","Los Angeles, CA"
"2265","Chicago",0.15,2020-05-04,"downtown","Midwest","large","Chicago, IL"
"2266","Houston",0.28,2020-05-04,"downtown","Southwest","large","Houston, TX"
"2267","Phoenix",0.49,2020-05-04,"downtown","Southwest","large","Phoenix, AZ"
"2268","Philadelphia",0.24,2020-05-04,"downtown","Northeast","large","Philadelphia, PA"
"2269","San Antonio",0.22,2020-05-04,"downtown","Southwest","large","San Antonio, TX"
"2270","San Diego",0.28,2020-05-04,"downtown","Pacific","large","San Diego, CA"
"2271","Oakland",0.45,2020-05-04,"downtown","Pacific","medium","Oakland, CA"
"2272","Minneapolis",0.19,2020-05-04,"downtown","Midwest","medium","Minneapolis, MN"
"2273","Tulsa",0.34,2020-05-04,"downtown","Southwest","medium","Tulsa, OK"
"2274","Bakersfield",0.79,2020-05-04,"downtown","Pacific","medium","Bakersfield, CA"
"2275","Wichita",0.45,2020-05-04,"downtown","Midwest","medium","Wichita, KS"
"2276","Tampa",0.47,2020-05-04,"downtown","Southeast","medium","Tampa, FL"
"2277","New Orleans",0.17,2020-05-04,"downtown","Southeast","medium","New Orleans, LA"
"2278","Cleveland",0.38,2020-05-04,"downtown","Midwest","medium","Cleveland, OH"
"2279","Dallas",0.27,2020-05-04,"downtown","Southwest","large","Dallas, TX"
"2280","San Jose",0.31,2020-05-04,"downtown","Pacific","large","San Jose, CA"
"2281","Austin",0.25,2020-05-04,"downtown","Southwest","large","Austin, TX"
"2282","Jacksonville",0.27,2020-05-04,"downtown","Southeast","large","Jacksonville, FL"
"2283","Fort Worth",0.44,2020-05-04,"downtown","Southwest","large","Fort Worth, TX"
"2284","Columbus",0.31,2020-05-04,"downtown","Midwest","large","Columbus, OH"
"2285","Indianapolis",0.21,2020-05-04,"downtown","Midwest","large","Indianapolis, IN"
"2286","Charlotte",0.32,2020-05-04,"downtown","Southeast","large","Charlotte, NC"
"2287","San Francisco",0.17,2020-05-04,"downtown","Pacific","large","San Francisco, CA"
"2288","Seattle",0.36,2020-05-04,"downtown","Pacific","large","Seattle, WA"
"2289","Denver",0.29,2020-05-04,"downtown","Southwest","large","Denver, CO"
"2290","Washington DC",0.57,2020-05-04,"downtown","Northeast","large","Washington DC"
"2291","Nashville",0.17,2020-05-04,"downtown","Southeast","large","Nashville, TN"
"2292","Oklahoma City",0.25,2020-05-04,"downtown","Southwest","medium","Oklahoma City, OK"
"2293","El Paso",0.58,2020-05-04,"downtown","Southwest","medium","El Paso, TX"
"2294","Boston",0.15,2020-05-04,"downtown","Northeast","medium","Boston, MA"
"2295","Honolulu",0.75,2020-05-04,"downtown","Pacific","medium","Honolulu, HI"
"2296","Cincinnati",0.23,2020-05-04,"downtown","Midwest","medium","Cincinnati, OH"
"2297","Pittsburgh",0.28,2020-05-04,"downtown","Northeast","medium","Pittsburgh, PA"
"2298","Salt Lake City",0.39,2020-05-04,"downtown","Southwest","medium","Salt Lake City, UT"
"2299","St Louis",0.29,2020-05-04,"downtown","Midwest","medium","St. Louis, MO"
"2300","Orlando",1.01,2020-05-04,"downtown","Southeast","medium","Orlando, FL"
"2301","Toronto",0.25,2020-05-04,"downtown","Canada","large","Toronto, ON"
"2302","Montreal",0.2,2020-05-04,"downtown","Canada","large","Montreal, QC"
"2303","Fresno",0.69,2020-05-04,"downtown","Pacific","medium","Fresno, CA"
"2304","Sacramento",0.41,2020-05-04,"downtown","Pacific","medium","Sacramento, CA"
"2305","Kansas City",0.87,2020-05-04,"downtown","Midwest","medium","Kansas City, MO"
"2306","Atlanta",0.26,2020-05-04,"downtown","Southeast","medium","Atlanta, GA"
"2307","Omaha",0.46,2020-05-04,"downtown","Midwest","medium","Omaha, NE"
"2308","Colorado Springs",0.51,2020-05-04,"downtown","Southwest","medium","Colorado Springs, CO"
"2309","Raleigh",0.22,2020-05-04,"downtown","Southeast","medium","Raleigh, NC"
"2310","Miami",0.39,2020-05-04,"downtown","Southeast","medium","Miami, FL"
"2311","Calgary",0.31,2020-05-11,"downtown","Canada","large","Calgary, AB"
"2312","Ottawa",0.3,2020-05-11,"downtown","Canada","large","Ottawa, ON"
"2313","Edmonton",0.44,2020-05-11,"downtown","Canada","large","Edmonton, AB"
"2314","Mississauga",0.69,2020-05-11,"downtown","Canada","medium","Mississauga, ON"
"2315","Winnipeg",0.5,2020-05-11,"downtown","Canada","large","Winnipeg, MB"
"2316","Vancouver",0.29,2020-05-11,"downtown","Canada","medium","Vancouver, BC"
"2317","Quebec",0.29,2020-05-11,"downtown","Canada","medium","Quebec, QC"
"2318","Halifax",0.33,2020-05-11,"downtown","Canada","medium","Halifax, NS"
"2319","London",0.3,2020-05-11,"downtown","Canada","medium","London, ON"
"2320","Portland",0.27,2020-05-11,"downtown","Pacific","medium","Portland, OR"
"2321","Las Vegas",0.42,2020-05-11,"downtown","Southwest","medium","Las Vegas, NV"
"2322","Detroit",0.15,2020-05-11,"downtown","Midwest","medium","Detroit, MI"
"2323","Memphis",0.44,2020-05-11,"downtown","Southeast","medium","Memphis, TN"
"2324","Louisville",0.31,2020-05-11,"downtown","Midwest","medium","Louisville, KY"
"2325","Baltimore",0.46,2020-05-11,"downtown","Northeast","medium","Baltimore, MD"
"2326","Milwaukee",0.47,2020-05-11,"downtown","Midwest","medium","Milwaukee, WI"
"2327","Albuquerque",0.64,2020-05-11,"downtown","Southwest","medium","Albuquerque, NM"
"2328","Tucson",0.5,2020-05-11,"downtown","Southwest","medium","Tucson, AZ"
"2329","New York",0.2,2020-05-11,"downtown","Northeast","large","New York, NY"
"2330","Los Angeles",0.46,2020-05-11,"downtown","Pacific","large","Los Angeles, CA"
"2331","Chicago",0.16,2020-05-11,"downtown","Midwest","large","Chicago, IL"
"2332","Houston",0.31,2020-05-11,"downtown","Southwest","large","Houston, TX"
"2333","Phoenix",0.45,2020-05-11,"downtown","Southwest","large","Phoenix, AZ"
"2334","Philadelphia",0.26,2020-05-11,"downtown","Northeast","large","Philadelphia, PA"
"2335","San Antonio",0.25,2020-05-11,"downtown","Southwest","large","San Antonio, TX"
"2336","San Diego",0.34,2020-05-11,"downtown","Pacific","large","San Diego, CA"
"2337","Oakland",0.51,2020-05-11,"downtown","Pacific","medium","Oakland, CA"
"2338","Minneapolis",0.29,2020-05-11,"downtown","Midwest","medium","Minneapolis, MN"
"2339","Tulsa",0.38,2020-05-11,"downtown","Southwest","medium","Tulsa, OK"
"2340","Bakersfield",0.86,2020-05-11,"downtown","Pacific","medium","Bakersfield, CA"
"2341","Wichita",0.49,2020-05-11,"downtown","Midwest","medium","Wichita, KS"
"2342","Tampa",0.52,2020-05-11,"downtown","Southeast","medium","Tampa, FL"
"2343","New Orleans",0.19,2020-05-11,"downtown","Southeast","medium","New Orleans, LA"
"2344","Cleveland",0.37,2020-05-11,"downtown","Midwest","medium","Cleveland, OH"
"2345","Dallas",0.31,2020-05-11,"downtown","Southwest","large","Dallas, TX"
"2346","San Jose",0.34,2020-05-11,"downtown","Pacific","large","San Jose, CA"
"2347","Austin",0.27,2020-05-11,"downtown","Southwest","large","Austin, TX"
"2348","Jacksonville",0.46,2020-05-11,"downtown","Southeast","large","Jacksonville, FL"
"2349","Fort Worth",0.43,2020-05-11,"downtown","Southwest","large","Fort Worth, TX"
"2350","Columbus",0.34,2020-05-11,"downtown","Midwest","large","Columbus, OH"
"2351","Indianapolis",0.26,2020-05-11,"downtown","Midwest","large","Indianapolis, IN"
"2352","Charlotte",0.33,2020-05-11,"downtown","Southeast","large","Charlotte, NC"
"2353","San Francisco",0.19,2020-05-11,"downtown","Pacific","large","San Francisco, CA"
"2354","Seattle",0.36,2020-05-11,"downtown","Pacific","large","Seattle, WA"
"2355","Denver",0.29,2020-05-11,"downtown","Southwest","large","Denver, CO"
"2356","Washington DC",0.49,2020-05-11,"downtown","Northeast","large","Washington DC"
"2357","Nashville",0.22,2020-05-11,"downtown","Southeast","large","Nashville, TN"
"2358","Oklahoma City",0.42,2020-05-11,"downtown","Southwest","medium","Oklahoma City, OK"
"2359","El Paso",0.62,2020-05-11,"downtown","Southwest","medium","El Paso, TX"
"2360","Boston",0.15,2020-05-11,"downtown","Northeast","medium","Boston, MA"
"2361","Honolulu",0.83,2020-05-11,"downtown","Pacific","medium","Honolulu, HI"
"2362","Cincinnati",0.31,2020-05-11,"downtown","Midwest","medium","Cincinnati, OH"
"2363","Pittsburgh",0.35,2020-05-11,"downtown","Northeast","medium","Pittsburgh, PA"
"2364","Salt Lake City",0.46,2020-05-11,"downtown","Southwest","medium","Salt Lake City, UT"
"2365","St Louis",0.26,2020-05-11,"downtown","Midwest","medium","St. Louis, MO"
"2366","Orlando",1.1,2020-05-11,"downtown","Southeast","medium","Orlando, FL"
"2367","Toronto",0.28,2020-05-11,"downtown","Canada","large","Toronto, ON"
"2368","Montreal",0.24,2020-05-11,"downtown","Canada","large","Montreal, QC"
"2369","Fresno",0.78,2020-05-11,"downtown","Pacific","medium","Fresno, CA"
"2370","Sacramento",0.38,2020-05-11,"downtown","Pacific","medium","Sacramento, CA"
"2371","Kansas City",0.54,2020-05-11,"downtown","Midwest","medium","Kansas City, MO"
"2372","Atlanta",0.26,2020-05-11,"downtown","Southeast","medium","Atlanta, GA"
"2373","Omaha",0.45,2020-05-11,"downtown","Midwest","medium","Omaha, NE"
"2374","Colorado Springs",0.54,2020-05-11,"downtown","Southwest","medium","Colorado Springs, CO"
"2375","Raleigh",0.23,2020-05-11,"downtown","Southeast","medium","Raleigh, NC"
"2376","Miami",0.38,2020-05-11,"downtown","Southeast","medium","Miami, FL"
"2377","Calgary",0.29,2020-05-18,"downtown","Canada","large","Calgary, AB"
"2378","Ottawa",0.28,2020-05-18,"downtown","Canada","large","Ottawa, ON"
"2379","Edmonton",0.42,2020-05-18,"downtown","Canada","large","Edmonton, AB"
"2380","Mississauga",0.66,2020-05-18,"downtown","Canada","medium","Mississauga, ON"
"2381","Winnipeg",0.43,2020-05-18,"downtown","Canada","large","Winnipeg, MB"
"2382","Vancouver",0.3,2020-05-18,"downtown","Canada","medium","Vancouver, BC"
"2383","Quebec",0.25,2020-05-18,"downtown","Canada","medium","Quebec, QC"
"2384","Halifax",0.29,2020-05-18,"downtown","Canada","medium","Halifax, NS"
"2385","London",0.27,2020-05-18,"downtown","Canada","medium","London, ON"
"2386","Portland",0.3,2020-05-18,"downtown","Pacific","medium","Portland, OR"
"2387","Las Vegas",0.43,2020-05-18,"downtown","Southwest","medium","Las Vegas, NV"
"2388","Detroit",0.18,2020-05-18,"downtown","Midwest","medium","Detroit, MI"
"2389","Memphis",0.41,2020-05-18,"downtown","Southeast","medium","Memphis, TN"
"2390","Louisville",0.35,2020-05-18,"downtown","Midwest","medium","Louisville, KY"
"2391","Baltimore",0.53,2020-05-18,"downtown","Northeast","medium","Baltimore, MD"
"2392","Milwaukee",0.5,2020-05-18,"downtown","Midwest","medium","Milwaukee, WI"
"2393","Albuquerque",0.57,2020-05-18,"downtown","Southwest","medium","Albuquerque, NM"
"2394","Tucson",0.49,2020-05-18,"downtown","Southwest","medium","Tucson, AZ"
"2395","New York",0.19,2020-05-18,"downtown","Northeast","large","New York, NY"
"2396","Los Angeles",0.48,2020-05-18,"downtown","Pacific","large","Los Angeles, CA"
"2397","Chicago",0.16,2020-05-18,"downtown","Midwest","large","Chicago, IL"
"2398","Houston",0.37,2020-05-18,"downtown","Southwest","large","Houston, TX"
"2399","Phoenix",0.59,2020-05-18,"downtown","Southwest","large","Phoenix, AZ"
"2400","Philadelphia",0.3,2020-05-18,"downtown","Northeast","large","Philadelphia, PA"
"2401","San Antonio",0.31,2020-05-18,"downtown","Southwest","large","San Antonio, TX"
"2402","San Diego",0.35,2020-05-18,"downtown","Pacific","large","San Diego, CA"
"2403","Oakland",0.49,2020-05-18,"downtown","Pacific","medium","Oakland, CA"
"2404","Minneapolis",0.27,2020-05-18,"downtown","Midwest","medium","Minneapolis, MN"
"2405","Tulsa",0.38,2020-05-18,"downtown","Southwest","medium","Tulsa, OK"
"2406","Bakersfield",0.89,2020-05-18,"downtown","Pacific","medium","Bakersfield, CA"
"2407","Wichita",0.54,2020-05-18,"downtown","Midwest","medium","Wichita, KS"
"2408","Tampa",0.58,2020-05-18,"downtown","Southeast","medium","Tampa, FL"
"2409","New Orleans",0.21,2020-05-18,"downtown","Southeast","medium","New Orleans, LA"
"2410","Cleveland",0.4,2020-05-18,"downtown","Midwest","medium","Cleveland, OH"
"2411","Dallas",0.31,2020-05-18,"downtown","Southwest","large","Dallas, TX"
"2412","San Jose",0.32,2020-05-18,"downtown","Pacific","large","San Jose, CA"
"2413","Austin",0.32,2020-05-18,"downtown","Southwest","large","Austin, TX"
"2414","Jacksonville",0.45,2020-05-18,"downtown","Southeast","large","Jacksonville, FL"
"2415","Fort Worth",0.53,2020-05-18,"downtown","Southwest","large","Fort Worth, TX"
"2416","Columbus",0.34,2020-05-18,"downtown","Midwest","large","Columbus, OH"
"2417","Indianapolis",0.28,2020-05-18,"downtown","Midwest","large","Indianapolis, IN"
"2418","Charlotte",0.37,2020-05-18,"downtown","Southeast","large","Charlotte, NC"
"2419","San Francisco",0.2,2020-05-18,"downtown","Pacific","large","San Francisco, CA"
"2420","Seattle",0.4,2020-05-18,"downtown","Pacific","large","Seattle, WA"
"2421","Denver",0.3,2020-05-18,"downtown","Southwest","large","Denver, CO"
"2422","Washington DC",0.57,2020-05-18,"downtown","Northeast","large","Washington DC"
"2423","Nashville",0.22,2020-05-18,"downtown","Southeast","large","Nashville, TN"
"2424","Oklahoma City",0.33,2020-05-18,"downtown","Southwest","medium","Oklahoma City, OK"
"2425","El Paso",0.6,2020-05-18,"downtown","Southwest","medium","El Paso, TX"
"2426","Boston",0.16,2020-05-18,"downtown","Northeast","medium","Boston, MA"
"2427","Honolulu",0.79,2020-05-18,"downtown","Pacific","medium","Honolulu, HI"
"2428","Cincinnati",0.26,2020-05-18,"downtown","Midwest","medium","Cincinnati, OH"
"2429","Pittsburgh",0.44,2020-05-18,"downtown","Northeast","medium","Pittsburgh, PA"
"2430","Salt Lake City",0.45,2020-05-18,"downtown","Southwest","medium","Salt Lake City, UT"
"2431","St Louis",0.29,2020-05-18,"downtown","Midwest","medium","St. Louis, MO"
"2432","Orlando",1.27,2020-05-18,"downtown","Southeast","medium","Orlando, FL"
"2433","Toronto",0.27,2020-05-18,"downtown","Canada","large","Toronto, ON"
"2434","Montreal",0.21,2020-05-18,"downtown","Canada","large","Montreal, QC"
"2435","Fresno",0.67,2020-05-18,"downtown","Pacific","medium","Fresno, CA"
"2436","Sacramento",0.36,2020-05-18,"downtown","Pacific","medium","Sacramento, CA"
"2437","Kansas City",0.67,2020-05-18,"downtown","Midwest","medium","Kansas City, MO"
"2438","Atlanta",0.28,2020-05-18,"downtown","Southeast","medium","Atlanta, GA"
"2439","Omaha",0.43,2020-05-18,"downtown","Midwest","medium","Omaha, NE"
"2440","Colorado Springs",0.54,2020-05-18,"downtown","Southwest","medium","Colorado Springs, CO"
"2441","Raleigh",0.22,2020-05-18,"downtown","Southeast","medium","Raleigh, NC"
"2442","Miami",0.44,2020-05-18,"downtown","Southeast","medium","Miami, FL"
"2443","Calgary",0.33,2020-05-25,"downtown","Canada","large","Calgary, AB"
"2444","Ottawa",0.31,2020-05-25,"downtown","Canada","large","Ottawa, ON"
"2445","Edmonton",0.44,2020-05-25,"downtown","Canada","large","Edmonton, AB"
"2446","Mississauga",0.66,2020-05-25,"downtown","Canada","medium","Mississauga, ON"
"2447","Winnipeg",0.46,2020-05-25,"downtown","Canada","large","Winnipeg, MB"
"2448","Vancouver",0.33,2020-05-25,"downtown","Canada","medium","Vancouver, BC"
"2449","Quebec",0.24,2020-05-25,"downtown","Canada","medium","Quebec, QC"
"2450","Halifax",0.27,2020-05-25,"downtown","Canada","medium","Halifax, NS"
"2451","London",0.3,2020-05-25,"downtown","Canada","medium","London, ON"
"2452","Portland",0.87,2020-05-25,"downtown","Pacific","medium","Portland, OR"
"2453","Las Vegas",0.45,2020-05-25,"downtown","Southwest","medium","Las Vegas, NV"
"2454","Detroit",0.19,2020-05-25,"downtown","Midwest","medium","Detroit, MI"
"2455","Memphis",0.52,2020-05-25,"downtown","Southeast","medium","Memphis, TN"
"2456","Louisville",0.32,2020-05-25,"downtown","Midwest","medium","Louisville, KY"
"2457","Baltimore",0.79,2020-05-25,"downtown","Northeast","medium","Baltimore, MD"
"2458","Milwaukee",0.54,2020-05-25,"downtown","Midwest","medium","Milwaukee, WI"
"2459","Albuquerque",0.62,2020-05-25,"downtown","Southwest","medium","Albuquerque, NM"
"2460","Tucson",0.5,2020-05-25,"downtown","Southwest","medium","Tucson, AZ"
"2461","New York",0.18,2020-05-25,"downtown","Northeast","large","New York, NY"
"2462","Los Angeles",0.52,2020-05-25,"downtown","Pacific","large","Los Angeles, CA"
"2463","Chicago",0.16,2020-05-25,"downtown","Midwest","large","Chicago, IL"
"2464","Houston",0.36,2020-05-25,"downtown","Southwest","large","Houston, TX"
"2465","Phoenix",1.05,2020-05-25,"downtown","Southwest","large","Phoenix, AZ"
"2466","Philadelphia",0.53,2020-05-25,"downtown","Northeast","large","Philadelphia, PA"
"2467","San Antonio",0.29,2020-05-25,"downtown","Southwest","large","San Antonio, TX"
"2468","San Diego",0.37,2020-05-25,"downtown","Pacific","large","San Diego, CA"
"2469","Oakland",0.5,2020-05-25,"downtown","Pacific","medium","Oakland, CA"
"2470","Minneapolis",0.26,2020-05-25,"downtown","Midwest","medium","Minneapolis, MN"
"2471","Tulsa",0.44,2020-05-25,"downtown","Southwest","medium","Tulsa, OK"
"2472","Bakersfield",0.86,2020-05-25,"downtown","Pacific","medium","Bakersfield, CA"
"2473","Wichita",0.56,2020-05-25,"downtown","Midwest","medium","Wichita, KS"
"2474","Tampa",0.55,2020-05-25,"downtown","Southeast","medium","Tampa, FL"
"2475","New Orleans",0.18,2020-05-25,"downtown","Southeast","medium","New Orleans, LA"
"2476","Cleveland",0.95,2020-05-25,"downtown","Midwest","medium","Cleveland, OH"
"2477","Dallas",0.34,2020-05-25,"downtown","Southwest","large","Dallas, TX"
"2478","San Jose",0.28,2020-05-25,"downtown","Pacific","large","San Jose, CA"
"2479","Austin",0.35,2020-05-25,"downtown","Southwest","large","Austin, TX"
"2480","Jacksonville",0.41,2020-05-25,"downtown","Southeast","large","Jacksonville, FL"
"2481","Fort Worth",0.46,2020-05-25,"downtown","Southwest","large","Fort Worth, TX"
"2482","Columbus",0.31,2020-05-25,"downtown","Midwest","large","Columbus, OH"
"2483","Indianapolis",0.31,2020-05-25,"downtown","Midwest","large","Indianapolis, IN"
"2484","Charlotte",0.59,2020-05-25,"downtown","Southeast","large","Charlotte, NC"
"2485","San Francisco",0.19,2020-05-25,"downtown","Pacific","large","San Francisco, CA"
"2486","Seattle",0.56,2020-05-25,"downtown","Pacific","large","Seattle, WA"
"2487","Denver",0.32,2020-05-25,"downtown","Southwest","large","Denver, CO"
"2488","Washington DC",0.57,2020-05-25,"downtown","Northeast","large","Washington DC"
"2489","Nashville",0.22,2020-05-25,"downtown","Southeast","large","Nashville, TN"
"2490","Oklahoma City",0.39,2020-05-25,"downtown","Southwest","medium","Oklahoma City, OK"
"2491","El Paso",0.49,2020-05-25,"downtown","Southwest","medium","El Paso, TX"
"2492","Boston",0.15,2020-05-25,"downtown","Northeast","medium","Boston, MA"
"2493","Honolulu",0.75,2020-05-25,"downtown","Pacific","medium","Honolulu, HI"
"2494","Cincinnati",0.33,2020-05-25,"downtown","Midwest","medium","Cincinnati, OH"
"2495","Pittsburgh",0.33,2020-05-25,"downtown","Northeast","medium","Pittsburgh, PA"
"2496","Salt Lake City",0.56,2020-05-25,"downtown","Southwest","medium","Salt Lake City, UT"
"2497","St Louis",0.26,2020-05-25,"downtown","Midwest","medium","St. Louis, MO"
"2498","Orlando",1.52,2020-05-25,"downtown","Southeast","medium","Orlando, FL"
"2499","Toronto",0.28,2020-05-25,"downtown","Canada","large","Toronto, ON"
"2500","Montreal",0.23,2020-05-25,"downtown","Canada","large","Montreal, QC"
"2501","Fresno",0.7,2020-05-25,"downtown","Pacific","medium","Fresno, CA"
"2502","Sacramento",0.51,2020-05-25,"downtown","Pacific","medium","Sacramento, CA"
"2503","Kansas City",0.95,2020-05-25,"downtown","Midwest","medium","Kansas City, MO"
"2504","Atlanta",0.3,2020-05-25,"downtown","Southeast","medium","Atlanta, GA"
"2505","Omaha",0.47,2020-05-25,"downtown","Midwest","medium","Omaha, NE"
"2506","Colorado Springs",0.63,2020-05-25,"downtown","Southwest","medium","Colorado Springs, CO"
"2507","Raleigh",0.29,2020-05-25,"downtown","Southeast","medium","Raleigh, NC"
"2508","Miami",0.46,2020-05-25,"downtown","Southeast","medium","Miami, FL"
"2509","Calgary",0.32,2020-06-01,"downtown","Canada","large","Calgary, AB"
"2510","Ottawa",0.3,2020-06-01,"downtown","Canada","large","Ottawa, ON"
"2511","Edmonton",0.43,2020-06-01,"downtown","Canada","large","Edmonton, AB"
"2512","Mississauga",0.66,2020-06-01,"downtown","Canada","medium","Mississauga, ON"
"2513","Winnipeg",0.41,2020-06-01,"downtown","Canada","large","Winnipeg, MB"
"2514","Vancouver",0.32,2020-06-01,"downtown","Canada","medium","Vancouver, BC"
"2515","Quebec",0.25,2020-06-01,"downtown","Canada","medium","Quebec, QC"
"2516","Halifax",0.31,2020-06-01,"downtown","Canada","medium","Halifax, NS"
"2517","London",0.32,2020-06-01,"downtown","Canada","medium","London, ON"
"2518","Portland",1.02,2020-06-01,"downtown","Pacific","medium","Portland, OR"
"2519","Las Vegas",0.61,2020-06-01,"downtown","Southwest","medium","Las Vegas, NV"
"2520","Detroit",0.21,2020-06-01,"downtown","Midwest","medium","Detroit, MI"
