"","city","normalized_visits_by_total_visits","week","metric","region","metro_size","display_title"
"6954","Philadelphia",0.4,2020-09-21,"downtown","Northeast","large","Philadelphia, PA"
"6955","San Antonio",0.48,2020-09-21,"downtown","Southwest","large","San Antonio, TX"
"6956","San Diego",0.81,2020-09-21,"downtown","Pacific","large","San Diego, CA"
"6957","Oakland",0.56,2020-09-21,"downtown","Pacific","medium","Oakland, CA"
"6958","Minneapolis",0.27,2020-09-21,"downtown","Midwest","medium","Minneapolis, MN"
"6959","Tulsa",0.44,2020-09-21,"downtown","Southwest","medium","Tulsa, OK"
"6960","Bakersfield",1.1,2020-09-21,"downtown","Pacific","medium","Bakersfield, CA"
"6961","Wichita",0.7,2020-09-21,"downtown","Midwest","medium","Wichita, KS"
"6962","Tampa",0.63,2020-09-21,"downtown","Southeast","medium","Tampa, FL"
"6963","New Orleans",0.46,2020-09-21,"downtown","Southeast","medium","New Orleans, LA"
"6964","Cleveland",0.17,2020-09-21,"downtown","Midwest","medium","Cleveland, OH"
"6965","Dallas",0.53,2020-09-21,"downtown","Southwest","large","Dallas, TX"
"6966","San Jose",0.54,2020-09-21,"downtown","Pacific","large","San Jose, CA"
"6967","Austin",0.44,2020-09-21,"downtown","Southwest","large","Austin, TX"
"6968","Jacksonville",0.54,2020-09-21,"downtown","Southeast","large","Jacksonville, FL"
"6969","Fort Worth",0.71,2020-09-21,"downtown","Southwest","large","Fort Worth, TX"
"6970","Columbus",0.19,2020-09-21,"downtown","Midwest","large","Columbus, OH"
"6971","Indianapolis",0.37,2020-09-21,"downtown","Midwest","large","Indianapolis, IN"
"6972","Charlotte",0.34,2020-09-21,"downtown","Southeast","large","Charlotte, NC"
"6973","San Francisco",0.24,2020-09-21,"downtown","Pacific","large","San Francisco, CA"
"6974","Seattle",0.22,2020-09-21,"downtown","Pacific","large","Seattle, WA"
"6975","Denver",0.41,2020-09-21,"downtown","Southwest","large","Denver, CO"
"6976","Washington DC",0.9,2020-09-21,"downtown","Northeast","large","Washington DC"
"6977","Nashville",0.44,2020-09-21,"downtown","Southeast","large","Nashville, TN"
"6978","Oklahoma City",0.35,2020-09-21,"downtown","Southwest","medium","Oklahoma City, OK"
"6979","El Paso",0.7,2020-09-21,"downtown","Southwest","medium","El Paso, TX"
"6980","Boston",0.43,2020-09-21,"downtown","Northeast","medium","Boston, MA"
"6981","Honolulu",0.79,2020-09-21,"downtown","Pacific","medium","Honolulu, HI"
"6982","Cincinnati",0.47,2020-09-21,"downtown","Midwest","medium","Cincinnati, OH"
"6983","Pittsburgh",0.5,2020-09-21,"downtown","Northeast","medium","Pittsburgh, PA"
"6984","Salt Lake City",0.49,2020-09-21,"downtown","Southwest","medium","Salt Lake City, UT"
"6985","St Louis",0.37,2020-09-21,"downtown","Midwest","medium","St. Louis, MO"
"6986","Orlando",0.1,2020-09-21,"downtown","Southeast","medium","Orlando, FL"
"6987","Toronto",0.34,2020-09-21,"downtown","Canada","large","Toronto, ON"
"6988","Montreal",0.28,2020-09-21,"downtown","Canada","large","Montreal, QC"
"6989","Fresno",0.88,2020-09-21,"downtown","Pacific","medium","Fresno, CA"
"6990","Sacramento",0.48,2020-09-21,"downtown","Pacific","medium","Sacramento, CA"
"6991","Kansas City",0.27,2020-09-21,"downtown","Midwest","medium","Kansas City, MO"
"6992","Atlanta",0.3,2020-09-21,"downtown","Southeast","medium","Atlanta, GA"
"6993","Omaha",0.56,2020-09-21,"downtown","Midwest","medium","Omaha, NE"
"6994","Colorado Springs",0.63,2020-09-21,"downtown","Southwest","medium","Colorado Springs, CO"
"6995","Raleigh",0.35,2020-09-21,"downtown","Southeast","medium","Raleigh, NC"
"6996","Miami",0.6,2020-09-21,"downtown","Southeast","medium","Miami, FL"
"6997","Calgary",0.51,2020-09-28,"downtown","Canada","large","Calgary, AB"
"6998","Ottawa",0.32,2020-09-28,"downtown","Canada","large","Ottawa, ON"
"6999","Edmonton",0.44,2020-09-28,"downtown","Canada","large","Edmonton, AB"
"7000","Mississauga",1.07,2020-09-28,"downtown","Canada","medium","Mississauga, ON"
"7001","Winnipeg",0.46,2020-09-28,"downtown","Canada","large","Winnipeg, MB"
"7002","Vancouver",0.38,2020-09-28,"downtown","Canada","medium","Vancouver, BC"
"7003","Quebec",0.27,2020-09-28,"downtown","Canada","medium","Quebec, QC"
"7004","Halifax",0.43,2020-09-28,"downtown","Canada","medium","Halifax, NS"
"7005","London",0.42,2020-09-28,"downtown","Canada","medium","London, ON"
"7006","Portland",0.34,2020-09-28,"downtown","Pacific","medium","Portland, OR"
"7007","Las Vegas",0.71,2020-09-28,"downtown","Southwest","medium","Las Vegas, NV"
"7008","Detroit",0.35,2020-09-28,"downtown","Midwest","medium","Detroit, MI"
"7009","Memphis",0.6,2020-09-28,"downtown","Southeast","medium","Memphis, TN"
"7010","Louisville",0.21,2020-09-28,"downtown","Midwest","medium","Louisville, KY"
"7011","Baltimore",0.56,2020-09-28,"downtown","Northeast","medium","Baltimore, MD"
"7012","Milwaukee",0.51,2020-09-28,"downtown","Midwest","medium","Milwaukee, WI"
"7013","Albuquerque",0.67,2020-09-28,"downtown","Southwest","medium","Albuquerque, NM"
"7014","Tucson",0.64,2020-09-28,"downtown","Southwest","medium","Tucson, AZ"
"7015","New York",0.35,2020-09-28,"downtown","Northeast","large","New York, NY"
"7016","Los Angeles",0.59,2020-09-28,"downtown","Pacific","large","Los Angeles, CA"
"7017","Chicago",0.34,2020-09-28,"downtown","Midwest","large","Chicago, IL"
"7018","Houston",0.46,2020-09-28,"downtown","Southwest","large","Houston, TX"
"7019","Phoenix",0.57,2020-09-28,"downtown","Southwest","large","Phoenix, AZ"
"7020","Philadelphia",0.42,2020-09-28,"downtown","Northeast","large","Philadelphia, PA"
"7021","San Antonio",0.46,2020-09-28,"downtown","Southwest","large","San Antonio, TX"
"7022","San Diego",0.73,2020-09-28,"downtown","Pacific","large","San Diego, CA"
"7023","Oakland",0.55,2020-09-28,"downtown","Pacific","medium","Oakland, CA"
"7024","Minneapolis",0.35,2020-09-28,"downtown","Midwest","medium","Minneapolis, MN"
"7025","Tulsa",0.42,2020-09-28,"downtown","Southwest","medium","Tulsa, OK"
"7026","Bakersfield",1.13,2020-09-28,"downtown","Pacific","medium","Bakersfield, CA"
"7027","Wichita",0.73,2020-09-28,"downtown","Midwest","medium","Wichita, KS"
"7028","Tampa",0.74,2020-09-28,"downtown","Southeast","medium","Tampa, FL"
"7029","New Orleans",0.41,2020-09-28,"downtown","Southeast","medium","New Orleans, LA"
"7030","Cleveland",0.41,2020-09-28,"downtown","Midwest","medium","Cleveland, OH"
"7031","Dallas",0.51,2020-09-28,"downtown","Southwest","large","Dallas, TX"
"7032","San Jose",0.53,2020-09-28,"downtown","Pacific","large","San Jose, CA"
"7033","Austin",0.5,2020-09-28,"downtown","Southwest","large","Austin, TX"
"7034","Jacksonville",0.62,2020-09-28,"downtown","Southeast","large","Jacksonville, FL"
"7035","Fort Worth",0.58,2020-09-28,"downtown","Southwest","large","Fort Worth, TX"
"7036","Columbus",0.32,2020-09-28,"downtown","Midwest","large","Columbus, OH"
"7037","Indianapolis",0.39,2020-09-28,"downtown","Midwest","large","Indianapolis, IN"
"7038","Charlotte",0.47,2020-09-28,"downtown","Southeast","large","Charlotte, NC"
"7039","San Francisco",0.28,2020-09-28,"downtown","Pacific","large","San Francisco, CA"
"7040","Seattle",0.24,2020-09-28,"downtown","Pacific","large","Seattle, WA"
"7041","Denver",0.49,2020-09-28,"downtown","Southwest","large","Denver, CO"
"7042","Washington DC",0.78,2020-09-28,"downtown","Northeast","large","Washington DC"
"7043","Nashville",0.49,2020-09-28,"downtown","Southeast","large","Nashville, TN"
"7044","Oklahoma City",0.55,2020-09-28,"downtown","Southwest","medium","Oklahoma City, OK"
"7045","El Paso",0.69,2020-09-28,"downtown","Southwest","medium","El Paso, TX"
"7046","Boston",0.41,2020-09-28,"downtown","Northeast","medium","Boston, MA"
"7047","Honolulu",0.85,2020-09-28,"downtown","Pacific","medium","Honolulu, HI"
"7048","Cincinnati",0.52,2020-09-28,"downtown","Midwest","medium","Cincinnati, OH"
"7049","Pittsburgh",0.49,2020-09-28,"downtown","Northeast","medium","Pittsburgh, PA"
"7050","Salt Lake City",0.68,2020-09-28,"downtown","Southwest","medium","Salt Lake City, UT"
"7051","St Louis",0.32,2020-09-28,"downtown","Midwest","medium","St. Louis, MO"
"7052","Orlando",0.15,2020-09-28,"downtown","Southeast","medium","Orlando, FL"
"7053","Toronto",0.3,2020-09-28,"downtown","Canada","large","Toronto, ON"
"7054","Montreal",0.24,2020-09-28,"downtown","Canada","large","Montreal, QC"
"7055","Fresno",0.87,2020-09-28,"downtown","Pacific","medium","Fresno, CA"
"7056","Sacramento",0.55,2020-09-28,"downtown","Pacific","medium","Sacramento, CA"
"7057","Kansas City",0.41,2020-09-28,"downtown","Midwest","medium","Kansas City, MO"
"7058","Atlanta",0.31,2020-09-28,"downtown","Southeast","medium","Atlanta, GA"
"7059","Omaha",0.56,2020-09-28,"downtown","Midwest","medium","Omaha, NE"
"7060","Colorado Springs",0.67,2020-09-28,"downtown","Southwest","medium","Colorado Springs, CO"
"7061","Raleigh",0.32,2020-09-28,"downtown","Southeast","medium","Raleigh, NC"
"7062","Miami",0.66,2020-09-28,"downtown","Southeast","medium","Miami, FL"
"7063","Calgary",0.58,2020-10-05,"downtown","Canada","large","Calgary, AB"
"7064","Ottawa",0.32,2020-10-05,"downtown","Canada","large","Ottawa, ON"
"7065","Edmonton",0.46,2020-10-05,"downtown","Canada","large","Edmonton, AB"
"7066","Mississauga",1.2,2020-10-05,"downtown","Canada","medium","Mississauga, ON"
"7067","Winnipeg",0.5,2020-10-05,"downtown","Canada","large","Winnipeg, MB"
"7068","Vancouver",0.42,2020-10-05,"downtown","Canada","medium","Vancouver, BC"
"7069","Quebec",0.32,2020-10-05,"downtown","Canada","medium","Quebec, QC"
"7070","Halifax",0.37,2020-10-05,"downtown","Canada","medium","Halifax, NS"
"7071","London",0.58,2020-10-05,"downtown","Canada","medium","London, ON"
"7072","Portland",0.35,2020-10-05,"downtown","Pacific","medium","Portland, OR"
"7073","Las Vegas",0.8,2020-10-05,"downtown","Southwest","medium","Las Vegas, NV"
"7074","Detroit",0.41,2020-10-05,"downtown","Midwest","medium","Detroit, MI"
"7075","Memphis",0.63,2020-10-05,"downtown","Southeast","medium","Memphis, TN"
"7076","Louisville",0.24,2020-10-05,"downtown","Midwest","medium","Louisville, KY"
"7077","Baltimore",0.64,2020-10-05,"downtown","Northeast","medium","Baltimore, MD"
"7078","Milwaukee",0.63,2020-10-05,"downtown","Midwest","medium","Milwaukee, WI"
"7079","Albuquerque",0.69,2020-10-05,"downtown","Southwest","medium","Albuquerque, NM"
"7080","Tucson",0.66,2020-10-05,"downtown","Southwest","medium","Tucson, AZ"
"7081","New York",0.37,2020-10-05,"downtown","Northeast","large","New York, NY"
"7082","Los Angeles",0.66,2020-10-05,"downtown","Pacific","large","Los Angeles, CA"
"7083","Chicago",0.38,2020-10-05,"downtown","Midwest","large","Chicago, IL"
"7084","Houston",0.49,2020-10-05,"downtown","Southwest","large","Houston, TX"
"7085","Phoenix",0.44,2020-10-05,"downtown","Southwest","large","Phoenix, AZ"
"7086","Philadelphia",0.45,2020-10-05,"downtown","Northeast","large","Philadelphia, PA"
"7087","San Antonio",0.65,2020-10-05,"downtown","Southwest","large","San Antonio, TX"
"7088","San Diego",0.99,2020-10-05,"downtown","Pacific","large","San Diego, CA"
"7089","Oakland",0.63,2020-10-05,"downtown","Pacific","medium","Oakland, CA"
"7090","Minneapolis",0.35,2020-10-05,"downtown","Midwest","medium","Minneapolis, MN"
"7091","Tulsa",0.52,2020-10-05,"downtown","Southwest","medium","Tulsa, OK"
"7092","Bakersfield",1.08,2020-10-05,"downtown","Pacific","medium","Bakersfield, CA"
"7093","Wichita",0.81,2020-10-05,"downtown","Midwest","medium","Wichita, KS"
"7094","Tampa",0.66,2020-10-05,"downtown","Southeast","medium","Tampa, FL"
"7095","New Orleans",0.4,2020-10-05,"downtown","Southeast","medium","New Orleans, LA"
"7096","Cleveland",0.22,2020-10-05,"downtown","Midwest","medium","Cleveland, OH"
"7097","Dallas",0.64,2020-10-05,"downtown","Southwest","large","Dallas, TX"
"7098","San Jose",0.59,2020-10-05,"downtown","Pacific","large","San Jose, CA"
"7099","Austin",0.53,2020-10-05,"downtown","Southwest","large","Austin, TX"
"7100","Jacksonville",0.54,2020-10-05,"downtown","Southeast","large","Jacksonville, FL"
"7101","Fort Worth",0.71,2020-10-05,"downtown","Southwest","large","Fort Worth, TX"
"7102","Columbus",0.26,2020-10-05,"downtown","Midwest","large","Columbus, OH"
"7103","Indianapolis",0.42,2020-10-05,"downtown","Midwest","large","Indianapolis, IN"
"7104","Charlotte",0.39,2020-10-05,"downtown","Southeast","large","Charlotte, NC"
"7105","San Francisco",0.26,2020-10-05,"downtown","Pacific","large","San Francisco, CA"
"7106","Seattle",0.4,2020-10-05,"downtown","Pacific","large","Seattle, WA"
"7107","Denver",0.63,2020-10-05,"downtown","Southwest","large","Denver, CO"
"7108","Washington DC",0.89,2020-10-05,"downtown","Northeast","large","Washington DC"
"7109","Nashville",0.58,2020-10-05,"downtown","Southeast","large","Nashville, TN"
"7110","Oklahoma City",0.96,2020-10-05,"downtown","Southwest","medium","Oklahoma City, OK"
"7111","El Paso",0.67,2020-10-05,"downtown","Southwest","medium","El Paso, TX"
"7112","Boston",0.44,2020-10-05,"downtown","Northeast","medium","Boston, MA"
"7113","Honolulu",0.83,2020-10-05,"downtown","Pacific","medium","Honolulu, HI"
"7114","Cincinnati",0.59,2020-10-05,"downtown","Midwest","medium","Cincinnati, OH"
"7115","Pittsburgh",0.5,2020-10-05,"downtown","Northeast","medium","Pittsburgh, PA"
"7116","Salt Lake City",0.62,2020-10-05,"downtown","Southwest","medium","Salt Lake City, UT"
"7117","St Louis",0.42,2020-10-05,"downtown","Midwest","medium","St. Louis, MO"
"7118","Orlando",0.15,2020-10-05,"downtown","Southeast","medium","Orlando, FL"
"7119","Toronto",0.33,2020-10-05,"downtown","Canada","large","Toronto, ON"
"7120","Montreal",0.27,2020-10-05,"downtown","Canada","large","Montreal, QC"
"7121","Fresno",0.91,2020-10-05,"downtown","Pacific","medium","Fresno, CA"
"7122","Sacramento",0.72,2020-10-05,"downtown","Pacific","medium","Sacramento, CA"
"7123","Kansas City",0.5,2020-10-05,"downtown","Midwest","medium","Kansas City, MO"
"7124","Atlanta",0.32,2020-10-05,"downtown","Southeast","medium","Atlanta, GA"
"7125","Omaha",0.68,2020-10-05,"downtown","Midwest","medium","Omaha, NE"
"7126","Colorado Springs",0.75,2020-10-05,"downtown","Southwest","medium","Colorado Springs, CO"
"7127","Raleigh",0.5,2020-10-05,"downtown","Southeast","medium","Raleigh, NC"
"7128","Miami",0.73,2020-10-05,"downtown","Southeast","medium","Miami, FL"
"7129","Calgary",0.47,2020-10-12,"downtown","Canada","large","Calgary, AB"
"7130","Ottawa",0.31,2020-10-12,"downtown","Canada","large","Ottawa, ON"
"7131","Edmonton",0.43,2020-10-12,"downtown","Canada","large","Edmonton, AB"
"7132","Mississauga",1.02,2020-10-12,"downtown","Canada","medium","Mississauga, ON"
"7133","Winnipeg",0.45,2020-10-12,"downtown","Canada","large","Winnipeg, MB"
"7134","Vancouver",0.4,2020-10-12,"downtown","Canada","medium","Vancouver, BC"
"7135","Quebec",0.24,2020-10-12,"downtown","Canada","medium","Quebec, QC"
"7136","Halifax",0.45,2020-10-12,"downtown","Canada","medium","Halifax, NS"
"7137","London",0.61,2020-10-12,"downtown","Canada","medium","London, ON"
"7138","Portland",0.35,2020-10-12,"downtown","Pacific","medium","Portland, OR"
"7139","Las Vegas",0.77,2020-10-12,"downtown","Southwest","medium","Las Vegas, NV"
"7140","Detroit",0.4,2020-10-12,"downtown","Midwest","medium","Detroit, MI"
"7141","Memphis",0.61,2020-10-12,"downtown","Southeast","medium","Memphis, TN"
"7142","Louisville",0.29,2020-10-12,"downtown","Midwest","medium","Louisville, KY"
"7143","Baltimore",0.6,2020-10-12,"downtown","Northeast","medium","Baltimore, MD"
"7144","Milwaukee",0.62,2020-10-12,"downtown","Midwest","medium","Milwaukee, WI"
"7145","Albuquerque",0.74,2020-10-12,"downtown","Southwest","medium","Albuquerque, NM"
"7146","Tucson",0.45,2020-10-12,"downtown","Southwest","medium","Tucson, AZ"
"7147","New York",0.32,2020-10-12,"downtown","Northeast","large","New York, NY"
"7148","Los Angeles",0.63,2020-10-12,"downtown","Pacific","large","Los Angeles, CA"
"7149","Chicago",0.33,2020-10-12,"downtown","Midwest","large","Chicago, IL"
"7150","Houston",0.43,2020-10-12,"downtown","Southwest","large","Houston, TX"
"7151","Phoenix",0.66,2020-10-12,"downtown","Southwest","large","Phoenix, AZ"
"7152","Philadelphia",0.41,2020-10-12,"downtown","Northeast","large","Philadelphia, PA"
"7153","San Antonio",0.54,2020-10-12,"downtown","Southwest","large","San Antonio, TX"
"7154","San Diego",0.8,2020-10-12,"downtown","Pacific","large","San Diego, CA"
"7155","Oakland",0.55,2020-10-12,"downtown","Pacific","medium","Oakland, CA"
"7156","Minneapolis",0.31,2020-10-12,"downtown","Midwest","medium","Minneapolis, MN"
"7157","Tulsa",0.44,2020-10-12,"downtown","Southwest","medium","Tulsa, OK"
"7158","Bakersfield",0.98,2020-10-12,"downtown","Pacific","medium","Bakersfield, CA"
"7159","Wichita",0.64,2020-10-12,"downtown","Midwest","medium","Wichita, KS"
"7160","Tampa",0.68,2020-10-12,"downtown","Southeast","medium","Tampa, FL"
"7161","New Orleans",0.46,2020-10-12,"downtown","Southeast","medium","New Orleans, LA"
"7162","Cleveland",0.29,2020-10-12,"downtown","Midwest","medium","Cleveland, OH"
"7163","Dallas",0.52,2020-10-12,"downtown","Southwest","large","Dallas, TX"
"7164","San Jose",0.53,2020-10-12,"downtown","Pacific","large","San Jose, CA"
"7165","Austin",0.52,2020-10-12,"downtown","Southwest","large","Austin, TX"
"7166","Jacksonville",0.44,2020-10-12,"downtown","Southeast","large","Jacksonville, FL"
"7167","Fort Worth",0.66,2020-10-12,"downtown","Southwest","large","Fort Worth, TX"
"7168","Columbus",0.71,2020-10-12,"downtown","Midwest","large","Columbus, OH"
"7169","Indianapolis",0.42,2020-10-12,"downtown","Midwest","large","Indianapolis, IN"
"7170","Charlotte",0.57,2020-10-12,"downtown","Southeast","large","Charlotte, NC"
"7171","San Francisco",0.27,2020-10-12,"downtown","Pacific","large","San Francisco, CA"
"7172","Seattle",0.45,2020-10-12,"downtown","Pacific","large","Seattle, WA"
"7173","Denver",0.58,2020-10-12,"downtown","Southwest","large","Denver, CO"
"7174","Washington DC",0.72,2020-10-12,"downtown","Northeast","large","Washington DC"
"7175","Nashville",0.44,2020-10-12,"downtown","Southeast","large","Nashville, TN"
"7176","Oklahoma City",1.18,2020-10-12,"downtown","Southwest","medium","Oklahoma City, OK"
"7177","El Paso",0.55,2020-10-12,"downtown","Southwest","medium","El Paso, TX"
"7178","Boston",0.39,2020-10-12,"downtown","Northeast","medium","Boston, MA"
"7179","Honolulu",0.82,2020-10-12,"downtown","Pacific","medium","Honolulu, HI"
"7180","Cincinnati",0.43,2020-10-12,"downtown","Midwest","medium","Cincinnati, OH"
"7181","Pittsburgh",0.5,2020-10-12,"downtown","Northeast","medium","Pittsburgh, PA"
"7182","Salt Lake City",0.81,2020-10-12,"downtown","Southwest","medium","Salt Lake City, UT"
"7183","St Louis",0.33,2020-10-12,"downtown","Midwest","medium","St. Louis, MO"
"7184","Orlando",0.33,2020-10-12,"downtown","Southeast","medium","Orlando, FL"
"7185","Toronto",0.32,2020-10-12,"downtown","Canada","large","Toronto, ON"
"7186","Montreal",0.24,2020-10-12,"downtown","Canada","large","Montreal, QC"
"7187","Fresno",0.77,2020-10-12,"downtown","Pacific","medium","Fresno, CA"
"7188","Sacramento",0.62,2020-10-12,"downtown","Pacific","medium","Sacramento, CA"
"7189","Kansas City",0.54,2020-10-12,"downtown","Midwest","medium","Kansas City, MO"
"7190","Atlanta",0.35,2020-10-12,"downtown","Southeast","medium","Atlanta, GA"
"7191","Omaha",0.61,2020-10-12,"downtown","Midwest","medium","Omaha, NE"
"7192","Colorado Springs",0.78,2020-10-12,"downtown","Southwest","medium","Colorado Springs, CO"
"7193","Raleigh",0.47,2020-10-12,"downtown","Southeast","medium","Raleigh, NC"
"7194","Miami",0.64,2020-10-12,"downtown","Southeast","medium","Miami, FL"
"7195","Calgary",0.48,2020-10-19,"downtown","Canada","large","Calgary, AB"
"7196","Ottawa",0.38,2020-10-19,"downtown","Canada","large","Ottawa, ON"
"7197","Edmonton",0.46,2020-10-19,"downtown","Canada","large","Edmonton, AB"
"7198","Mississauga",1.03,2020-10-19,"downtown","Canada","medium","Mississauga, ON"
"7199","Winnipeg",0.45,2020-10-19,"downtown","Canada","large","Winnipeg, MB"
"7200","Vancouver",0.44,2020-10-19,"downtown","Canada","medium","Vancouver, BC"
"7201","Quebec",0.26,2020-10-19,"downtown","Canada","medium","Quebec, QC"
"7202","Halifax",0.59,2020-10-19,"downtown","Canada","medium","Halifax, NS"
"7203","London",0.61,2020-10-19,"downtown","Canada","medium","London, ON"
"7204","Portland",0.35,2020-10-19,"downtown","Pacific","medium","Portland, OR"
"7205","Las Vegas",0.76,2020-10-19,"downtown","Southwest","medium","Las Vegas, NV"
"7206","Detroit",0.3,2020-10-19,"downtown","Midwest","medium","Detroit, MI"
"7207","Memphis",0.67,2020-10-19,"downtown","Southeast","medium","Memphis, TN"
"7208","Louisville",0.38,2020-10-19,"downtown","Midwest","medium","Louisville, KY"
"7209","Baltimore",0.58,2020-10-19,"downtown","Northeast","medium","Baltimore, MD"
"7210","Milwaukee",0.73,2020-10-19,"downtown","Midwest","medium","Milwaukee, WI"
"7211","Albuquerque",0.68,2020-10-19,"downtown","Southwest","medium","Albuquerque, NM"
"7212","Tucson",0.58,2020-10-19,"downtown","Southwest","medium","Tucson, AZ"
"7213","New York",0.34,2020-10-19,"downtown","Northeast","large","New York, NY"
"7214","Los Angeles",0.59,2020-10-19,"downtown","Pacific","large","Los Angeles, CA"
"7215","Chicago",0.35,2020-10-19,"downtown","Midwest","large","Chicago, IL"
"7216","Houston",0.53,2020-10-19,"downtown","Southwest","large","Houston, TX"
"7217","Phoenix",0.62,2020-10-19,"downtown","Southwest","large","Phoenix, AZ"
"7218","Philadelphia",0.44,2020-10-19,"downtown","Northeast","large","Philadelphia, PA"
"7219","San Antonio",0.53,2020-10-19,"downtown","Southwest","large","San Antonio, TX"
"7220","San Diego",0.75,2020-10-19,"downtown","Pacific","large","San Diego, CA"
"7221","Oakland",0.52,2020-10-19,"downtown","Pacific","medium","Oakland, CA"
"7222","Minneapolis",0.4,2020-10-19,"downtown","Midwest","medium","Minneapolis, MN"
"7223","Tulsa",0.5,2020-10-19,"downtown","Southwest","medium","Tulsa, OK"
"7224","Bakersfield",0.96,2020-10-19,"downtown","Pacific","medium","Bakersfield, CA"
"7225","Wichita",0.75,2020-10-19,"downtown","Midwest","medium","Wichita, KS"
"7226","Tampa",0.81,2020-10-19,"downtown","Southeast","medium","Tampa, FL"
"7227","New Orleans",0.44,2020-10-19,"downtown","Southeast","medium","New Orleans, LA"
"7228","Cleveland",0.52,2020-10-19,"downtown","Midwest","medium","Cleveland, OH"
"7229","Dallas",0.48,2020-10-19,"downtown","Southwest","large","Dallas, TX"
"7230","San Jose",0.44,2020-10-19,"downtown","Pacific","large","San Jose, CA"
"7231","Austin",0.49,2020-10-19,"downtown","Southwest","large","Austin, TX"
"7232","Jacksonville",0.49,2020-10-19,"downtown","Southeast","large","Jacksonville, FL"
"7233","Fort Worth",0.62,2020-10-19,"downtown","Southwest","large","Fort Worth, TX"
"7234","Columbus",0.41,2020-10-19,"downtown","Midwest","large","Columbus, OH"
"7235","Indianapolis",0.42,2020-10-19,"downtown","Midwest","large","Indianapolis, IN"
"7236","Charlotte",0.78,2020-10-19,"downtown","Southeast","large","Charlotte, NC"
"7237","San Francisco",0.28,2020-10-19,"downtown","Pacific","large","San Francisco, CA"
"7238","Seattle",0.48,2020-10-19,"downtown","Pacific","large","Seattle, WA"
"7239","Denver",0.56,2020-10-19,"downtown","Southwest","large","Denver, CO"
"7240","Washington DC",2.25,2020-10-19,"downtown","Northeast","large","Washington DC"
"7241","Nashville",0.46,2020-10-19,"downtown","Southeast","large","Nashville, TN"
"7242","Oklahoma City",0.75,2020-10-19,"downtown","Southwest","medium","Oklahoma City, OK"
"7243","El Paso",0.54,2020-10-19,"downtown","Southwest","medium","El Paso, TX"
"7244","Boston",0.39,2020-10-19,"downtown","Northeast","medium","Boston, MA"
"7245","Honolulu",0.81,2020-10-19,"downtown","Pacific","medium","Honolulu, HI"
"7246","Cincinnati",0.55,2020-10-19,"downtown","Midwest","medium","Cincinnati, OH"
"7247","Pittsburgh",0.51,2020-10-19,"downtown","Northeast","medium","Pittsburgh, PA"
"7248","Salt Lake City",0.74,2020-10-19,"downtown","Southwest","medium","Salt Lake City, UT"
"7249","St Louis",0.23,2020-10-19,"downtown","Midwest","medium","St. Louis, MO"
"7250","Orlando",0.68,2020-10-19,"downtown","Southeast","medium","Orlando, FL"
"7251","Toronto",0.36,2020-10-19,"downtown","Canada","large","Toronto, ON"
"7252","Montreal",0.3,2020-10-19,"downtown","Canada","large","Montreal, QC"
"7253","Fresno",0.81,2020-10-19,"downtown","Pacific","medium","Fresno, CA"
"7254","Sacramento",0.67,2020-10-19,"downtown","Pacific","medium","Sacramento, CA"
"7255","Kansas City",0.51,2020-10-19,"downtown","Midwest","medium","Kansas City, MO"
"7256","Atlanta",0.27,2020-10-19,"downtown","Southeast","medium","Atlanta, GA"
"7257","Omaha",0.75,2020-10-19,"downtown","Midwest","medium","Omaha, NE"
"7258","Colorado Springs",0.77,2020-10-19,"downtown","Southwest","medium","Colorado Springs, CO"
"7259","Raleigh",0.55,2020-10-19,"downtown","Southeast","medium","Raleigh, NC"
"7260","Miami",0.67,2020-10-19,"downtown","Southeast","medium","Miami, FL"
"7261","Calgary",0.45,2020-10-26,"downtown","Canada","large","Calgary, AB"
"7262","Ottawa",0.33,2020-10-26,"downtown","Canada","large","Ottawa, ON"
"7263","Edmonton",0.43,2020-10-26,"downtown","Canada","large","Edmonton, AB"
"7264","Mississauga",1.01,2020-10-26,"downtown","Canada","medium","Mississauga, ON"
"7265","Winnipeg",0.43,2020-10-26,"downtown","Canada","large","Winnipeg, MB"
"7266","Vancouver",0.41,2020-10-26,"downtown","Canada","medium","Vancouver, BC"
"7267","Quebec",0.25,2020-10-26,"downtown","Canada","medium","Quebec, QC"
"7268","Halifax",0.54,2020-10-26,"downtown","Canada","medium","Halifax, NS"
"7269","London",0.56,2020-10-26,"downtown","Canada","medium","London, ON"
"7270","Portland",0.32,2020-10-26,"downtown","Pacific","medium","Portland, OR"
"7271","Las Vegas",0.82,2020-10-26,"downtown","Southwest","medium","Las Vegas, NV"
"7272","Detroit",0.25,2020-10-26,"downtown","Midwest","medium","Detroit, MI"
"7273","Memphis",0.56,2020-10-26,"downtown","Southeast","medium","Memphis, TN"
"7274","Louisville",0.38,2020-10-26,"downtown","Midwest","medium","Louisville, KY"
"7275","Baltimore",0.56,2020-10-26,"downtown","Northeast","medium","Baltimore, MD"
"7276","Milwaukee",0.55,2020-10-26,"downtown","Midwest","medium","Milwaukee, WI"
"7277","Albuquerque",0.58,2020-10-26,"downtown","Southwest","medium","Albuquerque, NM"
"7278","Tucson",0.57,2020-10-26,"downtown","Southwest","medium","Tucson, AZ"
"7279","New York",0.32,2020-10-26,"downtown","Northeast","large","New York, NY"
