"","display_title","seasonal_average","region","metric","city","Season","lq_rank","color"
"284","New York, NY",0.313636363636364,"Northeast","downtown","New York","Season_1",59,"#8dbf2e"
"285","New York, NY",0.298888888888889,"Northeast","downtown","New York","Season_4",58,"#8dbf2e"
"286","New York, NY",0.25125,"Northeast","downtown","New York","Season_2",60,"#8dbf2e"
"287","Philadelphia, PA",0.587272727272727,"Northeast","downtown","Philadelphia","Season_7",32,"#8dbf2e"
"288","Philadelphia, PA",0.509569944014429,"Northeast","downtown","Philadelphia","Season_9",42,"#8dbf2e"
"289","Philadelphia, PA",0.479,"Northeast","downtown","Philadelphia","Season_3",39,"#8dbf2e"
"290","Philadelphia, PA",0.477380940255122,"Northeast","downtown","Philadelphia","Season_8",40,"#8dbf2e"
"291","Philadelphia, PA",0.472329489119194,"Northeast","downtown","Philadelphia","Season_11",52,"#8dbf2e"
"292","Philadelphia, PA",0.47,"Northeast","downtown","Philadelphia","Season_5",38,"#8dbf2e"
"293","Philadelphia, PA",0.46,"Northeast","downtown","Philadelphia","Season_6",45,"#8dbf2e"
"294","Philadelphia, PA",0.4226252268771,"Northeast","downtown","Philadelphia","Season_10",55,"#8dbf2e"
"295","Philadelphia, PA",0.408181818181818,"Northeast","downtown","Philadelphia","Season_4",45,"#8dbf2e"
"296","Philadelphia, PA",0.404166666666667,"Northeast","downtown","Philadelphia","Season_1",43,"#8dbf2e"
"297","Philadelphia, PA",0.313,"Northeast","downtown","Philadelphia","Season_2",54,"#8dbf2e"
"298","Pittsburgh, PA",0.639233308854939,"Northeast","downtown","Pittsburgh","Season_11",30,"#8dbf2e"
"299","Pittsburgh, PA",0.630909090909091,"Northeast","downtown","Pittsburgh","Season_7",30,"#8dbf2e"
"300","Pittsburgh, PA",0.621753654755434,"Northeast","downtown","Pittsburgh","Season_8",24,"#8dbf2e"
"301","Pittsburgh, PA",0.552,"Northeast","downtown","Pittsburgh","Season_5",25,"#8dbf2e"
"302","Pittsburgh, PA",0.544545454545455,"Northeast","downtown","Pittsburgh","Season_6",36,"#8dbf2e"
"303","Pittsburgh, PA",0.543687750962744,"Northeast","downtown","Pittsburgh","Season_9",35,"#8dbf2e"
"304","Pittsburgh, PA",0.521111111111111,"Northeast","downtown","Pittsburgh","Season_3",30,"#8dbf2e"
"305","Pittsburgh, PA",0.507,"Northeast","downtown","Pittsburgh","Season_4",28,"#8dbf2e"
"306","Pittsburgh, PA",0.492617077263901,"Northeast","downtown","Pittsburgh","Season_10",41,"#8dbf2e"
"307","Pittsburgh, PA",0.469166666666667,"Northeast","downtown","Pittsburgh","Season_2",30,"#8dbf2e"
"308","Pittsburgh, PA",0.43,"Northeast","downtown","Pittsburgh","Season_1",40,"#8dbf2e"
"309","Washington DC",0.942916666666667,"Northeast","downtown","Washington DC","Season_3",2,"#8dbf2e"
"310","Washington DC",0.728003927283093,"Northeast","downtown","Washington DC","Season_11",19,"#8dbf2e"
"311","Washington DC",0.692952522462036,"Northeast","downtown","Washington DC","Season_10",18,"#8dbf2e"
"312","Washington DC",0.685,"Northeast","downtown","Washington DC","Season_7",23,"#8dbf2e"
"313","Washington DC",0.662,"Northeast","downtown","Washington DC","Season_1",7,"#8dbf2e"
"314","Washington DC",0.651391926504296,"Northeast","downtown","Washington DC","Season_9",24,"#8dbf2e"
"315","Washington DC",0.649166666666667,"Northeast","downtown","Washington DC","Season_2",9,"#8dbf2e"
"316","Washington DC",0.626363636363636,"Northeast","downtown","Washington DC","Season_6",26,"#8dbf2e"
"317","Washington DC",0.614009308630147,"Northeast","downtown","Washington DC","Season_8",25,"#8dbf2e"
"318","Washington DC",0.600909090909091,"Northeast","downtown","Washington DC","Season_5",19,"#8dbf2e"
"319","Washington DC",0.554166666666667,"Northeast","downtown","Washington DC","Season_4",20,"#8dbf2e"
"320","Bakersfield, CA",1.25339675604912,"Pacific","downtown","Bakersfield","Season_11",2,"#6d247a"
"321","Bakersfield, CA",1.19833333333333,"Pacific","downtown","Bakersfield","Season_7",1,"#6d247a"
"322","Bakersfield, CA",1.19169045754152,"Pacific","downtown","Bakersfield","Season_10",2,"#6d247a"
"323","Bakersfield, CA",1.17335015176475,"Pacific","downtown","Bakersfield","Season_9",2,"#6d247a"
"324","Bakersfield, CA",1.137,"Pacific","downtown","Bakersfield","Season_6",1,"#6d247a"
"325","Bakersfield, CA",1.077,"Pacific","downtown","Bakersfield","Season_5",1,"#6d247a"
"326","Bakersfield, CA",1.06546946191967,"Pacific","downtown","Bakersfield","Season_8",3,"#6d247a"
"327","Bakersfield, CA",1.01409090909091,"Pacific","downtown","Bakersfield","Season_3",1,"#6d247a"
"328","Bakersfield, CA",1.00916666666667,"Pacific","downtown","Bakersfield","Season_4",1,"#6d247a"
"329","Bakersfield, CA",0.927272727272727,"Pacific","downtown","Bakersfield","Season_2",2,"#6d247a"
"330","Bakersfield, CA",0.882,"Pacific","downtown","Bakersfield","Season_1",3,"#6d247a"
"331","Fresno, CA",1.21159752623657,"Pacific","downtown","Fresno","Season_11",3,"#6d247a"
"332","Fresno, CA",1.18765734206057,"Pacific","downtown","Fresno","Season_10",3,"#6d247a"
"333","Fresno, CA",1.07993389719628,"Pacific","downtown","Fresno","Season_9",4,"#6d247a"
"334","Fresno, CA",1.03386943306583,"Pacific","downtown","Fresno","Season_8",5,"#6d247a"
"335","Fresno, CA",1.02153846153846,"Pacific","downtown","Fresno","Season_7",3,"#6d247a"
"336","Fresno, CA",0.916,"Pacific","downtown","Fresno","Season_6",3,"#6d247a"
"337","Fresno, CA",0.818,"Pacific","downtown","Fresno","Season_5",3,"#6d247a"
"338","Fresno, CA",0.81,"Pacific","downtown","Fresno","Season_1",4,"#6d247a"
"339","Fresno, CA",0.797,"Pacific","downtown","Fresno","Season_3",4,"#6d247a"
"340","Fresno, CA",0.793333333333333,"Pacific","downtown","Fresno","Season_4",4,"#6d247a"
"341","Fresno, CA",0.764,"Pacific","downtown","Fresno","Season_2",4,"#6d247a"
"342","Honolulu, HI",0.948,"Pacific","downtown","Honolulu","Season_2",1,"#6d247a"
"343","Honolulu, HI",0.9105,"Pacific","downtown","Honolulu","Season_1",2,"#6d247a"
"344","Honolulu, HI",0.848333333333333,"Pacific","downtown","Honolulu","Season_4",3,"#6d247a"
"345","Honolulu, HI",0.839496708152467,"Pacific","downtown","Honolulu","Season_9",10,"#6d247a"
"346","Honolulu, HI",0.795836591461295,"Pacific","downtown","Honolulu","Season_10",12,"#6d247a"
"347","Honolulu, HI",0.793,"Pacific","downtown","Honolulu","Season_5",5,"#6d247a"
"348","Honolulu, HI",0.791,"Pacific","downtown","Honolulu","Season_3",5,"#6d247a"
"349","Honolulu, HI",0.784679995001202,"Pacific","downtown","Honolulu","Season_11",15,"#6d247a"
"350","Honolulu, HI",0.77,"Pacific","downtown","Honolulu","Season_6",12,"#6d247a"
"351","Honolulu, HI",0.767572282389131,"Pacific","downtown","Honolulu","Season_8",11,"#6d247a"
"352","Honolulu, HI",0.76,"Pacific","downtown","Honolulu","Season_7",17,"#6d247a"
"353","Los Angeles, CA",0.665,"Pacific","downtown","Los Angeles","Season_7",27,"#6d247a"
"354","Los Angeles, CA",0.664854332190501,"Pacific","downtown","Los Angeles","Season_10",25,"#6d247a"
"355","Los Angeles, CA",0.65093050775195,"Pacific","downtown","Los Angeles","Season_11",27,"#6d247a"
"356","Los Angeles, CA",0.638571428571429,"Pacific","downtown","Los Angeles","Season_6",23,"#6d247a"
"357","Los Angeles, CA",0.611317239094432,"Pacific","downtown","Los Angeles","Season_9",28,"#6d247a"
"358","Los Angeles, CA",0.597438175815353,"Pacific","downtown","Los Angeles","Season_8",27,"#6d247a"
"359","Los Angeles, CA",0.595,"Pacific","downtown","Los Angeles","Season_3",22,"#6d247a"
"360","Los Angeles, CA",0.567,"Pacific","downtown","Los Angeles","Season_5",22,"#6d247a"
"361","Los Angeles, CA",0.542222222222222,"Pacific","downtown","Los Angeles","Season_2",18,"#6d247a"
"362","Los Angeles, CA",0.540909090909091,"Pacific","downtown","Los Angeles","Season_4",23,"#6d247a"
"363","Los Angeles, CA",0.51375,"Pacific","downtown","Los Angeles","Season_1",25,"#6d247a"
"364","Oakland, CA",0.60375,"Pacific","downtown","Oakland","Season_1",11,"#6d247a"
"365","Oakland, CA",0.565,"Pacific","downtown","Oakland","Season_6",35,"#6d247a"
"366","Oakland, CA",0.552857142857143,"Pacific","downtown","Oakland","Season_3",26,"#6d247a"
"367","Oakland, CA",0.547777777777778,"Pacific","downtown","Oakland","Season_7",39,"#6d247a"
"368","Oakland, CA",0.512,"Pacific","downtown","Oakland","Season_4",27,"#6d247a"
"369","Oakland, CA",0.511818181818182,"Pacific","downtown","Oakland","Season_2",21,"#6d247a"
"370","Oakland, CA",0.492249753874716,"Pacific","downtown","Oakland","Season_11",49,"#6d247a"
"371","Oakland, CA",0.484444444444444,"Pacific","downtown","Oakland","Season_5",34,"#6d247a"
"372","Oakland, CA",0.476480232095932,"Pacific","downtown","Oakland","Season_10",45,"#6d247a"
"373","Oakland, CA",0.466631713222466,"Pacific","downtown","Oakland","Season_8",44,"#6d247a"
"374","Oakland, CA",0.464836912115579,"Pacific","downtown","Oakland","Season_9",49,"#6d247a"
"375","Portland, OR",0.599090909090909,"Pacific","downtown","Portland","Season_1",13,"#6d247a"
"376","Portland, OR",0.47875,"Pacific","downtown","Portland","Season_7",46,"#6d247a"
"377","Portland, OR",0.413264205882938,"Pacific","downtown","Portland","Season_9",60,"#6d247a"
"378","Portland, OR",0.378888888888889,"Pacific","downtown","Portland","Season_5",49,"#6d247a"
"379","Portland, OR",0.3775,"Pacific","downtown","Portland","Season_2",41,"#6d247a"
"380","Portland, OR",0.372813208845109,"Pacific","downtown","Portland","Season_11",60,"#6d247a"
"381","Portland, OR",0.362644276500476,"Pacific","downtown","Portland","Season_8",59,"#6d247a"
"382","Portland, OR",0.362,"Pacific","downtown","Portland","Season_6",58,"#6d247a"
"383","Portland, OR",0.326334418494907,"Pacific","downtown","Portland","Season_10",61,"#6d247a"
"384","Portland, OR",0.319444444444444,"Pacific","downtown","Portland","Season_3",59,"#6d247a"
"385","Portland, OR",0.306666666666667,"Pacific","downtown","Portland","Season_4",57,"#6d247a"
"386","Sacramento, CA",0.801788233788623,"Pacific","downtown","Sacramento","Season_9",13,"#6d247a"
"387","Sacramento, CA",0.767832255069569,"Pacific","downtown","Sacramento","Season_10",14,"#6d247a"
"388","Sacramento, CA",0.754574921673326,"Pacific","downtown","Sacramento","Season_11",17,"#6d247a"
"389","Sacramento, CA",0.68,"Pacific","downtown","Sacramento","Season_7",24,"#6d247a"
"390","Sacramento, CA",0.667464961536814,"Pacific","downtown","Sacramento","Season_8",21,"#6d247a"
"391","Sacramento, CA",0.626666666666667,"Pacific","downtown","Sacramento","Season_6",25,"#6d247a"
"392","Sacramento, CA",0.6155,"Pacific","downtown","Sacramento","Season_3",21,"#6d247a"
"393","Sacramento, CA",0.539090909090909,"Pacific","downtown","Sacramento","Season_1",21,"#6d247a"
"394","Sacramento, CA",0.52,"Pacific","downtown","Sacramento","Season_5",31,"#6d247a"
"395","Sacramento, CA",0.519090909090909,"Pacific","downtown","Sacramento","Season_2",19,"#6d247a"
"396","Sacramento, CA",0.5,"Pacific","downtown","Sacramento","Season_4",30,"#6d247a"
"397","San Diego, CA",0.985836921018153,"Pacific","downtown","San Diego","Season_11",5,"#6d247a"
"398","San Diego, CA",0.971538461538462,"Pacific","downtown","San Diego","Season_6",2,"#6d247a"
"399","San Diego, CA",0.96355136044413,"Pacific","downtown","San Diego","Season_10",4,"#6d247a"
"400","San Diego, CA",0.922142857142857,"Pacific","downtown","San Diego","Season_7",5,"#6d247a"
"401","San Diego, CA",0.891254318818246,"Pacific","downtown","San Diego","Season_9",8,"#6d247a"
"402","San Diego, CA",0.819777941748278,"Pacific","downtown","San Diego","Season_8",8,"#6d247a"
"403","San Diego, CA",0.816666666666667,"Pacific","downtown","San Diego","Season_5",4,"#6d247a"
"404","San Diego, CA",0.798636363636364,"Pacific","downtown","San Diego","Season_3",3,"#6d247a"
"405","San Diego, CA",0.578333333333333,"Pacific","downtown","San Diego","Season_4",19,"#6d247a"
"406","San Diego, CA",0.506666666666667,"Pacific","downtown","San Diego","Season_2",24,"#6d247a"
"407","San Diego, CA",0.4615,"Pacific","downtown","San Diego","Season_1",32,"#6d247a"
"408","San Francisco, CA",0.349853735367802,"Pacific","downtown","San Francisco","Season_10",60,"#6d247a"
"409","San Francisco, CA",0.326666666666667,"Pacific","downtown","San Francisco","Season_6",61,"#6d247a"
"410","San Francisco, CA",0.307947503202195,"Pacific","downtown","San Francisco","Season_9",62,"#6d247a"
"411","San Francisco, CA",0.305349601638992,"Pacific","downtown","San Francisco","Season_11",62,"#6d247a"
"412","San Francisco, CA",0.2955,"Pacific","downtown","San Francisco","Season_1",60,"#6d247a"
"413","San Francisco, CA",0.286666666666667,"Pacific","downtown","San Francisco","Season_7",62,"#6d247a"
"414","San Francisco, CA",0.261613704085807,"Pacific","downtown","San Francisco","Season_8",62,"#6d247a"
"415","San Francisco, CA",0.245,"Pacific","downtown","San Francisco","Season_3",62,"#6d247a"
"416","San Francisco, CA",0.243,"Pacific","downtown","San Francisco","Season_4",62,"#6d247a"
"417","San Francisco, CA",0.241428571428571,"Pacific","downtown","San Francisco","Season_5",62,"#6d247a"
"418","San Francisco, CA",0.23,"Pacific","downtown","San Francisco","Season_2",62,"#6d247a"
"419","San Jose, CA",0.691666666666667,"Pacific","downtown","San Jose","Season_6",20,"#6d247a"
"420","San Jose, CA",0.675522261930526,"Pacific","downtown","San Jose","Season_11",26,"#6d247a"
"421","San Jose, CA",0.67,"Pacific","downtown","San Jose","Season_7",25,"#6d247a"
"422","San Jose, CA",0.66506956150494,"Pacific","downtown","San Jose","Season_10",24,"#6d247a"
"423","San Jose, CA",0.594479357287807,"Pacific","downtown","San Jose","Season_8",29,"#6d247a"
"424","San Jose, CA",0.504809316474029,"Pacific","downtown","San Jose","Season_9",43,"#6d247a"
"425","San Jose, CA",0.495416666666667,"Pacific","downtown","San Jose","Season_3",34,"#6d247a"
"426","San Jose, CA",0.451111111111111,"Pacific","downtown","San Jose","Season_5",41,"#6d247a"
"427","San Jose, CA",0.442,"Pacific","downtown","San Jose","Season_1",37,"#6d247a"
"428","San Jose, CA",0.436363636363636,"Pacific","downtown","San Jose","Season_2",34,"#6d247a"
"429","San Jose, CA",0.345,"Pacific","downtown","San Jose","Season_4",52,"#6d247a"
"430","Seattle, WA",0.517019166072109,"Pacific","downtown","Seattle","Season_9",40,"#6d247a"
"431","Seattle, WA",0.46,"Pacific","downtown","Seattle","Season_6",46,"#6d247a"
"432","Seattle, WA",0.45,"Pacific","downtown","Seattle","Season_1",36,"#6d247a"
"433","Seattle, WA",0.446846827748346,"Pacific","downtown","Seattle","Season_10",49,"#6d247a"
"434","Seattle, WA",0.444839933582846,"Pacific","downtown","Seattle","Season_11",56,"#6d247a"
"435","Seattle, WA",0.440454545454545,"Pacific","downtown","Seattle","Season_3",44,"#6d247a"
"436","Seattle, WA",0.439090909090909,"Pacific","downtown","Seattle","Season_7",55,"#6d247a"
"437","Seattle, WA",0.437526195533853,"Pacific","downtown","Seattle","Season_8",52,"#6d247a"
"438","Seattle, WA",0.412222222222222,"Pacific","downtown","Seattle","Season_4",44,"#6d247a"
"439","Seattle, WA",0.397777777777778,"Pacific","downtown","Seattle","Season_5",46,"#6d247a"
"440","Seattle, WA",0.369,"Pacific","downtown","Seattle","Season_2",42,"#6d247a"
"441","Atlanta, GA",0.609461277518489,"Southeast","downtown","Atlanta","Season_11",32,"#dc4633"
"442","Atlanta, GA",0.556153846153846,"Southeast","downtown","Atlanta","Season_7",36,"#dc4633"
"443","Atlanta, GA",0.487853198916182,"Southeast","downtown","Atlanta","Season_10",42,"#dc4633"
"444","Atlanta, GA",0.480003612270951,"Southeast","downtown","Atlanta","Season_9",47,"#dc4633"
"445","Atlanta, GA",0.472976536189902,"Southeast","downtown","Atlanta","Season_8",42,"#dc4633"
"446","Atlanta, GA",0.443,"Southeast","downtown","Atlanta","Season_6",50,"#dc4633"
"447","Atlanta, GA",0.354,"Southeast","downtown","Atlanta","Season_1",52,"#dc4633"
"448","Atlanta, GA",0.351818181818182,"Southeast","downtown","Atlanta","Season_5",52,"#dc4633"
"449","Atlanta, GA",0.331818181818182,"Southeast","downtown","Atlanta","Season_4",55,"#dc4633"
"450","Atlanta, GA",0.318181818181818,"Southeast","downtown","Atlanta","Season_2",53,"#dc4633"
"451","Atlanta, GA",0.299444444444444,"Southeast","downtown","Atlanta","Season_3",60,"#dc4633"
"452","Charlotte, NC",0.645769230769231,"Southeast","downtown","Charlotte","Season_3",16,"#dc4633"
"453","Charlotte, NC",0.590705503195433,"Southeast","downtown","Charlotte","Season_11",34,"#dc4633"
"454","Charlotte, NC",0.584139585434228,"Southeast","downtown","Charlotte","Season_10",33,"#dc4633"
"455","Charlotte, NC",0.578883764945375,"Southeast","downtown","Charlotte","Season_9",30,"#dc4633"
"456","Charlotte, NC",0.53,"Southeast","downtown","Charlotte","Season_6",37,"#dc4633"
"457","Charlotte, NC",0.5125,"Southeast","downtown","Charlotte","Season_7",43,"#dc4633"
"458","Charlotte, NC",0.500909090909091,"Southeast","downtown","Charlotte","Season_2",26,"#dc4633"
"459","Charlotte, NC",0.484545454545455,"Southeast","downtown","Charlotte","Season_1",30,"#dc4633"
"460","Charlotte, NC",0.480252762159266,"Southeast","downtown","Charlotte","Season_8",39,"#dc4633"
"461","Charlotte, NC",0.459090909090909,"Southeast","downtown","Charlotte","Season_5",40,"#dc4633"
"462","Charlotte, NC",0.435,"Southeast","downtown","Charlotte","Season_4",39,"#dc4633"
"463","Jacksonville, FL",0.77,"Southeast","downtown","Jacksonville","Season_7",14,"#dc4633"
"464","Jacksonville, FL",0.739570443065067,"Southeast","downtown","Jacksonville","Season_9",19,"#dc4633"
"465","Jacksonville, FL",0.708611516880859,"Southeast","downtown","Jacksonville","Season_11",21,"#dc4633"
"466","Jacksonville, FL",0.699893165679341,"Southeast","downtown","Jacksonville","Season_10",17,"#dc4633"
"467","Jacksonville, FL",0.641035767807801,"Southeast","downtown","Jacksonville","Season_8",23,"#dc4633"
"468","Jacksonville, FL",0.634166666666667,"Southeast","downtown","Jacksonville","Season_6",24,"#dc4633"
"469","Jacksonville, FL",0.545,"Southeast","downtown","Jacksonville","Season_5",26,"#dc4633"
"470","Jacksonville, FL",0.534,"Southeast","downtown","Jacksonville","Season_4",25,"#dc4633"
"471","Jacksonville, FL",0.5325,"Southeast","downtown","Jacksonville","Season_1",23,"#dc4633"
"472","Jacksonville, FL",0.5185,"Southeast","downtown","Jacksonville","Season_3",31,"#dc4633"
"473","Jacksonville, FL",0.482727272727273,"Southeast","downtown","Jacksonville","Season_2",28,"#dc4633"
"474","Memphis, TN",0.779230769230769,"Southeast","downtown","Memphis","Season_7",13,"#dc4633"
"475","Memphis, TN",0.71496037101209,"Southeast","downtown","Memphis","Season_11",20,"#dc4633"
"476","Memphis, TN",0.686773298352676,"Southeast","downtown","Memphis","Season_8",18,"#dc4633"
"477","Memphis, TN",0.677777777777778,"Southeast","downtown","Memphis","Season_6",21,"#dc4633"
"478","Memphis, TN",0.674599426172824,"Southeast","downtown","Memphis","Season_10",22,"#dc4633"
"479","Memphis, TN",0.655583566666378,"Southeast","downtown","Memphis","Season_9",23,"#dc4633"
"480","Memphis, TN",0.624090909090909,"Southeast","downtown","Memphis","Season_3",18,"#dc4633"
"481","Memphis, TN",0.57,"Southeast","downtown","Memphis","Season_2",16,"#dc4633"
"482","Memphis, TN",0.562,"Southeast","downtown","Memphis","Season_5",23,"#dc4633"
"483","Memphis, TN",0.537,"Southeast","downtown","Memphis","Season_4",24,"#dc4633"
"484","Memphis, TN",0.5205,"Southeast","downtown","Memphis","Season_1",24,"#dc4633"
"485","Miami, FL",0.761923076923077,"Southeast","downtown","Miami","Season_3",7,"#dc4633"
"486","Miami, FL",0.712222222222222,"Southeast","downtown","Miami","Season_6",17,"#dc4633"
"487","Miami, FL",0.693435916600397,"Southeast","downtown","Miami","Season_11",24,"#dc4633"
"488","Miami, FL",0.689,"Southeast","downtown","Miami","Season_5",14,"#dc4633"
"489","Miami, FL",0.669201702518614,"Southeast","downtown","Miami","Season_10",23,"#dc4633"
"490","Miami, FL",0.666666666666667,"Southeast","downtown","Miami","Season_7",26,"#dc4633"
"491","Miami, FL",0.66,"Southeast","downtown","Miami","Season_4",14,"#dc4633"
"492","Miami, FL",0.648686819345656,"Southeast","downtown","Miami","Season_8",22,"#dc4633"
"493","Miami, FL",0.63712343779985,"Southeast","downtown","Miami","Season_9",26,"#dc4633"
"494","Miami, FL",0.5445,"Southeast","downtown","Miami","Season_1",20,"#dc4633"
"495","Miami, FL",0.50875,"Southeast","downtown","Miami","Season_2",23,"#dc4633"
"496","Nashville, TN",0.771538461538462,"Southeast","downtown","Nashville","Season_6",11,"#dc4633"
"497","Nashville, TN",0.735833333333333,"Southeast","downtown","Nashville","Season_7",19,"#dc4633"
"498","Nashville, TN",0.645193025634128,"Southeast","downtown","Nashville","Season_11",29,"#dc4633"
"499","Nashville, TN",0.618276704405734,"Southeast","downtown","Nashville","Season_10",29,"#dc4633"
"500","Nashville, TN",0.612975836205973,"Southeast","downtown","Nashville","Season_9",27,"#dc4633"
"501","Nashville, TN",0.612632711035073,"Southeast","downtown","Nashville","Season_8",26,"#dc4633"
"502","Nashville, TN",0.579166666666667,"Southeast","downtown","Nashville","Season_5",21,"#dc4633"
"503","Nashville, TN",0.47875,"Southeast","downtown","Nashville","Season_3",40,"#dc4633"
"504","Nashville, TN",0.441666666666667,"Southeast","downtown","Nashville","Season_4",38,"#dc4633"
"505","Nashville, TN",0.322222222222222,"Southeast","downtown","Nashville","Season_1",56,"#dc4633"
"506","Nashville, TN",0.294545454545455,"Southeast","downtown","Nashville","Season_2",56,"#dc4633"
"507","New Orleans, LA",0.588181818181818,"Southeast","downtown","New Orleans","Season_6",32,"#dc4633"
"508","New Orleans, LA",0.517812953793009,"Southeast","downtown","New Orleans","Season_11",43,"#dc4633"
"509","New Orleans, LA",0.499428451970854,"Southeast","downtown","New Orleans","Season_10",40,"#dc4633"
"510","New Orleans, LA",0.476302430596579,"Southeast","downtown","New Orleans","Season_8",41,"#dc4633"
"511","New Orleans, LA",0.475833333333333,"Southeast","downtown","New Orleans","Season_5",36,"#dc4633"
"512","New Orleans, LA",0.462815066125337,"Southeast","downtown","New Orleans","Season_9",50,"#dc4633"
"513","New Orleans, LA",0.4525,"Southeast","downtown","New Orleans","Season_3",43,"#dc4633"
"514","New Orleans, LA",0.424166666666667,"Southeast","downtown","New Orleans","Season_7",57,"#dc4633"
"515","New Orleans, LA",0.357272727272727,"Southeast","downtown","New Orleans","Season_4",51,"#dc4633"
"516","New Orleans, LA",0.33,"Southeast","downtown","New Orleans","Season_2",48,"#dc4633"
"517","New Orleans, LA",0.261,"Southeast","downtown","New Orleans","Season_1",62,"#dc4633"
"518","Raleigh, NC",0.552083333333333,"Southeast","downtown","Raleigh","Season_3",27,"#dc4633"
"519","Raleigh, NC",0.534166666666667,"Southeast","downtown","Raleigh","Season_7",41,"#dc4633"
"520","Raleigh, NC",0.507945414799516,"Southeast","downtown","Raleigh","Season_11",47,"#dc4633"
"521","Raleigh, NC",0.484982370591276,"Southeast","downtown","Raleigh","Season_10",43,"#dc4633"
"522","Raleigh, NC",0.4725,"Southeast","downtown","Raleigh","Season_6",41,"#dc4633"
"523","Raleigh, NC",0.45130522561982,"Southeast","downtown","Raleigh","Season_9",53,"#dc4633"
"524","Raleigh, NC",0.443424746281907,"Southeast","downtown","Raleigh","Season_8",51,"#dc4633"
"525","Raleigh, NC",0.433,"Southeast","downtown","Raleigh","Season_4",41,"#dc4633"
"526","Raleigh, NC",0.376666666666667,"Southeast","downtown","Raleigh","Season_5",50,"#dc4633"
"527","Raleigh, NC",0.328181818181818,"Southeast","downtown","Raleigh","Season_1",55,"#dc4633"
"528","Raleigh, NC",0.325833333333333,"Southeast","downtown","Raleigh","Season_2",52,"#dc4633"
"529","Tampa, FL",0.852070576983144,"Southeast","downtown","Tampa","Season_9",9,"#dc4633"
"530","Tampa, FL",0.848888888888889,"Southeast","downtown","Tampa","Season_6",6,"#dc4633"
"531","Tampa, FL",0.806,"Southeast","downtown","Tampa","Season_7",10,"#dc4633"
"532","Tampa, FL",0.805635378814931,"Southeast","downtown","Tampa","Season_10",9,"#dc4633"
"533","Tampa, FL",0.80338398602049,"Southeast","downtown","Tampa","Season_8",10,"#dc4633"
"534","Tampa, FL",0.779480238120199,"Southeast","downtown","Tampa","Season_11",16,"#dc4633"
"535","Tampa, FL",0.764545454545455,"Southeast","downtown","Tampa","Season_3",6,"#dc4633"
"536","Tampa, FL",0.754615384615385,"Southeast","downtown","Tampa","Season_4",6,"#dc4633"
"537","Tampa, FL",0.703846153846154,"Southeast","downtown","Tampa","Season_5",10,"#dc4633"
"538","Tampa, FL",0.64,"Southeast","downtown","Tampa","Season_2",10,"#dc4633"
"539","Tampa, FL",0.547307692307692,"Southeast","downtown","Tampa","Season_1",19,"#dc4633"
"540","Albuquerque, NM",1.07389219902438,"Southwest","downtown","Albuquerque","Season_8",2,"#e6ab02"
"541","Albuquerque, NM",0.898453118743903,"Southwest","downtown","Albuquerque","Season_11",9,"#e6ab02"
"542","Albuquerque, NM",0.850620991100161,"Southwest","downtown","Albuquerque","Season_10",6,"#e6ab02"
"543","Albuquerque, NM",0.763,"Southwest","downtown","Albuquerque","Season_6",13,"#e6ab02"
"544","Albuquerque, NM",0.73966560421534,"Southwest","downtown","Albuquerque","Season_9",18,"#e6ab02"
"545","Albuquerque, NM",0.733636363636364,"Southwest","downtown","Albuquerque","Season_7",20,"#e6ab02"
"546","Albuquerque, NM",0.7185,"Southwest","downtown","Albuquerque","Season_3",12,"#e6ab02"
"547","Albuquerque, NM",0.69,"Southwest","downtown","Albuquerque","Season_5",13,"#e6ab02"
"548","Albuquerque, NM",0.6875,"Southwest","downtown","Albuquerque","Season_4",10,"#e6ab02"
"549","Albuquerque, NM",0.665454545454545,"Southwest","downtown","Albuquerque","Season_1",6,"#e6ab02"
"550","Albuquerque, NM",0.633333333333333,"Southwest","downtown","Albuquerque","Season_2",11,"#e6ab02"
"551","Austin, TX",0.6,"Southwest","downtown","Austin","Season_7",31,"#e6ab02"
"552","Austin, TX",0.58125,"Southwest","downtown","Austin","Season_6",33,"#e6ab02"
"553","Austin, TX",0.577485490439967,"Southwest","downtown","Austin","Season_11",36,"#e6ab02"
"554","Austin, TX",0.537898070477289,"Southwest","downtown","Austin","Season_8",35,"#e6ab02"
"555","Austin, TX",0.536111111111111,"Southwest","downtown","Austin","Season_3",28,"#e6ab02"
"556","Austin, TX",0.532254152603141,"Southwest","downtown","Austin","Season_10",37,"#e6ab02"
"557","Austin, TX",0.528918369104792,"Southwest","downtown","Austin","Season_9",38,"#e6ab02"
"558","Austin, TX",0.522857142857143,"Southwest","downtown","Austin","Season_5",30,"#e6ab02"
"559","Austin, TX",0.501818181818182,"Southwest","downtown","Austin","Season_4",29,"#e6ab02"
"560","Austin, TX",0.398181818181818,"Southwest","downtown","Austin","Season_2",38,"#e6ab02"
"561","Austin, TX",0.3525,"Southwest","downtown","Austin","Season_1",53,"#e6ab02"
"562","Colorado Springs, CO",0.848333333333333,"Southwest","downtown","Colorado Springs","Season_7",8,"#e6ab02"
"563","Colorado Springs, CO",0.839732209495375,"Southwest","downtown","Colorado Springs","Season_11",10,"#e6ab02"
"564","Colorado Springs, CO",0.832727272727273,"Southwest","downtown","Colorado Springs","Season_6",7,"#e6ab02"
