"","week","metric","display_title","rolling_avg","city","region"
"920",2020-06-08,"relative","Atlanta, GA",0.48,"Atlanta","Southeast"
"921",2020-06-08,"city","Atlanta, GA",0.542727272727273,"Atlanta","Southeast"
"922",2020-06-08,"downtown","Charlotte, NC",0.388181818181818,"Charlotte","Southeast"
"923",2020-06-08,"relative","Charlotte, NC",0.542727272727273,"Charlotte","Southeast"
"924",2020-06-08,"city","Charlotte, NC",0.715454545454545,"Charlotte","Southeast"
"925",2020-06-08,"downtown","Jacksonville, FL",0.463636363636364,"Jacksonville","Southeast"
"926",2020-06-08,"relative","Jacksonville, FL",0.460909090909091,"Jacksonville","Southeast"
"927",2020-06-08,"city","Jacksonville, FL",1.00727272727273,"Jacksonville","Southeast"
"928",2020-06-08,"downtown","Memphis, TN",0.451818181818182,"Memphis","Southeast"
"929",2020-06-08,"relative","Memphis, TN",0.571818181818182,"Memphis","Southeast"
"930",2020-06-08,"city","Memphis, TN",0.788181818181818,"Memphis","Southeast"
"931",2020-06-08,"downtown","Miami, FL",0.442727272727273,"Miami","Southeast"
"932",2020-06-08,"relative","Miami, FL",0.777272727272727,"Miami","Southeast"
"933",2020-06-08,"city","Miami, FL",0.57,"Miami","Southeast"
"934",2020-06-08,"downtown","Nashville, TN",0.180909090909091,"Nashville","Southeast"
"935",2020-06-08,"relative","Nashville, TN",0.283636363636364,"Nashville","Southeast"
"936",2020-06-08,"city","Nashville, TN",0.626363636363636,"Nashville","Southeast"
"937",2020-06-08,"downtown","New Orleans, LA",0.176363636363636,"New Orleans","Southeast"
"938",2020-06-08,"relative","New Orleans, LA",0.319090909090909,"New Orleans","Southeast"
"939",2020-06-08,"city","New Orleans, LA",0.549090909090909,"New Orleans","Southeast"
"940",2020-06-08,"downtown","Orlando, FL",1.12090909090909,"Orlando","Southeast"
"941",2020-06-08,"relative","Orlando, FL",1.68272727272727,"Orlando","Southeast"
"942",2020-06-08,"city","Orlando, FL",0.652727272727273,"Orlando","Southeast"
"943",2020-06-08,"downtown","Raleigh, NC",0.25,"Raleigh","Southeast"
"944",2020-06-08,"relative","Raleigh, NC",0.459090909090909,"Raleigh","Southeast"
"945",2020-06-08,"city","Raleigh, NC",0.545454545454545,"Raleigh","Southeast"
"946",2020-06-08,"downtown","Tampa, FL",0.513636363636364,"Tampa","Southeast"
"947",2020-06-08,"relative","Tampa, FL",0.664545454545455,"Tampa","Southeast"
"948",2020-06-08,"city","Tampa, FL",0.77,"Tampa","Southeast"
"949",2020-06-08,"downtown","Albuquerque, NM",0.602727272727273,"Albuquerque","Southwest"
"950",2020-06-08,"relative","Albuquerque, NM",0.754545454545455,"Albuquerque","Southwest"
"951",2020-06-08,"city","Albuquerque, NM",0.803636363636364,"Albuquerque","Southwest"
"952",2020-06-08,"downtown","Austin, TX",0.288181818181818,"Austin","Southwest"
"953",2020-06-08,"relative","Austin, TX",0.424545454545455,"Austin","Southwest"
"954",2020-06-08,"city","Austin, TX",0.667272727272727,"Austin","Southwest"
"955",2020-06-08,"downtown","Colorado Springs, CO",0.546363636363636,"Colorado Springs","Southwest"
"956",2020-06-08,"relative","Colorado Springs, CO",0.596363636363636,"Colorado Springs","Southwest"
"957",2020-06-08,"city","Colorado Springs, CO",0.912727272727273,"Colorado Springs","Southwest"
"958",2020-06-08,"downtown","Dallas, TX",0.278181818181818,"Dallas","Southwest"
"959",2020-06-08,"relative","Dallas, TX",0.367272727272727,"Dallas","Southwest"
"960",2020-06-08,"city","Dallas, TX",0.753636363636364,"Dallas","Southwest"
"961",2020-06-08,"downtown","Denver, CO",0.295454545454545,"Denver","Southwest"
"962",2020-06-08,"relative","Denver, CO",0.378181818181818,"Denver","Southwest"
"963",2020-06-08,"city","Denver, CO",0.781818181818182,"Denver","Southwest"
"964",2020-06-08,"downtown","El Paso, TX",0.594545454545455,"El Paso","Southwest"
"965",2020-06-08,"relative","El Paso, TX",0.783636363636364,"El Paso","Southwest"
"966",2020-06-08,"city","El Paso, TX",0.757272727272727,"El Paso","Southwest"
"967",2020-06-08,"downtown","Fort Worth, TX",0.434545454545455,"Fort Worth","Southwest"
"968",2020-06-08,"relative","Fort Worth, TX",0.483636363636364,"Fort Worth","Southwest"
"969",2020-06-08,"city","Fort Worth, TX",0.892727272727273,"Fort Worth","Southwest"
"970",2020-06-08,"downtown","Houston, TX",0.326363636363636,"Houston","Southwest"
"971",2020-06-08,"relative","Houston, TX",0.414545454545455,"Houston","Southwest"
"972",2020-06-08,"city","Houston, TX",0.781818181818182,"Houston","Southwest"
"973",2020-06-08,"downtown","Las Vegas, NV",0.457272727272727,"Las Vegas","Southwest"
"974",2020-06-08,"relative","Las Vegas, NV",0.687272727272727,"Las Vegas","Southwest"
"975",2020-06-08,"city","Las Vegas, NV",0.658181818181818,"Las Vegas","Southwest"
"976",2020-06-08,"downtown","Phoenix, AZ",0.641818181818182,"Phoenix","Southwest"
"977",2020-06-08,"relative","Phoenix, AZ",0.806363636363637,"Phoenix","Southwest"
"978",2020-06-08,"city","Phoenix, AZ",0.785454545454546,"Phoenix","Southwest"
"979",2020-06-08,"downtown","Salt Lake City, UT",0.439090909090909,"Salt Lake City","Southwest"
"980",2020-06-08,"relative","Salt Lake City, UT",0.579090909090909,"Salt Lake City","Southwest"
"981",2020-06-08,"city","Salt Lake City, UT",0.757272727272727,"Salt Lake City","Southwest"
"982",2020-06-08,"downtown","San Antonio, TX",0.243636363636364,"San Antonio","Southwest"
"983",2020-06-08,"relative","San Antonio, TX",0.308181818181818,"San Antonio","Southwest"
"984",2020-06-08,"city","San Antonio, TX",0.782727272727273,"San Antonio","Southwest"
"985",2020-06-08,"downtown","Tucson, AZ",0.508181818181818,"Tucson","Southwest"
"986",2020-06-08,"relative","Tucson, AZ",0.593636363636364,"Tucson","Southwest"
"987",2020-06-08,"city","Tucson, AZ",0.853636363636364,"Tucson","Southwest"
"988",2020-06-08,"downtown","Tulsa, OK",0.385454545454545,"Tulsa","Southwest"
"989",2020-06-08,"relative","Tulsa, OK",0.464545454545455,"Tulsa","Southwest"
"990",2020-06-08,"city","Tulsa, OK",0.827272727272727,"Tulsa","Southwest"
"991",2020-06-15,"downtown","Calgary, AB",0.316363636363636,"Calgary","Canada"
"992",2020-06-15,"relative","Calgary, AB",0.449090909090909,"Calgary","Canada"
"993",2020-06-15,"city","Calgary, AB",0.704545454545454,"Calgary","Canada"
"994",2020-06-15,"downtown","Edmonton, AB",0.440909090909091,"Edmonton","Canada"
"995",2020-06-15,"relative","Edmonton, AB",0.63,"Edmonton","Canada"
"996",2020-06-15,"city","Edmonton, AB",0.703636363636364,"Edmonton","Canada"
"997",2020-06-15,"downtown","Halifax, NS",0.338181818181818,"Halifax","Canada"
"998",2020-06-15,"relative","Halifax, NS",0.465454545454545,"Halifax","Canada"
"999",2020-06-15,"city","Halifax, NS",0.726363636363636,"Halifax","Canada"
"1000",2020-06-15,"downtown","London, ON",0.306363636363636,"London","Canada"
"1001",2020-06-15,"relative","London, ON",0.468181818181818,"London","Canada"
"1002",2020-06-15,"city","London, ON",0.663636363636364,"London","Canada"
"1003",2020-06-15,"downtown","Mississauga, ON",0.657272727272727,"Mississauga","Canada"
"1004",2020-06-15,"relative","Mississauga, ON",0.72,"Mississauga","Canada"
"1005",2020-06-15,"city","Mississauga, ON",0.915454545454546,"Mississauga","Canada"
"1006",2020-06-15,"downtown","Montreal, QC",0.229090909090909,"Montreal","Canada"
"1007",2020-06-15,"relative","Montreal, QC",0.42,"Montreal","Canada"
"1008",2020-06-15,"city","Montreal, QC",0.541818181818182,"Montreal","Canada"
"1009",2020-06-15,"downtown","Ottawa, ON",0.307272727272727,"Ottawa","Canada"
"1010",2020-06-15,"relative","Ottawa, ON",0.431818181818182,"Ottawa","Canada"
"1011",2020-06-15,"city","Ottawa, ON",0.711818181818182,"Ottawa","Canada"
"1012",2020-06-15,"downtown","Quebec, QC",0.263636363636364,"Quebec","Canada"
"1013",2020-06-15,"relative","Quebec, QC",0.46,"Quebec","Canada"
"1014",2020-06-15,"city","Quebec, QC",0.582727272727273,"Quebec","Canada"
"1015",2020-06-15,"downtown","Toronto, ON",0.280909090909091,"Toronto","Canada"
"1016",2020-06-15,"relative","Toronto, ON",0.454545454545455,"Toronto","Canada"
"1017",2020-06-15,"city","Toronto, ON",0.619090909090909,"Toronto","Canada"
"1018",2020-06-15,"downtown","Vancouver, BC",0.311818181818182,"Vancouver","Canada"
"1019",2020-06-15,"relative","Vancouver, BC",0.637272727272727,"Vancouver","Canada"
"1020",2020-06-15,"city","Vancouver, BC",0.486363636363636,"Vancouver","Canada"
"1021",2020-06-15,"downtown","Winnipeg, MB",0.471818181818182,"Winnipeg","Canada"
"1022",2020-06-15,"relative","Winnipeg, MB",0.592727272727273,"Winnipeg","Canada"
"1023",2020-06-15,"city","Winnipeg, MB",0.799090909090909,"Winnipeg","Canada"
"1024",2020-06-15,"downtown","Chicago, IL",0.165454545454545,"Chicago","Midwest"
"1025",2020-06-15,"relative","Chicago, IL",0.252727272727273,"Chicago","Midwest"
"1026",2020-06-15,"city","Chicago, IL",0.657272727272727,"Chicago","Midwest"
"1027",2020-06-15,"downtown","Cincinnati, OH",0.302727272727273,"Cincinnati","Midwest"
"1028",2020-06-15,"relative","Cincinnati, OH",0.42,"Cincinnati","Midwest"
"1029",2020-06-15,"city","Cincinnati, OH",0.719090909090909,"Cincinnati","Midwest"
"1030",2020-06-15,"downtown","Cleveland, OH",0.433636363636364,"Cleveland","Midwest"
"1031",2020-06-15,"relative","Cleveland, OH",0.614545454545455,"Cleveland","Midwest"
"1032",2020-06-15,"city","Cleveland, OH",0.694545454545454,"Cleveland","Midwest"
"1033",2020-06-15,"downtown","Columbus, OH",0.304545454545455,"Columbus","Midwest"
"1034",2020-06-15,"relative","Columbus, OH",0.43,"Columbus","Midwest"
"1035",2020-06-15,"city","Columbus, OH",0.709090909090909,"Columbus","Midwest"
"1036",2020-06-15,"downtown","Detroit, MI",0.182727272727273,"Detroit","Midwest"
"1037",2020-06-15,"relative","Detroit, MI",0.254545454545455,"Detroit","Midwest"
"1038",2020-06-15,"city","Detroit, MI",0.711818181818182,"Detroit","Midwest"
"1039",2020-06-15,"downtown","Indianapolis, IN",0.298181818181818,"Indianapolis","Midwest"
"1040",2020-06-15,"relative","Indianapolis, IN",0.403636363636364,"Indianapolis","Midwest"
"1041",2020-06-15,"city","Indianapolis, IN",0.73,"Indianapolis","Midwest"
"1042",2020-06-15,"downtown","Kansas City, MO",0.779090909090909,"Kansas City","Midwest"
"1043",2020-06-15,"relative","Kansas City, MO",1.04454545454545,"Kansas City","Midwest"
"1044",2020-06-15,"city","Kansas City, MO",0.74,"Kansas City","Midwest"
"1045",2020-06-15,"downtown","Louisville, KY",0.407272727272727,"Louisville","Midwest"
"1046",2020-06-15,"relative","Louisville, KY",0.554545454545455,"Louisville","Midwest"
"1047",2020-06-15,"city","Louisville, KY",0.746363636363636,"Louisville","Midwest"
"1048",2020-06-15,"downtown","Milwaukee, WI",0.487272727272727,"Milwaukee","Midwest"
"1049",2020-06-15,"relative","Milwaukee, WI",0.645454545454545,"Milwaukee","Midwest"
"1050",2020-06-15,"city","Milwaukee, WI",0.749090909090909,"Milwaukee","Midwest"
"1051",2020-06-15,"downtown","Minneapolis, MN",0.282727272727273,"Minneapolis","Midwest"
"1052",2020-06-15,"relative","Minneapolis, MN",0.43,"Minneapolis","Midwest"
"1053",2020-06-15,"city","Minneapolis, MN",0.658181818181818,"Minneapolis","Midwest"
"1054",2020-06-15,"downtown","Oklahoma City, OK",0.387272727272727,"Oklahoma City","Midwest"
"1055",2020-06-15,"relative","Oklahoma City, OK",0.474545454545455,"Oklahoma City","Midwest"
"1056",2020-06-15,"city","Oklahoma City, OK",0.812727272727273,"Oklahoma City","Midwest"
"1057",2020-06-15,"downtown","Omaha, NE",0.448181818181818,"Omaha","Midwest"
"1058",2020-06-15,"relative","Omaha, NE",0.565454545454545,"Omaha","Midwest"
"1059",2020-06-15,"city","Omaha, NE",0.800909090909091,"Omaha","Midwest"
"1060",2020-06-15,"downtown","St. Louis, MO",0.296363636363636,"St Louis","Midwest"
"1061",2020-06-15,"relative","St. Louis, MO",0.498181818181818,"St Louis","Midwest"
"1062",2020-06-15,"city","St. Louis, MO",0.597272727272727,"St Louis","Midwest"
"1063",2020-06-15,"downtown","Wichita, KS",0.511818181818182,"Wichita","Midwest"
"1064",2020-06-15,"relative","Wichita, KS",0.593636363636364,"Wichita","Midwest"
"1065",2020-06-15,"city","Wichita, KS",0.862727272727273,"Wichita","Midwest"
"1066",2020-06-15,"downtown","Baltimore, MD",0.520909090909091,"Baltimore","Northeast"
"1067",2020-06-15,"relative","Baltimore, MD",0.596363636363636,"Baltimore","Northeast"
"1068",2020-06-15,"city","Baltimore, MD",0.866363636363636,"Baltimore","Northeast"
"1069",2020-06-15,"downtown","Boston, MA",0.162727272727273,"Boston","Northeast"
"1070",2020-06-15,"relative","Boston, MA",0.286363636363636,"Boston","Northeast"
"1071",2020-06-15,"city","Boston, MA",0.567272727272727,"Boston","Northeast"
"1072",2020-06-15,"downtown","New York, NY",0.183636363636364,"New York","Northeast"
"1073",2020-06-15,"relative","New York, NY",0.260909090909091,"New York","Northeast"
"1074",2020-06-15,"city","New York, NY",0.708181818181818,"New York","Northeast"
"1075",2020-06-15,"downtown","Philadelphia, PA",0.279090909090909,"Philadelphia","Northeast"
"1076",2020-06-15,"relative","Philadelphia, PA",0.407272727272727,"Philadelphia","Northeast"
"1077",2020-06-15,"city","Philadelphia, PA",0.679090909090909,"Philadelphia","Northeast"
"1078",2020-06-15,"downtown","Pittsburgh, PA",0.342727272727273,"Pittsburgh","Northeast"
"1079",2020-06-15,"relative","Pittsburgh, PA",0.49,"Pittsburgh","Northeast"
"1080",2020-06-15,"city","Pittsburgh, PA",0.691818181818182,"Pittsburgh","Northeast"
"1081",2020-06-15,"downtown","Washington DC",0.588181818181818,"Washington DC","Northeast"
"1082",2020-06-15,"relative","Washington DC",0.536363636363636,"Washington DC","Northeast"
"1083",2020-06-15,"city","Washington DC",1.1,"Washington DC","Northeast"
"1084",2020-06-15,"downtown","Bakersfield, CA",0.864545454545455,"Bakersfield","Pacific"
"1085",2020-06-15,"relative","Bakersfield, CA",0.793636363636364,"Bakersfield","Pacific"
"1086",2020-06-15,"city","Bakersfield, CA",1.08454545454545,"Bakersfield","Pacific"
"1087",2020-06-15,"downtown","Fresno, CA",0.736363636363636,"Fresno","Pacific"
"1088",2020-06-15,"relative","Fresno, CA",0.725454545454545,"Fresno","Pacific"
"1089",2020-06-15,"city","Fresno, CA",1.02181818181818,"Fresno","Pacific"
"1090",2020-06-15,"downtown","Honolulu, HI",0.841818181818182,"Honolulu","Pacific"
"1091",2020-06-15,"relative","Honolulu, HI",1.10181818181818,"Honolulu","Pacific"
"1092",2020-06-15,"city","Honolulu, HI",0.764545454545455,"Honolulu","Pacific"
"1093",2020-06-15,"downtown","Los Angeles, CA",0.468181818181818,"Los Angeles","Pacific"
"1094",2020-06-15,"relative","Los Angeles, CA",0.672727272727273,"Los Angeles","Pacific"
"1095",2020-06-15,"city","Los Angeles, CA",0.695454545454545,"Los Angeles","Pacific"
"1096",2020-06-15,"downtown","Oakland, CA",0.502727272727273,"Oakland","Pacific"
"1097",2020-06-15,"relative","Oakland, CA",0.773636363636364,"Oakland","Pacific"
"1098",2020-06-15,"city","Oakland, CA",0.653636363636364,"Oakland","Pacific"
"1099",2020-06-15,"downtown","Portland, OR",0.440909090909091,"Portland","Pacific"
"1100",2020-06-15,"relative","Portland, OR",0.631818181818182,"Portland","Pacific"
"1101",2020-06-15,"city","Portland, OR",0.683636363636364,"Portland","Pacific"
"1102",2020-06-15,"downtown","Sacramento, CA",0.395454545454545,"Sacramento","Pacific"
"1103",2020-06-15,"relative","Sacramento, CA",0.42,"Sacramento","Pacific"
"1104",2020-06-15,"city","Sacramento, CA",0.94,"Sacramento","Pacific"
"1105",2020-06-15,"downtown","San Diego, CA",0.330909090909091,"San Diego","Pacific"
"1106",2020-06-15,"relative","San Diego, CA",0.428181818181818,"San Diego","Pacific"
"1107",2020-06-15,"city","San Diego, CA",0.765454545454545,"San Diego","Pacific"
"1108",2020-06-15,"downtown","San Francisco, CA",0.19,"San Francisco","Pacific"
"1109",2020-06-15,"relative","San Francisco, CA",0.344545454545455,"San Francisco","Pacific"
"1110",2020-06-15,"city","San Francisco, CA",0.543636363636364,"San Francisco","Pacific"
"1111",2020-06-15,"downtown","San Jose, CA",0.340909090909091,"San Jose","Pacific"
"1112",2020-06-15,"relative","San Jose, CA",0.469090909090909,"San Jose","Pacific"
"1113",2020-06-15,"city","San Jose, CA",0.723636363636364,"San Jose","Pacific"
"1114",2020-06-15,"downtown","Seattle, WA",0.397272727272727,"Seattle","Pacific"
"1115",2020-06-15,"relative","Seattle, WA",0.698181818181818,"Seattle","Pacific"
"1116",2020-06-15,"city","Seattle, WA",0.564545454545455,"Seattle","Pacific"
"1117",2020-06-15,"downtown","Atlanta, GA",0.269090909090909,"Atlanta","Southeast"
"1118",2020-06-15,"relative","Atlanta, GA",0.49,"Atlanta","Southeast"
"1119",2020-06-15,"city","Atlanta, GA",0.545454545454545,"Atlanta","Southeast"
"1120",2020-06-15,"downtown","Charlotte, NC",0.387272727272727,"Charlotte","Southeast"
"1121",2020-06-15,"relative","Charlotte, NC",0.527272727272727,"Charlotte","Southeast"
"1122",2020-06-15,"city","Charlotte, NC",0.734545454545455,"Charlotte","Southeast"
"1123",2020-06-15,"downtown","Jacksonville, FL",0.463636363636364,"Jacksonville","Southeast"
"1124",2020-06-15,"relative","Jacksonville, FL",0.453636363636364,"Jacksonville","Southeast"
"1125",2020-06-15,"city","Jacksonville, FL",1.01909090909091,"Jacksonville","Southeast"
"1126",2020-06-15,"downtown","Memphis, TN",0.466363636363636,"Memphis","Southeast"
"1127",2020-06-15,"relative","Memphis, TN",0.578181818181818,"Memphis","Southeast"
"1128",2020-06-15,"city","Memphis, TN",0.805454545454545,"Memphis","Southeast"
"1129",2020-06-15,"downtown","Miami, FL",0.451818181818182,"Miami","Southeast"
"1130",2020-06-15,"relative","Miami, FL",0.776363636363636,"Miami","Southeast"
"1131",2020-06-15,"city","Miami, FL",0.581818181818182,"Miami","Southeast"
"1132",2020-06-15,"downtown","Nashville, TN",0.200909090909091,"Nashville","Southeast"
"1133",2020-06-15,"relative","Nashville, TN",0.302727272727273,"Nashville","Southeast"
"1134",2020-06-15,"city","Nashville, TN",0.649090909090909,"Nashville","Southeast"
"1135",2020-06-15,"downtown","New Orleans, LA",0.188181818181818,"New Orleans","Southeast"
"1136",2020-06-15,"relative","New Orleans, LA",0.330909090909091,"New Orleans","Southeast"
"1137",2020-06-15,"city","New Orleans, LA",0.561818181818182,"New Orleans","Southeast"
"1138",2020-06-15,"downtown","Orlando, FL",1.12090909090909,"Orlando","Southeast"
"1139",2020-06-15,"relative","Orlando, FL",1.63818181818182,"Orlando","Southeast"
"1140",2020-06-15,"city","Orlando, FL",0.67,"Orlando","Southeast"
"1141",2020-06-15,"downtown","Raleigh, NC",0.25,"Raleigh","Southeast"
"1142",2020-06-15,"relative","Raleigh, NC",0.448181818181818,"Raleigh","Southeast"
"1143",2020-06-15,"city","Raleigh, NC",0.557272727272727,"Raleigh","Southeast"
"1144",2020-06-15,"downtown","Tampa, FL",0.537272727272727,"Tampa","Southeast"
"1145",2020-06-15,"relative","Tampa, FL",0.679090909090909,"Tampa","Southeast"
"1146",2020-06-15,"city","Tampa, FL",0.788181818181818,"Tampa","Southeast"
"1147",2020-06-15,"downtown","Albuquerque, NM",0.613636363636364,"Albuquerque","Southwest"
"1148",2020-06-15,"relative","Albuquerque, NM",0.749090909090909,"Albuquerque","Southwest"
"1149",2020-06-15,"city","Albuquerque, NM",0.824545454545455,"Albuquerque","Southwest"
"1150",2020-06-15,"downtown","Austin, TX",0.300909090909091,"Austin","Southwest"
"1151",2020-06-15,"relative","Austin, TX",0.433636363636364,"Austin","Southwest"
"1152",2020-06-15,"city","Austin, TX",0.683636363636364,"Austin","Southwest"
"1153",2020-06-15,"downtown","Colorado Springs, CO",0.573636363636364,"Colorado Springs","Southwest"
"1154",2020-06-15,"relative","Colorado Springs, CO",0.614545454545455,"Colorado Springs","Southwest"
"1155",2020-06-15,"city","Colorado Springs, CO",0.927272727272727,"Colorado Springs","Southwest"
"1156",2020-06-15,"downtown","Dallas, TX",0.299090909090909,"Dallas","Southwest"
"1157",2020-06-15,"relative","Dallas, TX",0.385454545454545,"Dallas","Southwest"
"1158",2020-06-15,"city","Dallas, TX",0.769090909090909,"Dallas","Southwest"
"1159",2020-06-15,"downtown","Denver, CO",0.294545454545455,"Denver","Southwest"
"1160",2020-06-15,"relative","Denver, CO",0.372727272727273,"Denver","Southwest"
"1161",2020-06-15,"city","Denver, CO",0.788181818181818,"Denver","Southwest"
"1162",2020-06-15,"downtown","El Paso, TX",0.600909090909091,"El Paso","Southwest"
"1163",2020-06-15,"relative","El Paso, TX",0.778181818181818,"El Paso","Southwest"
"1164",2020-06-15,"city","El Paso, TX",0.770909090909091,"El Paso","Southwest"
"1165",2020-06-15,"downtown","Fort Worth, TX",0.453636363636364,"Fort Worth","Southwest"
"1166",2020-06-15,"relative","Fort Worth, TX",0.490909090909091,"Fort Worth","Southwest"
"1167",2020-06-15,"city","Fort Worth, TX",0.917272727272727,"Fort Worth","Southwest"
"1168",2020-06-15,"downtown","Houston, TX",0.33,"Houston","Southwest"
"1169",2020-06-15,"relative","Houston, TX",0.41,"Houston","Southwest"
"1170",2020-06-15,"city","Houston, TX",0.798181818181818,"Houston","Southwest"
"1171",2020-06-15,"downtown","Las Vegas, NV",0.483636363636364,"Las Vegas","Southwest"
"1172",2020-06-15,"relative","Las Vegas, NV",0.697272727272727,"Las Vegas","Southwest"
"1173",2020-06-15,"city","Las Vegas, NV",0.683636363636364,"Las Vegas","Southwest"
"1174",2020-06-15,"downtown","Phoenix, AZ",0.64,"Phoenix","Southwest"
"1175",2020-06-15,"relative","Phoenix, AZ",0.789090909090909,"Phoenix","Southwest"
"1176",2020-06-15,"city","Phoenix, AZ",0.800909090909091,"Phoenix","Southwest"
"1177",2020-06-15,"downtown","Salt Lake City, UT",0.46,"Salt Lake City","Southwest"
"1178",2020-06-15,"relative","Salt Lake City, UT",0.600909090909091,"Salt Lake City","Southwest"
"1179",2020-06-15,"city","Salt Lake City, UT",0.761818181818182,"Salt Lake City","Southwest"
"1180",2020-06-15,"downtown","San Antonio, TX",0.256363636363636,"San Antonio","Southwest"
"1181",2020-06-15,"relative","San Antonio, TX",0.319090909090909,"San Antonio","Southwest"
"1182",2020-06-15,"city","San Antonio, TX",0.795454545454545,"San Antonio","Southwest"
"1183",2020-06-15,"downtown","Tucson, AZ",0.517272727272727,"Tucson","Southwest"
"1184",2020-06-15,"relative","Tucson, AZ",0.595454545454546,"Tucson","Southwest"
"1185",2020-06-15,"city","Tucson, AZ",0.866363636363636,"Tucson","Southwest"
"1186",2020-06-15,"downtown","Tulsa, OK",0.416363636363636,"Tulsa","Southwest"
"1187",2020-06-15,"relative","Tulsa, OK",0.486363636363636,"Tulsa","Southwest"
"1188",2020-06-15,"city","Tulsa, OK",0.85,"Tulsa","Southwest"
"1189",2020-06-22,"downtown","Calgary, AB",0.324545454545455,"Calgary","Canada"
"1190",2020-06-22,"relative","Calgary, AB",0.451818181818182,"Calgary","Canada"
"1191",2020-06-22,"city","Calgary, AB",0.716363636363636,"Calgary","Canada"
"1192",2020-06-22,"downtown","Edmonton, AB",0.444545454545455,"Edmonton","Canada"
"1193",2020-06-22,"relative","Edmonton, AB",0.620909090909091,"Edmonton","Canada"
"1194",2020-06-22,"city","Edmonton, AB",0.72,"Edmonton","Canada"
"1195",2020-06-22,"downtown","Halifax, NS",0.355454545454545,"Halifax","Canada"
"1196",2020-06-22,"relative","Halifax, NS",0.478181818181818,"Halifax","Canada"
"1197",2020-06-22,"city","Halifax, NS",0.741818181818182,"Halifax","Canada"
"1198",2020-06-22,"downtown","London, ON",0.310909090909091,"London","Canada"
"1199",2020-06-22,"relative","London, ON",0.461818181818182,"London","Canada"
"1200",2020-06-22,"city","London, ON",0.680909090909091,"London","Canada"
"1201",2020-06-22,"downtown","Mississauga, ON",0.671818181818182,"Mississauga","Canada"
"1202",2020-06-22,"relative","Mississauga, ON",0.717272727272727,"Mississauga","Canada"
"1203",2020-06-22,"city","Mississauga, ON",0.938181818181818,"Mississauga","Canada"
"1204",2020-06-22,"downtown","Montreal, QC",0.233636363636364,"Montreal","Canada"
"1205",2020-06-22,"relative","Montreal, QC",0.422727272727273,"Montreal","Canada"
"1206",2020-06-22,"city","Montreal, QC",0.547272727272727,"Montreal","Canada"
"1207",2020-06-22,"downtown","Ottawa, ON",0.312727272727273,"Ottawa","Canada"
"1208",2020-06-22,"relative","Ottawa, ON",0.432727272727273,"Ottawa","Canada"
"1209",2020-06-22,"city","Ottawa, ON",0.723636363636364,"Ottawa","Canada"
"1210",2020-06-22,"downtown","Quebec, QC",0.262727272727273,"Quebec","Canada"
"1211",2020-06-22,"relative","Quebec, QC",0.446363636363636,"Quebec","Canada"
"1212",2020-06-22,"city","Quebec, QC",0.595454545454545,"Quebec","Canada"
"1213",2020-06-22,"downtown","Toronto, ON",0.279090909090909,"Toronto","Canada"
"1214",2020-06-22,"relative","Toronto, ON",0.447272727272727,"Toronto","Canada"
"1215",2020-06-22,"city","Toronto, ON",0.627272727272727,"Toronto","Canada"
"1216",2020-06-22,"downtown","Vancouver, BC",0.317272727272727,"Vancouver","Canada"
"1217",2020-06-22,"relative","Vancouver, BC",0.642727272727273,"Vancouver","Canada"
"1218",2020-06-22,"city","Vancouver, BC",0.490909090909091,"Vancouver","Canada"
"1219",2020-06-22,"downtown","Winnipeg, MB",0.471818181818182,"Winnipeg","Canada"
"1220",2020-06-22,"relative","Winnipeg, MB",0.581818181818182,"Winnipeg","Canada"
"1221",2020-06-22,"city","Winnipeg, MB",0.813636363636364,"Winnipeg","Canada"
"1222",2020-06-22,"downtown","Chicago, IL",0.170909090909091,"Chicago","Midwest"
"1223",2020-06-22,"relative","Chicago, IL",0.258181818181818,"Chicago","Midwest"
"1224",2020-06-22,"city","Chicago, IL",0.666363636363636,"Chicago","Midwest"
"1225",2020-06-22,"downtown","Cincinnati, OH",0.310909090909091,"Cincinnati","Midwest"
"1226",2020-06-22,"relative","Cincinnati, OH",0.420909090909091,"Cincinnati","Midwest"
"1227",2020-06-22,"city","Cincinnati, OH",0.735454545454545,"Cincinnati","Midwest"
"1228",2020-06-22,"downtown","Cleveland, OH",0.450909090909091,"Cleveland","Midwest"
"1229",2020-06-22,"relative","Cleveland, OH",0.63,"Cleveland","Midwest"
"1230",2020-06-22,"city","Cleveland, OH",0.707272727272727,"Cleveland","Midwest"
"1231",2020-06-22,"downtown","Columbus, OH",0.3,"Columbus","Midwest"
"1232",2020-06-22,"relative","Columbus, OH",0.415454545454545,"Columbus","Midwest"
"1233",2020-06-22,"city","Columbus, OH",0.723636363636364,"Columbus","Midwest"
"1234",2020-06-22,"downtown","Detroit, MI",0.188181818181818,"Detroit","Midwest"
"1235",2020-06-22,"relative","Detroit, MI",0.256363636363636,"Detroit","Midwest"
"1236",2020-06-22,"city","Detroit, MI",0.727272727272727,"Detroit","Midwest"
"1237",2020-06-22,"downtown","Indianapolis, IN",0.311818181818182,"Indianapolis","Midwest"
"1238",2020-06-22,"relative","Indianapolis, IN",0.413636363636364,"Indianapolis","Midwest"
"1239",2020-06-22,"city","Indianapolis, IN",0.744545454545455,"Indianapolis","Midwest"
"1240",2020-06-22,"downtown","Kansas City, MO",0.819090909090909,"Kansas City","Midwest"
