"","X","week","metric","display_title","rolling_avg","city","region","color"
"2445",4578,2021-01-04,"downtown","Philadelphia, PA",0.393636363636364,"Philadelphia","Northeast","#8dbf2e"
"2446",4607,2021-01-04,"downtown","Pittsburgh, PA",0.500909090909091,"Pittsburgh","Northeast","#8dbf2e"
"2447",4600,2021-01-04,"downtown","Washington DC",0.546363636363636,"Washington DC","Northeast","#8dbf2e"
"2448",4584,2021-01-04,"downtown","Bakersfield, CA",1.00818181818182,"Bakersfield","Pacific","#6d247a"
"2449",4613,2021-01-04,"downtown","Fresno, CA",0.788181818181818,"Fresno","Pacific","#6d247a"
"2450",4605,2021-01-04,"downtown","Honolulu, HI",0.850909090909091,"Honolulu","Pacific","#6d247a"
"2451",4574,2021-01-04,"downtown","Los Angeles, CA",0.55,"Los Angeles","Pacific","#6d247a"
"2452",4581,2021-01-04,"downtown","Oakland, CA",0.509090909090909,"Oakland","Pacific","#6d247a"
"2453",4564,2021-01-04,"downtown","Portland, OR",0.306363636363636,"Portland","Pacific","#6d247a"
"2454",4614,2021-01-04,"downtown","Sacramento, CA",0.501818181818182,"Sacramento","Pacific","#6d247a"
"2455",4580,2021-01-04,"downtown","San Diego, CA",0.554545454545455,"San Diego","Pacific","#6d247a"
"2456",4597,2021-01-04,"downtown","San Francisco, CA",0.240909090909091,"San Francisco","Pacific","#6d247a"
"2457",4590,2021-01-04,"downtown","San Jose, CA",0.354545454545455,"San Jose","Pacific","#6d247a"
"2458",4598,2021-01-04,"downtown","Seattle, WA",0.408181818181818,"Seattle","Pacific","#6d247a"
"2459",4616,2021-01-04,"downtown","Atlanta, GA",0.344545454545455,"Atlanta","Southeast","#dc4633"
"2460",4596,2021-01-04,"downtown","Charlotte, NC",0.438181818181818,"Charlotte","Southeast","#dc4633"
"2461",4592,2021-01-04,"downtown","Jacksonville, FL",0.535454545454546,"Jacksonville","Southeast","#dc4633"
"2462",4567,2021-01-04,"downtown","Memphis, TN",0.574545454545455,"Memphis","Southeast","#dc4633"
"2463",4620,2021-01-04,"downtown","Miami, FL",0.671818181818182,"Miami","Southeast","#dc4633"
"2464",4601,2021-01-04,"downtown","Nashville, TN",0.447272727272727,"Nashville","Southeast","#dc4633"
"2465",4587,2021-01-04,"downtown","New Orleans, LA",0.359090909090909,"New Orleans","Southeast","#dc4633"
"2466",4619,2021-01-04,"downtown","Raleigh, NC",0.417272727272727,"Raleigh","Southeast","#dc4633"
"2467",4586,2021-01-04,"downtown","Tampa, FL",0.769090909090909,"Tampa","Southeast","#dc4633"
"2468",4571,2021-01-04,"downtown","Albuquerque, NM",0.680909090909091,"Albuquerque","Southwest","#e6ab02"
"2469",4591,2021-01-04,"downtown","Austin, TX",0.516363636363636,"Austin","Southwest","#e6ab02"
"2470",4618,2021-01-04,"downtown","Colorado Springs, CO",0.64,"Colorado Springs","Southwest","#e6ab02"
"2471",4599,2021-01-04,"downtown","Denver, CO",0.555454545454546,"Denver","Southwest","#e6ab02"
"2472",4603,2021-01-04,"downtown","El Paso, TX",0.611818181818182,"El Paso","Southwest","#e6ab02"
"2473",4593,2021-01-04,"downtown","Fort Worth, TX",0.699090909090909,"Fort Worth","Southwest","#e6ab02"
"2474",4576,2021-01-04,"downtown","Houston, TX",0.483636363636364,"Houston","Southwest","#e6ab02"
"2475",4565,2021-01-04,"downtown","Las Vegas, NV",0.725454545454545,"Las Vegas","Southwest","#e6ab02"
"2476",4577,2021-01-04,"downtown","Phoenix, AZ",0.716363636363636,"Phoenix","Southwest","#e6ab02"
"2477",4608,2021-01-04,"downtown","Salt Lake City, UT",0.768181818181818,"Salt Lake City","Southwest","#e6ab02"
"2478",4579,2021-01-04,"downtown","San Antonio, TX",0.455454545454545,"San Antonio","Southwest","#e6ab02"
"2479",4572,2021-01-04,"downtown","Tucson, AZ",0.549090909090909,"Tucson","Southwest","#e6ab02"
"2480",4583,2021-01-04,"downtown","Tulsa, OK",0.52,"Tulsa","Southwest","#e6ab02"
"2481",4621,2021-01-11,"downtown","Calgary, AB",0.367272727272727,"Calgary","Canada","#ab1368"
"2482",4623,2021-01-11,"downtown","Edmonton, AB",0.392727272727273,"Edmonton","Canada","#ab1368"
"2483",4628,2021-01-11,"downtown","Halifax, NS",0.592727272727273,"Halifax","Canada","#ab1368"
"2484",4629,2021-01-11,"downtown","London, ON",0.463636363636364,"London","Canada","#ab1368"
"2485",4678,2021-01-11,"downtown","Montreal, QC",0.289090909090909,"Montreal","Canada","#ab1368"
"2486",4622,2021-01-11,"downtown","Ottawa, ON",0.359090909090909,"Ottawa","Canada","#ab1368"
"2487",4627,2021-01-11,"downtown","Quebec, QC",0.38,"Quebec","Canada","#ab1368"
"2488",4677,2021-01-11,"downtown","Toronto, ON",0.321818181818182,"Toronto","Canada","#ab1368"
"2489",4626,2021-01-11,"downtown","Vancouver, BC",0.406363636363636,"Vancouver","Canada","#ab1368"
"2490",4625,2021-01-11,"downtown","Winnipeg, MB",0.425454545454545,"Winnipeg","Canada","#ab1368"
"2491",4641,2021-01-11,"downtown","Chicago, IL",0.278181818181818,"Chicago","Midwest","#007fa3"
"2492",4672,2021-01-11,"downtown","Cincinnati, OH",0.461818181818182,"Cincinnati","Midwest","#007fa3"
"2493",4654,2021-01-11,"downtown","Cleveland, OH",0.410909090909091,"Cleveland","Midwest","#007fa3"
"2494",4660,2021-01-11,"downtown","Columbus, OH",1.08818181818182,"Columbus","Midwest","#007fa3"
"2495",4632,2021-01-11,"downtown","Detroit, MI",0.272727272727273,"Detroit","Midwest","#007fa3"
"2496",4661,2021-01-11,"downtown","Indianapolis, IN",0.460909090909091,"Indianapolis","Midwest","#007fa3"
"2497",4681,2021-01-11,"downtown","Kansas City, MO",0.382727272727273,"Kansas City","Midwest","#007fa3"
"2498",4634,2021-01-11,"downtown","Louisville, KY",0.482727272727273,"Louisville","Midwest","#007fa3"
"2499",4636,2021-01-11,"downtown","Milwaukee, WI",0.637272727272727,"Milwaukee","Midwest","#007fa3"
"2500",4648,2021-01-11,"downtown","Minneapolis, MN",0.33,"Minneapolis","Midwest","#007fa3"
"2501",4683,2021-01-11,"downtown","Omaha, NE",0.638181818181818,"Omaha","Midwest","#007fa3"
"2502",4675,2021-01-11,"downtown","St. Louis, MO",0.443636363636364,"St Louis","Midwest","#007fa3"
"2503",4651,2021-01-11,"downtown","Wichita, KS",0.665454545454546,"Wichita","Midwest","#007fa3"
"2504",4635,2021-01-11,"downtown","Baltimore, MD",0.603636363636364,"Baltimore","Northeast","#8dbf2e"
"2505",4670,2021-01-11,"downtown","Boston, MA",0.326363636363636,"Boston","Northeast","#8dbf2e"
"2506",4639,2021-01-11,"downtown","New York, NY",0.29,"New York","Northeast","#8dbf2e"
"2507",4644,2021-01-11,"downtown","Philadelphia, PA",0.408181818181818,"Philadelphia","Northeast","#8dbf2e"
"2508",4673,2021-01-11,"downtown","Pittsburgh, PA",0.501818181818182,"Pittsburgh","Northeast","#8dbf2e"
"2509",4666,2021-01-11,"downtown","Washington DC",0.524545454545455,"Washington DC","Northeast","#8dbf2e"
"2510",4650,2021-01-11,"downtown","Bakersfield, CA",0.997272727272727,"Bakersfield","Pacific","#6d247a"
"2511",4679,2021-01-11,"downtown","Fresno, CA",0.769090909090909,"Fresno","Pacific","#6d247a"
"2512",4671,2021-01-11,"downtown","Honolulu, HI",0.835454545454545,"Honolulu","Pacific","#6d247a"
"2513",4640,2021-01-11,"downtown","Los Angeles, CA",0.536363636363636,"Los Angeles","Pacific","#6d247a"
"2514",4647,2021-01-11,"downtown","Oakland, CA",0.484545454545455,"Oakland","Pacific","#6d247a"
"2515",4630,2021-01-11,"downtown","Portland, OR",0.312727272727273,"Portland","Pacific","#6d247a"
"2516",4680,2021-01-11,"downtown","Sacramento, CA",0.490909090909091,"Sacramento","Pacific","#6d247a"
"2517",4646,2021-01-11,"downtown","San Diego, CA",0.56,"San Diego","Pacific","#6d247a"
"2518",4663,2021-01-11,"downtown","San Francisco, CA",0.227272727272727,"San Francisco","Pacific","#6d247a"
"2519",4656,2021-01-11,"downtown","San Jose, CA",0.342727272727273,"San Jose","Pacific","#6d247a"
"2520",4664,2021-01-11,"downtown","Seattle, WA",0.404545454545455,"Seattle","Pacific","#6d247a"
"2521",4682,2021-01-11,"downtown","Atlanta, GA",0.331818181818182,"Atlanta","Southeast","#dc4633"
"2522",4662,2021-01-11,"downtown","Charlotte, NC",0.419090909090909,"Charlotte","Southeast","#dc4633"
"2523",4658,2021-01-11,"downtown","Jacksonville, FL",0.543636363636364,"Jacksonville","Southeast","#dc4633"
"2524",4633,2021-01-11,"downtown","Memphis, TN",0.543636363636364,"Memphis","Southeast","#dc4633"
"2525",4686,2021-01-11,"downtown","Miami, FL",0.662727272727273,"Miami","Southeast","#dc4633"
"2526",4667,2021-01-11,"downtown","Nashville, TN",0.430909090909091,"Nashville","Southeast","#dc4633"
"2527",4653,2021-01-11,"downtown","New Orleans, LA",0.364545454545455,"New Orleans","Southeast","#dc4633"
"2528",4685,2021-01-11,"downtown","Raleigh, NC",0.378181818181818,"Raleigh","Southeast","#dc4633"
"2529",4652,2021-01-11,"downtown","Tampa, FL",0.750909090909091,"Tampa","Southeast","#dc4633"
"2530",4637,2021-01-11,"downtown","Albuquerque, NM",0.670909090909091,"Albuquerque","Southwest","#e6ab02"
"2531",4657,2021-01-11,"downtown","Austin, TX",0.485454545454545,"Austin","Southwest","#e6ab02"
"2532",4684,2021-01-11,"downtown","Colorado Springs, CO",0.625454545454545,"Colorado Springs","Southwest","#e6ab02"
"2533",4665,2021-01-11,"downtown","Denver, CO",0.536363636363636,"Denver","Southwest","#e6ab02"
"2534",4669,2021-01-11,"downtown","El Paso, TX",0.626363636363636,"El Paso","Southwest","#e6ab02"
"2535",4659,2021-01-11,"downtown","Fort Worth, TX",0.657272727272727,"Fort Worth","Southwest","#e6ab02"
"2536",4642,2021-01-11,"downtown","Houston, TX",0.452727272727273,"Houston","Southwest","#e6ab02"
"2537",4631,2021-01-11,"downtown","Las Vegas, NV",0.736363636363636,"Las Vegas","Southwest","#e6ab02"
"2538",4643,2021-01-11,"downtown","Phoenix, AZ",0.703636363636364,"Phoenix","Southwest","#e6ab02"
"2539",4674,2021-01-11,"downtown","Salt Lake City, UT",0.762727272727273,"Salt Lake City","Southwest","#e6ab02"
"2540",4645,2021-01-11,"downtown","San Antonio, TX",0.443636363636364,"San Antonio","Southwest","#e6ab02"
"2541",4638,2021-01-11,"downtown","Tucson, AZ",0.530909090909091,"Tucson","Southwest","#e6ab02"
"2542",4649,2021-01-11,"downtown","Tulsa, OK",0.500909090909091,"Tulsa","Southwest","#e6ab02"
"2543",4687,2021-01-18,"downtown","Calgary, AB",0.370909090909091,"Calgary","Canada","#ab1368"
"2544",4689,2021-01-18,"downtown","Edmonton, AB",0.392727272727273,"Edmonton","Canada","#ab1368"
"2545",4694,2021-01-18,"downtown","Halifax, NS",0.603636363636364,"Halifax","Canada","#ab1368"
"2546",4695,2021-01-18,"downtown","London, ON",0.433636363636364,"London","Canada","#ab1368"
"2547",4744,2021-01-18,"downtown","Montreal, QC",0.279090909090909,"Montreal","Canada","#ab1368"
"2548",4688,2021-01-18,"downtown","Ottawa, ON",0.358181818181818,"Ottawa","Canada","#ab1368"
"2549",4693,2021-01-18,"downtown","Quebec, QC",0.376363636363636,"Quebec","Canada","#ab1368"
"2550",4743,2021-01-18,"downtown","Toronto, ON",0.313636363636364,"Toronto","Canada","#ab1368"
"2551",4692,2021-01-18,"downtown","Vancouver, BC",0.4,"Vancouver","Canada","#ab1368"
"2552",4691,2021-01-18,"downtown","Winnipeg, MB",0.433636363636364,"Winnipeg","Canada","#ab1368"
"2553",4707,2021-01-18,"downtown","Chicago, IL",0.273636363636364,"Chicago","Midwest","#007fa3"
"2554",4738,2021-01-18,"downtown","Cincinnati, OH",0.453636363636364,"Cincinnati","Midwest","#007fa3"
"2555",4720,2021-01-18,"downtown","Cleveland, OH",0.397272727272727,"Cleveland","Midwest","#007fa3"
"2556",4726,2021-01-18,"downtown","Columbus, OH",1.10545454545455,"Columbus","Midwest","#007fa3"
"2557",4698,2021-01-18,"downtown","Detroit, MI",0.273636363636364,"Detroit","Midwest","#007fa3"
"2558",4727,2021-01-18,"downtown","Indianapolis, IN",0.486363636363636,"Indianapolis","Midwest","#007fa3"
"2559",4747,2021-01-18,"downtown","Kansas City, MO",0.385454545454545,"Kansas City","Midwest","#007fa3"
"2560",4700,2021-01-18,"downtown","Louisville, KY",0.480909090909091,"Louisville","Midwest","#007fa3"
"2561",4702,2021-01-18,"downtown","Milwaukee, WI",0.620909090909091,"Milwaukee","Midwest","#007fa3"
"2562",4714,2021-01-18,"downtown","Minneapolis, MN",0.333636363636364,"Minneapolis","Midwest","#007fa3"
"2563",4749,2021-01-18,"downtown","Omaha, NE",0.635454545454545,"Omaha","Midwest","#007fa3"
"2564",4741,2021-01-18,"downtown","St. Louis, MO",0.42,"St Louis","Midwest","#007fa3"
"2565",4717,2021-01-18,"downtown","Wichita, KS",0.668181818181818,"Wichita","Midwest","#007fa3"
"2566",4701,2021-01-18,"downtown","Baltimore, MD",0.591818181818182,"Baltimore","Northeast","#8dbf2e"
"2567",4736,2021-01-18,"downtown","Boston, MA",0.320909090909091,"Boston","Northeast","#8dbf2e"
"2568",4705,2021-01-18,"downtown","New York, NY",0.292727272727273,"New York","Northeast","#8dbf2e"
"2569",4710,2021-01-18,"downtown","Philadelphia, PA",0.397272727272727,"Philadelphia","Northeast","#8dbf2e"
"2570",4739,2021-01-18,"downtown","Pittsburgh, PA",0.499090909090909,"Pittsburgh","Northeast","#8dbf2e"
"2571",4732,2021-01-18,"downtown","Washington DC",0.531818181818182,"Washington DC","Northeast","#8dbf2e"
"2572",4716,2021-01-18,"downtown","Bakersfield, CA",0.997272727272727,"Bakersfield","Pacific","#6d247a"
"2573",4745,2021-01-18,"downtown","Fresno, CA",0.777272727272727,"Fresno","Pacific","#6d247a"
"2574",4737,2021-01-18,"downtown","Honolulu, HI",0.837272727272727,"Honolulu","Pacific","#6d247a"
"2575",4706,2021-01-18,"downtown","Los Angeles, CA",0.526363636363636,"Los Angeles","Pacific","#6d247a"
"2576",4713,2021-01-18,"downtown","Oakland, CA",0.480909090909091,"Oakland","Pacific","#6d247a"
"2577",4696,2021-01-18,"downtown","Portland, OR",0.322727272727273,"Portland","Pacific","#6d247a"
"2578",4746,2021-01-18,"downtown","Sacramento, CA",0.49,"Sacramento","Pacific","#6d247a"
"2579",4712,2021-01-18,"downtown","San Diego, CA",0.571818181818182,"San Diego","Pacific","#6d247a"
"2580",4729,2021-01-18,"downtown","San Francisco, CA",0.224545454545455,"San Francisco","Pacific","#6d247a"
"2581",4722,2021-01-18,"downtown","San Jose, CA",0.340909090909091,"San Jose","Pacific","#6d247a"
"2582",4730,2021-01-18,"downtown","Seattle, WA",0.402727272727273,"Seattle","Pacific","#6d247a"
"2583",4748,2021-01-18,"downtown","Atlanta, GA",0.324545454545455,"Atlanta","Southeast","#dc4633"
"2584",4728,2021-01-18,"downtown","Charlotte, NC",0.410909090909091,"Charlotte","Southeast","#dc4633"
"2585",4724,2021-01-18,"downtown","Jacksonville, FL",0.546363636363636,"Jacksonville","Southeast","#dc4633"
"2586",4699,2021-01-18,"downtown","Memphis, TN",0.537272727272727,"Memphis","Southeast","#dc4633"
"2587",4752,2021-01-18,"downtown","Miami, FL",0.656363636363636,"Miami","Southeast","#dc4633"
"2588",4733,2021-01-18,"downtown","Nashville, TN",0.430909090909091,"Nashville","Southeast","#dc4633"
"2589",4719,2021-01-18,"downtown","New Orleans, LA",0.357272727272727,"New Orleans","Southeast","#dc4633"
"2590",4751,2021-01-18,"downtown","Raleigh, NC",0.379090909090909,"Raleigh","Southeast","#dc4633"
"2591",4718,2021-01-18,"downtown","Tampa, FL",0.747272727272727,"Tampa","Southeast","#dc4633"
"2592",4703,2021-01-18,"downtown","Albuquerque, NM",0.68,"Albuquerque","Southwest","#e6ab02"
"2593",4723,2021-01-18,"downtown","Austin, TX",0.48,"Austin","Southwest","#e6ab02"
"2594",4750,2021-01-18,"downtown","Colorado Springs, CO",0.627272727272727,"Colorado Springs","Southwest","#e6ab02"
"2595",4731,2021-01-18,"downtown","Denver, CO",0.529090909090909,"Denver","Southwest","#e6ab02"
"2596",4735,2021-01-18,"downtown","El Paso, TX",0.621818181818182,"El Paso","Southwest","#e6ab02"
"2597",4725,2021-01-18,"downtown","Fort Worth, TX",0.661818181818182,"Fort Worth","Southwest","#e6ab02"
"2598",4708,2021-01-18,"downtown","Houston, TX",0.442727272727273,"Houston","Southwest","#e6ab02"
"2599",4697,2021-01-18,"downtown","Las Vegas, NV",0.755454545454545,"Las Vegas","Southwest","#e6ab02"
"2600",4709,2021-01-18,"downtown","Phoenix, AZ",0.676363636363636,"Phoenix","Southwest","#e6ab02"
"2601",4740,2021-01-18,"downtown","Salt Lake City, UT",0.763636363636364,"Salt Lake City","Southwest","#e6ab02"
"2602",4711,2021-01-18,"downtown","San Antonio, TX",0.44,"San Antonio","Southwest","#e6ab02"
"2603",4704,2021-01-18,"downtown","Tucson, AZ",0.53,"Tucson","Southwest","#e6ab02"
"2604",4715,2021-01-18,"downtown","Tulsa, OK",0.501818181818182,"Tulsa","Southwest","#e6ab02"
"2605",4753,2021-01-25,"downtown","Calgary, AB",0.379090909090909,"Calgary","Canada","#ab1368"
"2606",4755,2021-01-25,"downtown","Edmonton, AB",0.393636363636364,"Edmonton","Canada","#ab1368"
"2607",4760,2021-01-25,"downtown","Halifax, NS",0.607272727272727,"Halifax","Canada","#ab1368"
"2608",4761,2021-01-25,"downtown","London, ON",0.410909090909091,"London","Canada","#ab1368"
"2609",4810,2021-01-25,"downtown","Montreal, QC",0.271818181818182,"Montreal","Canada","#ab1368"
"2610",4754,2021-01-25,"downtown","Ottawa, ON",0.36,"Ottawa","Canada","#ab1368"
"2611",4759,2021-01-25,"downtown","Quebec, QC",0.376363636363636,"Quebec","Canada","#ab1368"
"2612",4809,2021-01-25,"downtown","Toronto, ON",0.307272727272727,"Toronto","Canada","#ab1368"
"2613",4758,2021-01-25,"downtown","Vancouver, BC",0.396363636363636,"Vancouver","Canada","#ab1368"
"2614",4757,2021-01-25,"downtown","Winnipeg, MB",0.432727272727273,"Winnipeg","Canada","#ab1368"
"2615",4773,2021-01-25,"downtown","Chicago, IL",0.265454545454545,"Chicago","Midwest","#007fa3"
"2616",4804,2021-01-25,"downtown","Cincinnati, OH",0.46,"Cincinnati","Midwest","#007fa3"
"2617",4786,2021-01-25,"downtown","Cleveland, OH",0.369090909090909,"Cleveland","Midwest","#007fa3"
"2618",4792,2021-01-25,"downtown","Columbus, OH",1.11090909090909,"Columbus","Midwest","#007fa3"
"2619",4764,2021-01-25,"downtown","Detroit, MI",0.272727272727273,"Detroit","Midwest","#007fa3"
"2620",4793,2021-01-25,"downtown","Indianapolis, IN",0.495454545454545,"Indianapolis","Midwest","#007fa3"
"2621",4813,2021-01-25,"downtown","Kansas City, MO",0.374545454545455,"Kansas City","Midwest","#007fa3"
"2622",4766,2021-01-25,"downtown","Louisville, KY",0.485454545454545,"Louisville","Midwest","#007fa3"
"2623",4768,2021-01-25,"downtown","Milwaukee, WI",0.61,"Milwaukee","Midwest","#007fa3"
"2624",4780,2021-01-25,"downtown","Minneapolis, MN",0.333636363636364,"Minneapolis","Midwest","#007fa3"
"2625",4815,2021-01-25,"downtown","Omaha, NE",0.646363636363636,"Omaha","Midwest","#007fa3"
"2626",4807,2021-01-25,"downtown","St. Louis, MO",0.403636363636364,"St Louis","Midwest","#007fa3"
"2627",4783,2021-01-25,"downtown","Wichita, KS",0.678181818181818,"Wichita","Midwest","#007fa3"
"2628",4767,2021-01-25,"downtown","Baltimore, MD",0.587272727272727,"Baltimore","Northeast","#8dbf2e"
"2629",4802,2021-01-25,"downtown","Boston, MA",0.325454545454545,"Boston","Northeast","#8dbf2e"
"2630",4771,2021-01-25,"downtown","New York, NY",0.301818181818182,"New York","Northeast","#8dbf2e"
"2631",4776,2021-01-25,"downtown","Philadelphia, PA",0.398181818181818,"Philadelphia","Northeast","#8dbf2e"
"2632",4805,2021-01-25,"downtown","Pittsburgh, PA",0.506363636363636,"Pittsburgh","Northeast","#8dbf2e"
"2633",4798,2021-01-25,"downtown","Washington DC",0.532727272727273,"Washington DC","Northeast","#8dbf2e"
"2634",4782,2021-01-25,"downtown","Bakersfield, CA",1.01272727272727,"Bakersfield","Pacific","#6d247a"
"2635",4811,2021-01-25,"downtown","Fresno, CA",0.789090909090909,"Fresno","Pacific","#6d247a"
"2636",4803,2021-01-25,"downtown","Honolulu, HI",0.839090909090909,"Honolulu","Pacific","#6d247a"
"2637",4772,2021-01-25,"downtown","Los Angeles, CA",0.522727272727273,"Los Angeles","Pacific","#6d247a"
"2638",4779,2021-01-25,"downtown","Oakland, CA",0.478181818181818,"Oakland","Pacific","#6d247a"
"2639",4762,2021-01-25,"downtown","Portland, OR",0.330909090909091,"Portland","Pacific","#6d247a"
"2640",4812,2021-01-25,"downtown","Sacramento, CA",0.450909090909091,"Sacramento","Pacific","#6d247a"
"2641",4778,2021-01-25,"downtown","San Diego, CA",0.583636363636364,"San Diego","Pacific","#6d247a"
"2642",4795,2021-01-25,"downtown","San Francisco, CA",0.222727272727273,"San Francisco","Pacific","#6d247a"
"2643",4788,2021-01-25,"downtown","San Jose, CA",0.353636363636364,"San Jose","Pacific","#6d247a"
"2644",4796,2021-01-25,"downtown","Seattle, WA",0.397272727272727,"Seattle","Pacific","#6d247a"
"2645",4814,2021-01-25,"downtown","Atlanta, GA",0.321818181818182,"Atlanta","Southeast","#dc4633"
"2646",4794,2021-01-25,"downtown","Charlotte, NC",0.396363636363636,"Charlotte","Southeast","#dc4633"
"2647",4790,2021-01-25,"downtown","Jacksonville, FL",0.550909090909091,"Jacksonville","Southeast","#dc4633"
"2648",4765,2021-01-25,"downtown","Memphis, TN",0.536363636363636,"Memphis","Southeast","#dc4633"
"2649",4818,2021-01-25,"downtown","Miami, FL",0.644545454545455,"Miami","Southeast","#dc4633"
"2650",4799,2021-01-25,"downtown","Nashville, TN",0.435454545454545,"Nashville","Southeast","#dc4633"
"2651",4785,2021-01-25,"downtown","New Orleans, LA",0.343636363636364,"New Orleans","Southeast","#dc4633"
"2652",4817,2021-01-25,"downtown","Raleigh, NC",0.357272727272727,"Raleigh","Southeast","#dc4633"
"2653",4784,2021-01-25,"downtown","Tampa, FL",0.737272727272727,"Tampa","Southeast","#dc4633"
"2654",4769,2021-01-25,"downtown","Albuquerque, NM",0.687272727272727,"Albuquerque","Southwest","#e6ab02"
"2655",4789,2021-01-25,"downtown","Austin, TX",0.473636363636364,"Austin","Southwest","#e6ab02"
"2656",4816,2021-01-25,"downtown","Colorado Springs, CO",0.629090909090909,"Colorado Springs","Southwest","#e6ab02"
"2657",4797,2021-01-25,"downtown","Denver, CO",0.521818181818182,"Denver","Southwest","#e6ab02"
"2658",4801,2021-01-25,"downtown","El Paso, TX",0.619090909090909,"El Paso","Southwest","#e6ab02"
"2659",4791,2021-01-25,"downtown","Fort Worth, TX",0.695454545454545,"Fort Worth","Southwest","#e6ab02"
"2660",4774,2021-01-25,"downtown","Houston, TX",0.432727272727273,"Houston","Southwest","#e6ab02"
"2661",4763,2021-01-25,"downtown","Las Vegas, NV",0.779090909090909,"Las Vegas","Southwest","#e6ab02"
"2662",4775,2021-01-25,"downtown","Phoenix, AZ",0.652727272727273,"Phoenix","Southwest","#e6ab02"
"2663",4806,2021-01-25,"downtown","Salt Lake City, UT",0.753636363636364,"Salt Lake City","Southwest","#e6ab02"
"2664",4777,2021-01-25,"downtown","San Antonio, TX",0.428181818181818,"San Antonio","Southwest","#e6ab02"
"2665",4770,2021-01-25,"downtown","Tucson, AZ",0.522727272727273,"Tucson","Southwest","#e6ab02"
"2666",4781,2021-01-25,"downtown","Tulsa, OK",0.513636363636364,"Tulsa","Southwest","#e6ab02"
"2667",4819,2021-02-01,"downtown","Calgary, AB",0.394545454545455,"Calgary","Canada","#ab1368"
"2668",4821,2021-02-01,"downtown","Edmonton, AB",0.394545454545455,"Edmonton","Canada","#ab1368"
"2669",4826,2021-02-01,"downtown","Halifax, NS",0.609090909090909,"Halifax","Canada","#ab1368"
"2670",4827,2021-02-01,"downtown","London, ON",0.410909090909091,"London","Canada","#ab1368"
"2671",4876,2021-02-01,"downtown","Montreal, QC",0.268181818181818,"Montreal","Canada","#ab1368"
"2672",4820,2021-02-01,"downtown","Ottawa, ON",0.365454545454545,"Ottawa","Canada","#ab1368"
"2673",4825,2021-02-01,"downtown","Quebec, QC",0.380909090909091,"Quebec","Canada","#ab1368"
"2674",4875,2021-02-01,"downtown","Toronto, ON",0.302727272727273,"Toronto","Canada","#ab1368"
"2675",4824,2021-02-01,"downtown","Vancouver, BC",0.388181818181818,"Vancouver","Canada","#ab1368"
"2676",4823,2021-02-01,"downtown","Winnipeg, MB",0.439090909090909,"Winnipeg","Canada","#ab1368"
"2677",4839,2021-02-01,"downtown","Chicago, IL",0.268181818181818,"Chicago","Midwest","#007fa3"
"2678",4870,2021-02-01,"downtown","Cincinnati, OH",0.46,"Cincinnati","Midwest","#007fa3"
"2679",4852,2021-02-01,"downtown","Cleveland, OH",0.361818181818182,"Cleveland","Midwest","#007fa3"
"2680",4858,2021-02-01,"downtown","Columbus, OH",1.11272727272727,"Columbus","Midwest","#007fa3"
"2681",4830,2021-02-01,"downtown","Detroit, MI",0.273636363636364,"Detroit","Midwest","#007fa3"
"2682",4859,2021-02-01,"downtown","Indianapolis, IN",0.522727272727273,"Indianapolis","Midwest","#007fa3"
"2683",4879,2021-02-01,"downtown","Kansas City, MO",0.38,"Kansas City","Midwest","#007fa3"
"2684",4832,2021-02-01,"downtown","Louisville, KY",0.480909090909091,"Louisville","Midwest","#007fa3"
"2685",4834,2021-02-01,"downtown","Milwaukee, WI",0.62,"Milwaukee","Midwest","#007fa3"
"2686",4846,2021-02-01,"downtown","Minneapolis, MN",0.329090909090909,"Minneapolis","Midwest","#007fa3"
"2687",4881,2021-02-01,"downtown","Omaha, NE",0.667272727272727,"Omaha","Midwest","#007fa3"
"2688",4873,2021-02-01,"downtown","St. Louis, MO",0.404545454545455,"St Louis","Midwest","#007fa3"
"2689",4849,2021-02-01,"downtown","Wichita, KS",0.695454545454545,"Wichita","Midwest","#007fa3"
"2690",4833,2021-02-01,"downtown","Baltimore, MD",0.59,"Baltimore","Northeast","#8dbf2e"
"2691",4868,2021-02-01,"downtown","Boston, MA",0.331818181818182,"Boston","Northeast","#8dbf2e"
"2692",4837,2021-02-01,"downtown","New York, NY",0.305454545454545,"New York","Northeast","#8dbf2e"
"2693",4842,2021-02-01,"downtown","Philadelphia, PA",0.429090909090909,"Philadelphia","Northeast","#8dbf2e"
"2694",4871,2021-02-01,"downtown","Pittsburgh, PA",0.528181818181818,"Pittsburgh","Northeast","#8dbf2e"
"2695",4864,2021-02-01,"downtown","Washington DC",0.524545454545455,"Washington DC","Northeast","#8dbf2e"
"2696",4848,2021-02-01,"downtown","Bakersfield, CA",1.04090909090909,"Bakersfield","Pacific","#6d247a"
"2697",4877,2021-02-01,"downtown","Fresno, CA",0.804545454545455,"Fresno","Pacific","#6d247a"
"2698",4869,2021-02-01,"downtown","Honolulu, HI",0.851818181818182,"Honolulu","Pacific","#6d247a"
"2699",4838,2021-02-01,"downtown","Los Angeles, CA",0.54,"Los Angeles","Pacific","#6d247a"
"2700",4845,2021-02-01,"downtown","Oakland, CA",0.484545454545455,"Oakland","Pacific","#6d247a"
"2701",4828,2021-02-01,"downtown","Portland, OR",0.338181818181818,"Portland","Pacific","#6d247a"
