"","city","display_title","Season","seasonal_average","metric","region","total_pop_city","population_density_city","housing_units_city","housing_density_city","pct_renter_city","pct_singlefam_city","pct_multifam_city","median_age_city","bachelor_plus_city","pct_vacant_city","median_rent_city","median_hhinc_city","total_pop_downtown","population_density_downtown","housing_units_downtown","housing_density_downtown","pct_renter_downtown","pct_singlefam_downtown","pct_multifam_downtown","median_age_downtown","bachelor_plus_downtown","pct_vacant_downtown","median_rent_downtown","median_hhinc_downtown","pct_nhwhite_downtown","pct_nhblack_downtown","pct_hisp_downtown","pct_nhasian_downtown","pct_nhwhite_city","pct_nhblack_city","pct_hisp_city","pct_nhasian_city","pct_commute_auto_city","pct_commute_public_transit_city","pct_commute_bicycle_city","pct_commute_walk_city","average_commute_time_city","employment_density_downtown","employment_entropy","pct_jobs_agriculture_forestry_fishing_hunting","pct_jobs_mining_quarrying_oil_gas","pct_jobs_utilities","pct_jobs_construction","pct_jobs_manufacturing","pct_jobs_wholesale_trade","pct_jobs_retail_trade","pct_jobs_transport_warehouse","pct_jobs_information","pct_jobs_finance_insurance","pct_jobs_real_estate","pct_jobs_professional_science_techical","pct_jobs_management_of_companies_enterprises","pct_jobs_administrative_support_waste","pct_jobs_educational_services","pct_jobs_healthcare_social_assistance","pct_jobs_arts_entertainment_recreation","pct_jobs_accomodation_food_services","pct_jobs_public_administration","days_school_closing","days_workplace_closing","days_cancel_large_events","days_cancel_all_events","days_stay_home_requirements","days_income_support","days_mask_mandates"
"1","Salt Lake City","Salt Lake City, UT","Season_9",1.55052939044592,"downtown","Southwest",481497,0.000564868091369146,179780,1.29844215753654e-05,41.4595895090148,61.6136388919791,36.0557347869618,31.4523809523809,36.0430838633771,6.36611413950384,999.809523809524,60569.1428571429,17401,0.00206462277594174,11068,1.29844215753654e-05,78.8271604938272,16.4076617275027,83.5923382724973,34.2,43.9061202928081,12.1792555113842,888.5,43132.5,65.6226653640595,6.02264237687489,14.7865065226136,6.72949830469513,63.5933349532811,2.33521704185073,14.7865065226136,4.7622311250122,84.9466280906036,4.73519854666925,1.21308789247252,3.14730013733817,20.6402759034338,0.010648095305104,2.68178207005779,0.0044571224817258,0.0423426635763951,0.402255303975753,3.47766981636655,3.60804064895703,2.97847209841326,8.88861650918167,2.02687644856481,4.80032091281868,10.5143519343912,1.94553396327331,14.3352201818506,6.54862720627563,6.91633981101801,3.56904082724193,4.7724638973079,3.20801390622214,12.2972009270815,6.46171331788198,333,78,132,300,0,421,663
"4","Salt Lake City","Salt Lake City, UT","Season_11",1.34518742545159,"downtown","Southwest",481497,0.000564868091369146,179780,1.29844215753654e-05,41.4595895090148,61.6136388919791,36.0557347869618,31.4523809523809,36.0430838633771,6.36611413950384,999.809523809524,60569.1428571429,17401,0.00206462277594174,11068,1.29844215753654e-05,78.8271604938272,16.4076617275027,83.5923382724973,34.2,43.9061202928081,12.1792555113842,888.5,43132.5,65.6226653640595,6.02264237687489,14.7865065226136,6.72949830469513,63.5933349532811,2.33521704185073,14.7865065226136,4.7622311250122,84.9466280906036,4.73519854666925,1.21308789247252,3.14730013733817,20.6402759034338,0.010648095305104,2.68178207005779,0.0044571224817258,0.0423426635763951,0.402255303975753,3.47766981636655,3.60804064895703,2.97847209841326,8.88861650918167,2.02687644856481,4.80032091281868,10.5143519343912,1.94553396327331,14.3352201818506,6.54862720627563,6.91633981101801,3.56904082724193,4.7724638973079,3.20801390622214,12.2972009270815,6.46171331788198,333,78,132,300,0,421,663
"7","Bakersfield","Bakersfield, CA","Season_11",1.25339675604912,"downtown","Pacific",607203,0.000182255904517122,197455,1.59743269358044e-06,43.0018889676711,75.2313185282723,20.7718214276671,28.4857142857143,17.8538413561134,6.43083234154618,1022.85714285714,54390.4285714286,12325,0.00113815187590977,5322,1.59743269358044e-06,68.2205193699447,42.9913566328448,48.1585869973694,30.2,19.6472857536511,11.7249154453213,858,33324,36.5030425963489,13.1683569979716,43.6511156186613,2.22312373225152,32.6661758917528,5.32655471069807,43.6511156186613,4.90626693214625,92.4495729979991,0.953006901084456,0.388939961813167,0.828213330449215,23.0810267645359,0.00514583165380901,2.60990150089954,3.3450577847965,4.02160648912497,0.376857368458833,5.56851625870361,3.01126982987582,2.59852128346852,4.85428181752925,2.76541526092886,1.58459550642452,1.48230564927141,1.49486756155337,5.06962888522001,1.83045007537147,9.73907113631469,4.07364869715024,23.5338453808054,1.51101859163018,6.95929940420645,12.8526308233436,504,455,478,491,156,768,836
"10","Salt Lake City","Salt Lake City, UT","Season_8",1.22489191425888,"downtown","Southwest",481497,0.000564868091369146,179780,1.29844215753654e-05,41.4595895090148,61.6136388919791,36.0557347869618,31.4523809523809,36.0430838633771,6.36611413950384,999.809523809524,60569.1428571429,17401,0.00206462277594174,11068,1.29844215753654e-05,78.8271604938272,16.4076617275027,83.5923382724973,34.2,43.9061202928081,12.1792555113842,888.5,43132.5,65.6226653640595,6.02264237687489,14.7865065226136,6.72949830469513,63.5933349532811,2.33521704185073,14.7865065226136,4.7622311250122,84.9466280906036,4.73519854666925,1.21308789247252,3.14730013733817,20.6402759034338,0.010648095305104,2.68178207005779,0.0044571224817258,0.0423426635763951,0.402255303975753,3.47766981636655,3.60804064895703,2.97847209841326,8.88861650918167,2.02687644856481,4.80032091281868,10.5143519343912,1.94553396327331,14.3352201818506,6.54862720627563,6.91633981101801,3.56904082724193,4.7724638973079,3.20801390622214,12.2972009270815,6.46171331788198,333,78,132,300,0,421,663
"13","Salt Lake City","Salt Lake City, UT","Season_10",1.21917508745421,"downtown","Southwest",481497,0.000564868091369146,179780,1.29844215753654e-05,41.4595895090148,61.6136388919791,36.0557347869618,31.4523809523809,36.0430838633771,6.36611413950384,999.809523809524,60569.1428571429,17401,0.00206462277594174,11068,1.29844215753654e-05,78.8271604938272,16.4076617275027,83.5923382724973,34.2,43.9061202928081,12.1792555113842,888.5,43132.5,65.6226653640595,6.02264237687489,14.7865065226136,6.72949830469513,63.5933349532811,2.33521704185073,14.7865065226136,4.7622311250122,84.9466280906036,4.73519854666925,1.21308789247252,3.14730013733817,20.6402759034338,0.010648095305104,2.68178207005779,0.0044571224817258,0.0423426635763951,0.402255303975753,3.47766981636655,3.60804064895703,2.97847209841326,8.88861650918167,2.02687644856481,4.80032091281868,10.5143519343912,1.94553396327331,14.3352201818506,6.54862720627563,6.91633981101801,3.56904082724193,4.7724638973079,3.20801390622214,12.2972009270815,6.46171331788198,333,78,132,300,0,421,663
"16","Fresno","Fresno, CA","Season_11",1.21159752623657,"downtown","Pacific",783431,0.000286625976669141,267517,8.33794681125679e-07,46.626053615565,70.0886298814655,27.3313471667221,33.4086956521739,23.614392093401,5.62693212020171,1122.30434782609,58238.2173913043,7650,0.00144070428405189,2279,8.33794681125679e-07,87.1555118110236,15.7525230364195,83.5892935498025,33.2,13.0504261363636,10.8380868802106,800,28529,21.3986928104575,8.99346405228758,62.2352941176471,3.29411764705882,32.3408187830198,5.59219637721765,62.2352941176471,11.8487780034234,90.7974466255643,1.25550255929368,0.512170274808637,1.40971441211015,22.1879595317922,0.00854271725867685,2.41025283455764,0.473975441458522,0,2.06344657304733,3.18114680011464,7.74453825973854,5.23797976235092,2.36987720729261,2.8526707964992,2.01274222349595,1.36901743788717,0.811269592822028,3.49860011904499,1.04495050814576,3.38837327219418,7.30583540927228,26.386102599149,1.87606093340094,3.82928065959745,20.5462842529927,504,455,478,491,156,768,836
"19","Bakersfield","Bakersfield, CA","Season_7",1.19833333333333,"downtown","Pacific",607203,0.000182255904517122,197455,1.59743269358044e-06,43.0018889676711,75.2313185282723,20.7718214276671,28.4857142857143,17.8538413561134,6.43083234154618,1022.85714285714,54390.4285714286,12325,0.00113815187590977,5322,1.59743269358044e-06,68.2205193699447,42.9913566328448,48.1585869973694,30.2,19.6472857536511,11.7249154453213,858,33324,36.5030425963489,13.1683569979716,43.6511156186613,2.22312373225152,32.6661758917528,5.32655471069807,43.6511156186613,4.90626693214625,92.4495729979991,0.953006901084456,0.388939961813167,0.828213330449215,23.0810267645359,0.00514583165380901,2.60990150089954,3.3450577847965,4.02160648912497,0.376857368458833,5.56851625870361,3.01126982987582,2.59852128346852,4.85428181752925,2.76541526092886,1.58459550642452,1.48230564927141,1.49486756155337,5.06962888522001,1.83045007537147,9.73907113631469,4.07364869715024,23.5338453808054,1.51101859163018,6.95929940420645,12.8526308233436,504,455,478,491,156,768,836
"22","Bakersfield","Bakersfield, CA","Season_10",1.19169045754152,"downtown","Pacific",607203,0.000182255904517122,197455,1.59743269358044e-06,43.0018889676711,75.2313185282723,20.7718214276671,28.4857142857143,17.8538413561134,6.43083234154618,1022.85714285714,54390.4285714286,12325,0.00113815187590977,5322,1.59743269358044e-06,68.2205193699447,42.9913566328448,48.1585869973694,30.2,19.6472857536511,11.7249154453213,858,33324,36.5030425963489,13.1683569979716,43.6511156186613,2.22312373225152,32.6661758917528,5.32655471069807,43.6511156186613,4.90626693214625,92.4495729979991,0.953006901084456,0.388939961813167,0.828213330449215,23.0810267645359,0.00514583165380901,2.60990150089954,3.3450577847965,4.02160648912497,0.376857368458833,5.56851625870361,3.01126982987582,2.59852128346852,4.85428181752925,2.76541526092886,1.58459550642452,1.48230564927141,1.49486756155337,5.06962888522001,1.83045007537147,9.73907113631469,4.07364869715024,23.5338453808054,1.51101859163018,6.95929940420645,12.8526308233436,504,455,478,491,156,768,836
"25","Fresno","Fresno, CA","Season_10",1.18765734206057,"downtown","Pacific",783431,0.000286625976669141,267517,8.33794681125679e-07,46.626053615565,70.0886298814655,27.3313471667221,33.4086956521739,23.614392093401,5.62693212020171,1122.30434782609,58238.2173913043,7650,0.00144070428405189,2279,8.33794681125679e-07,87.1555118110236,15.7525230364195,83.5892935498025,33.2,13.0504261363636,10.8380868802106,800,28529,21.3986928104575,8.99346405228758,62.2352941176471,3.29411764705882,32.3408187830198,5.59219637721765,62.2352941176471,11.8487780034234,90.7974466255643,1.25550255929368,0.512170274808637,1.40971441211015,22.1879595317922,0.00854271725867685,2.41025283455764,0.473975441458522,0,2.06344657304733,3.18114680011464,7.74453825973854,5.23797976235092,2.36987720729261,2.8526707964992,2.01274222349595,1.36901743788717,0.811269592822028,3.49860011904499,1.04495050814576,3.38837327219418,7.30583540927228,26.386102599149,1.87606093340094,3.82928065959745,20.5462842529927,504,455,478,491,156,768,836
"28","Bakersfield","Bakersfield, CA","Season_9",1.17335015176475,"downtown","Pacific",607203,0.000182255904517122,197455,1.59743269358044e-06,43.0018889676711,75.2313185282723,20.7718214276671,28.4857142857143,17.8538413561134,6.43083234154618,1022.85714285714,54390.4285714286,12325,0.00113815187590977,5322,1.59743269358044e-06,68.2205193699447,42.9913566328448,48.1585869973694,30.2,19.6472857536511,11.7249154453213,858,33324,36.5030425963489,13.1683569979716,43.6511156186613,2.22312373225152,32.6661758917528,5.32655471069807,43.6511156186613,4.90626693214625,92.4495729979991,0.953006901084456,0.388939961813167,0.828213330449215,23.0810267645359,0.00514583165380901,2.60990150089954,3.3450577847965,4.02160648912497,0.376857368458833,5.56851625870361,3.01126982987582,2.59852128346852,4.85428181752925,2.76541526092886,1.58459550642452,1.48230564927141,1.49486756155337,5.06962888522001,1.83045007537147,9.73907113631469,4.07364869715024,23.5338453808054,1.51101859163018,6.95929940420645,12.8526308233436,504,455,478,491,156,768,836
"31","El Paso","El Paso, TX","Season_11",1.16787727665261,"downtown","Southwest",849038,0.00026615582542106,300628,1.46457522085842e-06,38.7069778709253,69.7905717364983,23.8780153545245,32.7172413793103,23.3168465574225,9.37404366858709,810.758620689655,43572.8965517241,9590,0.00168358739293244,4672,1.46457522085842e-06,89.9972744617062,20.0342465753425,79.7303082191781,44.1,4.07702723032947,21.4683219178082,432,13574,2.73201251303441,3.08654848800834,93.2012513034411,0.375391032325339,12.1634131805644,2.95605143703815,93.2012513034411,1.11973786803418,91.5124343794306,1.37399482151753,0.142873565106006,1.57160921616606,23.4281199512485,0.00422125744140361,2.62547701111056,0.0457475566645872,0.00415886878768975,2.51195674776461,4.6662507797879,3.41443127469328,6.28405073819921,5.90975254730713,2.01705136202953,2.73653566229985,5.81825743397796,1.64691203992514,7.65231856934914,0.952380952380952,17.775005198586,3.18153462258266,15.5749636098981,2.33728425868164,8.80016635475151,5.22769806612601,482,340,353,408,62,728,679
