,city,week,metric,normalized_visits_by_total_visits
3490,Cincinnati,2021-08-30,downtown,0.78
3491,Cincinnati,2021-08-30,metro,0.89
3492,Cincinnati,2021-09-06,relative,0.76
3493,Cincinnati,2021-09-06,downtown,0.7
3494,Cincinnati,2021-09-06,metro,0.92
3495,Cincinnati,2021-09-13,relative,0.89
3496,Cincinnati,2021-09-13,downtown,0.78
3497,Cincinnati,2021-09-13,metro,0.88
3498,Cincinnati,2021-09-20,relative,0.72
3499,Cincinnati,2021-09-20,downtown,0.59
3500,Cincinnati,2021-09-20,metro,0.82
3501,Cincinnati,2021-09-27,relative,0.77
3502,Cincinnati,2021-09-27,downtown,0.64
3503,Cincinnati,2021-09-27,metro,0.83
3504,Cincinnati,2021-10-04,relative,0.84
3505,Cincinnati,2021-10-04,downtown,0.77
3506,Cincinnati,2021-10-04,metro,0.92
3507,Cincinnati,2021-10-11,relative,0.53
3508,Cincinnati,2021-10-11,downtown,0.44
3509,Cincinnati,2021-10-11,metro,0.83
3510,Cincinnati,2021-10-18,relative,0.62
3511,Cincinnati,2021-10-18,downtown,0.52
3512,Cincinnati,2021-10-18,metro,0.84
3513,Cincinnati,2021-10-25,relative,0.65
3514,Cincinnati,2021-10-25,downtown,0.54
3515,Cincinnati,2021-10-25,metro,0.83
3516,Cincinnati,2021-11-01,relative,0.85
3517,Cincinnati,2021-11-01,downtown,0.76
3518,Cincinnati,2021-11-01,metro,0.89
3519,Cincinnati,2021-11-08,relative,0.62
3520,Cincinnati,2021-11-08,downtown,0.54
3521,Cincinnati,2021-11-08,metro,0.86
3522,Cincinnati,2021-11-15,relative,0.71
3523,Cincinnati,2021-11-15,downtown,0.61
3524,Cincinnati,2021-11-15,metro,0.87
3525,Cincinnati,2021-11-22,relative,0.78
3526,Cincinnati,2021-11-22,downtown,0.64
3527,Cincinnati,2021-11-22,metro,0.82
3528,Cincinnati,2021-11-29,relative,0.8
3529,Cincinnati,2021-11-29,downtown,0.71
3530,Cincinnati,2021-11-29,metro,0.89
3531,Cincinnati,2021-12-06,relative,0.79
3532,Cincinnati,2021-12-06,downtown,0.7
3533,Cincinnati,2021-12-06,metro,0.89
3534,Cincinnati,2021-12-13,relative,0.53
3535,Cincinnati,2021-12-13,downtown,0.44
3536,Cincinnati,2021-12-13,metro,0.84
3537,Cincinnati,2021-12-20,relative,0.76
3538,Cincinnati,2021-12-20,downtown,0.61
3539,Cincinnati,2021-12-20,metro,0.81
3540,Cincinnati,2021-12-27,relative,0.9
3541,Cincinnati,2021-12-27,downtown,0.75
3542,Cincinnati,2021-12-27,metro,0.84
3543,Cincinnati,2022-01-03,relative,0.55
3544,Cincinnati,2022-01-03,downtown,0.45
3545,Cincinnati,2022-01-03,metro,0.82
3546,Cincinnati,2022-01-10,relative,0.82
3547,Cincinnati,2022-01-10,downtown,0.74
3548,Cincinnati,2022-01-10,metro,0.9
3549,Cincinnati,2022-01-17,relative,0.54
3550,Cincinnati,2022-01-17,downtown,0.45
3551,Cincinnati,2022-01-17,metro,0.83
3552,Cincinnati,2022-01-24,relative,0.57
3553,Cincinnati,2022-01-24,downtown,0.47
3554,Cincinnati,2022-01-24,metro,0.82
3555,Cincinnati,2022-01-31,relative,0.52
3556,Cincinnati,2022-01-31,downtown,0.42
3557,Cincinnati,2022-01-31,metro,0.8
3558,Cincinnati,2022-02-07,relative,0.71
3559,Cincinnati,2022-02-07,downtown,0.66
3560,Cincinnati,2022-02-07,metro,0.93
3561,Cincinnati,2022-02-14,relative,0.66
3562,Cincinnati,2022-02-14,downtown,0.56
3563,Cincinnati,2022-02-14,metro,0.85
3564,Cincinnati,2022-02-21,relative,0.58
3565,Cincinnati,2022-02-21,downtown,0.46
3566,Cincinnati,2022-02-21,metro,0.8
3567,Cincinnati,2022-02-28,downtown,0.5324292836442278
3568,Cincinnati,2022-02-28,relative,0.6468304580022861
3569,Cincinnati,2022-02-28,metro,0.8231357646462996
3570,Cincinnati,2022-03-07,downtown,0.5326860123117059
3571,Cincinnati,2022-03-07,relative,0.6331521514243815
3572,Cincinnati,2022-03-07,metro,0.8413238604865192
3573,Cincinnati,2022-03-14,downtown,0.5597892614247614
3574,Cincinnati,2022-03-14,relative,0.6947400460031274
3575,Cincinnati,2022-03-14,metro,0.8057535543621757
3576,Cincinnati,2022-03-21,downtown,0.524174626202429
3577,Cincinnati,2022-03-21,relative,0.6569817696394741
3578,Cincinnati,2022-03-21,metro,0.797852620005081
3579,Cincinnati,2022-03-28,downtown,0.3633857217977298
3580,Cincinnati,2022-03-28,relative,0.4854822652368585
3581,Cincinnati,2022-03-28,metro,0.7485046268795011
3582,Cincinnati,2022-04-04,downtown,0.4719368182040703
3583,Cincinnati,2022-04-04,relative,0.5955593547889212
3584,Cincinnati,2022-04-04,metro,0.7924261694643933
3585,Cincinnati,2022-04-11,downtown,0.5522134350213195
3586,Cincinnati,2022-04-11,relative,0.7193327751314049
3587,Cincinnati,2022-04-11,metro,0.7676745090899595
3588,Cincinnati,2022-04-18,downtown,0.7080153604641604
3589,Cincinnati,2022-04-18,relative,0.8857804007594152
3590,Cincinnati,2022-04-18,metro,0.7993125156722256
3591,Cincinnati,2022-04-25,downtown,0.5230356209137922
3592,Cincinnati,2022-04-25,relative,0.6595764118358922
3593,Cincinnati,2022-04-25,metro,0.7929871528576246
3594,Cincinnati,2022-05-02,downtown,0.4334412655621315
3595,Cincinnati,2022-05-02,relative,0.5066208882435396
3596,Cincinnati,2022-05-02,metro,0.8555534831279407
3597,Cincinnati,2022-05-09,downtown,0.7848157134703305
3598,Cincinnati,2022-05-09,relative,0.8596623505351393
3599,Cincinnati,2022-05-09,metro,0.912934843525232
3600,Cincinnati,2022-05-16,downtown,0.3468481227898414
3601,Cincinnati,2022-05-16,relative,0.4082325306360202
3602,Cincinnati,2022-05-16,metro,0.8496337179436858
3603,Cincinnati,2022-05-23,downtown,0.6316848906444105
3604,Cincinnati,2022-05-23,relative,0.741069828597168
3605,Cincinnati,2022-05-23,metro,0.8523959096272732
3606,Cincinnati,2022-05-30,downtown,0.4750550484184828
3607,Cincinnati,2022-05-30,relative,0.5552015379809272
3608,Cincinnati,2022-05-30,metro,0.8556443307885836
3609,Cincinnati,2022-06-06,downtown,0.5900812850285897
3610,Cincinnati,2022-06-06,relative,0.667953169303879
3611,Cincinnati,2022-06-06,metro,0.8834171498034135
3612,Cleveland,2020-02-24,downtown,0.6
3613,Cleveland,2020-02-24,metro,0.9
3614,Cleveland,2020-02-24,relative,0.67
3615,Cleveland,2020-03-02,downtown,1.32
3616,Cleveland,2020-03-02,metro,1.0
3617,Cleveland,2020-03-02,relative,1.31
3618,Cleveland,2020-03-09,downtown,0.78
3619,Cleveland,2020-03-09,metro,0.92
3620,Cleveland,2020-03-09,relative,0.85
3621,Cleveland,2020-03-16,downtown,0.31
3622,Cleveland,2020-03-16,metro,0.78
3623,Cleveland,2020-03-16,relative,0.4
3624,Cleveland,2020-03-23,downtown,0.26
3625,Cleveland,2020-03-23,metro,0.7050000000000001
3626,Cleveland,2020-03-23,relative,0.37
3627,Cleveland,2020-03-30,downtown,0.21
3628,Cleveland,2020-03-30,metro,0.63
3629,Cleveland,2020-03-30,relative,0.34
3630,Cleveland,2020-04-06,downtown,0.24
3631,Cleveland,2020-04-06,metro,0.61
3632,Cleveland,2020-04-06,relative,0.4
3633,Cleveland,2020-04-13,downtown,0.44
3634,Cleveland,2020-04-13,metro,0.67
3635,Cleveland,2020-04-13,relative,0.66
3636,Cleveland,2020-04-20,downtown,0.36
3637,Cleveland,2020-04-20,metro,0.65
3638,Cleveland,2020-04-20,relative,0.56
3639,Cleveland,2020-04-27,downtown,0.22
3640,Cleveland,2020-04-27,metro,0.57
3641,Cleveland,2020-04-27,relative,0.38
3642,Cleveland,2020-05-04,downtown,0.38
3643,Cleveland,2020-05-04,metro,0.62
3644,Cleveland,2020-05-04,relative,0.61
3645,Cleveland,2020-05-11,downtown,0.37
3646,Cleveland,2020-05-11,metro,0.68
3647,Cleveland,2020-05-11,relative,0.55
3648,Cleveland,2020-05-18,downtown,0.4
3649,Cleveland,2020-05-18,metro,0.72
3650,Cleveland,2020-05-18,relative,0.55
3651,Cleveland,2020-05-25,downtown,0.95
3652,Cleveland,2020-05-25,metro,0.75
3653,Cleveland,2020-05-25,relative,1.27
3654,Cleveland,2020-06-01,downtown,0.65
3655,Cleveland,2020-06-01,relative,0.79
3656,Cleveland,2020-06-01,metro,0.82
3657,Cleveland,2020-06-08,downtown,0.42
3658,Cleveland,2020-06-08,relative,0.55
3659,Cleveland,2020-06-08,metro,0.78
3660,Cleveland,2020-06-15,downtown,0.34
3661,Cleveland,2020-06-15,relative,0.44
3662,Cleveland,2020-06-15,metro,0.77
3663,Cleveland,2020-06-22,downtown,0.43
3664,Cleveland,2020-06-22,relative,0.57
3665,Cleveland,2020-06-22,metro,0.75
3666,Cleveland,2020-06-29,downtown,0.38
3667,Cleveland,2020-06-29,relative,0.53
3668,Cleveland,2020-06-29,metro,0.71
3669,Cleveland,2020-07-06,downtown,0.4
3670,Cleveland,2020-07-06,relative,0.51
3671,Cleveland,2020-07-06,metro,0.78
3672,Cleveland,2020-07-13,downtown,1.05
3673,Cleveland,2020-07-13,relative,1.37
3674,Cleveland,2020-07-13,metro,0.77
3675,Cleveland,2020-07-20,downtown,0.49
3676,Cleveland,2020-07-20,relative,0.64
3677,Cleveland,2020-07-20,metro,0.76
3678,Cleveland,2020-07-27,downtown,0.49
3679,Cleveland,2020-07-27,relative,0.58
3680,Cleveland,2020-07-27,metro,0.85
3681,Cleveland,2020-08-03,downtown,0.45
3682,Cleveland,2020-08-03,relative,0.6
3683,Cleveland,2020-08-03,metro,0.76
3684,Cleveland,2020-08-10,downtown,0.82
3685,Cleveland,2020-08-10,relative,1.02
3686,Cleveland,2020-08-10,metro,0.81
3687,Cleveland,2020-08-17,downtown,0.51
3688,Cleveland,2020-08-17,relative,0.71
3689,Cleveland,2020-08-17,metro,0.72
3690,Cleveland,2020-08-24,downtown,0.21
3691,Cleveland,2020-08-24,relative,0.32
3692,Cleveland,2020-08-24,metro,0.65
3693,Cleveland,2020-08-31,downtown,0.31
3694,Cleveland,2020-08-31,relative,0.42
3695,Cleveland,2020-08-31,metro,0.74
3696,Cleveland,2020-09-07,downtown,0.29
3697,Cleveland,2020-09-07,relative,0.39
3698,Cleveland,2020-09-07,metro,0.73
3699,Cleveland,2020-09-14,downtown,0.2299999999999999
3700,Cleveland,2020-09-14,relative,0.335
3701,Cleveland,2020-09-14,metro,0.675
3702,Cleveland,2020-09-21,downtown,0.17
3703,Cleveland,2020-09-21,relative,0.28
3704,Cleveland,2020-09-21,metro,0.62
3705,Cleveland,2020-09-28,downtown,0.41
3706,Cleveland,2020-09-28,relative,0.57
3707,Cleveland,2020-09-28,metro,0.73
3708,Cleveland,2020-10-05,downtown,0.22
3709,Cleveland,2020-10-05,relative,0.3
3710,Cleveland,2020-10-05,metro,0.75
3711,Cleveland,2020-10-12,downtown,0.29
3712,Cleveland,2020-10-12,relative,0.37
3713,Cleveland,2020-10-12,metro,0.78
3714,Cleveland,2020-10-19,downtown,0.52
3715,Cleveland,2020-10-19,relative,0.66
3716,Cleveland,2020-10-19,metro,0.79
3717,Cleveland,2020-10-26,downtown,0.55
3718,Cleveland,2020-10-26,relative,0.71
3719,Cleveland,2020-10-26,metro,0.78
3720,Cleveland,2020-11-02,downtown,0.65
3721,Cleveland,2020-11-02,relative,0.74
3722,Cleveland,2020-11-02,metro,0.87
3723,Cleveland,2020-11-09,downtown,0.46
3724,Cleveland,2020-11-09,relative,0.54
3725,Cleveland,2020-11-09,metro,0.86
3726,Cleveland,2020-11-16,downtown,0.42
3727,Cleveland,2020-11-16,relative,0.51
3728,Cleveland,2020-11-16,metro,0.82
3729,Cleveland,2020-11-23,downtown,0.31
3730,Cleveland,2020-11-23,relative,0.41
3731,Cleveland,2020-11-23,metro,0.77
3732,Cleveland,2020-11-30,downtown,0.47
3733,Cleveland,2020-11-30,relative,0.59
3734,Cleveland,2020-11-30,metro,0.8
3735,Cleveland,2020-12-07,downtown,0.4
3736,Cleveland,2020-12-07,relative,0.48
3737,Cleveland,2020-12-07,metro,0.84
3738,Cleveland,2020-12-14,downtown,0.52
3739,Cleveland,2020-12-14,relative,0.63
3740,Cleveland,2020-12-14,metro,0.82
3741,Cleveland,2020-12-21,relative,0.38
3742,Cleveland,2020-12-21,downtown,0.29
3743,Cleveland,2020-12-21,metro,0.76
3744,Cleveland,2020-12-28,relative,0.77
3745,Cleveland,2020-12-28,downtown,0.6
3746,Cleveland,2020-12-28,metro,0.78
3747,Cleveland,2021-01-04,relative,0.66
3748,Cleveland,2021-01-04,downtown,0.51
3749,Cleveland,2021-01-04,metro,0.78
3750,Cleveland,2021-01-11,relative,0.56
3751,Cleveland,2021-01-11,downtown,0.41
3752,Cleveland,2021-01-11,metro,0.72
3753,Cleveland,2021-01-18,relative,0.46
3754,Cleveland,2021-01-18,downtown,0.32
3755,Cleveland,2021-01-18,metro,0.69
3756,Cleveland,2021-01-25,relative,0.55
3757,Cleveland,2021-01-25,downtown,0.39
3758,Cleveland,2021-01-25,metro,0.71
3759,Cleveland,2021-02-01,relative,0.54
3760,Cleveland,2021-02-01,downtown,0.38
3761,Cleveland,2021-02-01,metro,0.7
3762,Cleveland,2021-02-08,relative,0.48
3763,Cleveland,2021-02-08,downtown,0.38
3764,Cleveland,2021-02-08,metro,0.79
3765,Cleveland,2021-02-15,relative,0.42
3766,Cleveland,2021-02-15,downtown,0.32
3767,Cleveland,2021-02-15,metro,0.75
3768,Cleveland,2021-02-22,relative,0.39
3769,Cleveland,2021-02-22,downtown,0.25
3770,Cleveland,2021-02-22,metro,0.66
3771,Cleveland,2021-03-01,relative,0.32
3772,Cleveland,2021-03-01,downtown,0.21
3773,Cleveland,2021-03-01,metro,0.65
3774,Cleveland,2021-03-08,relative,0.27
3775,Cleveland,2021-03-08,downtown,0.21
3776,Cleveland,2021-03-08,metro,0.76
3777,Cleveland,2021-03-15,relative,0.25
3778,Cleveland,2021-03-15,downtown,0.2
3779,Cleveland,2021-03-15,metro,0.79
3780,Cleveland,2021-03-22,relative,0.24
3781,Cleveland,2021-03-22,downtown,0.2
3782,Cleveland,2021-03-22,metro,0.83
3783,Cleveland,2021-03-29,relative,0.28
3784,Cleveland,2021-03-29,downtown,0.22
3785,Cleveland,2021-03-29,metro,0.77
3786,Cleveland,2021-04-05,relative,0.41
3787,Cleveland,2021-04-05,downtown,0.31
3788,Cleveland,2021-04-05,metro,0.76
3789,Cleveland,2021-04-12,relative,0.46
3790,Cleveland,2021-04-12,downtown,0.36
3791,Cleveland,2021-04-12,metro,0.78
3792,Cleveland,2021-04-19,relative,0.51
3793,Cleveland,2021-04-19,downtown,0.38
3794,Cleveland,2021-04-19,metro,0.74
3795,Cleveland,2021-04-26,relative,0.57
3796,Cleveland,2021-04-26,downtown,0.38
3797,Cleveland,2021-04-26,metro,0.67
3798,Cleveland,2021-05-03,relative,0.37
3799,Cleveland,2021-05-03,downtown,0.27
3800,Cleveland,2021-05-03,metro,0.72
3801,Cleveland,2021-05-10,relative,0.48
3802,Cleveland,2021-05-10,downtown,0.37
3803,Cleveland,2021-05-10,metro,0.78
3804,Cleveland,2021-05-17,relative,0.43
3805,Cleveland,2021-05-17,downtown,0.32
3806,Cleveland,2021-05-17,metro,0.75
3807,Cleveland,2021-05-24,relative,0.47
3808,Cleveland,2021-05-24,downtown,0.37
3809,Cleveland,2021-05-24,metro,0.79
3810,Cleveland,2021-05-31,relative,0.47
3811,Cleveland,2021-05-31,downtown,0.39
3812,Cleveland,2021-05-31,metro,0.83
3813,Cleveland,2021-06-07,relative,0.48
3814,Cleveland,2021-06-07,downtown,0.4
3815,Cleveland,2021-06-07,metro,0.83
3816,Cleveland,2021-06-14,relative,0.4
3817,Cleveland,2021-06-14,downtown,0.32
3818,Cleveland,2021-06-14,metro,0.82
3819,Cleveland,2021-06-21,relative,0.36
3820,Cleveland,2021-06-21,downtown,0.27
3821,Cleveland,2021-06-21,metro,0.75
3822,Cleveland,2021-06-28,relative,0.38
3823,Cleveland,2021-06-28,downtown,0.29
3824,Cleveland,2021-06-28,metro,0.76
3825,Cleveland,2021-07-05,relative,0.38
3826,Cleveland,2021-07-05,downtown,0.31
3827,Cleveland,2021-07-05,metro,0.8
3828,Cleveland,2021-07-12,relative,0.44
3829,Cleveland,2021-07-12,downtown,0.32
3830,Cleveland,2021-07-12,metro,0.74
3831,Cleveland,2021-07-19,relative,0.44
3832,Cleveland,2021-07-19,downtown,0.34
3833,Cleveland,2021-07-19,metro,0.77
3834,Cleveland,2021-07-26,relative,0.47
3835,Cleveland,2021-07-26,downtown,0.37
3836,Cleveland,2021-07-26,metro,0.79
3837,Cleveland,2021-08-02,relative,0.51
3838,Cleveland,2021-08-02,downtown,0.38
3839,Cleveland,2021-08-02,metro,0.75
3840,Cleveland,2021-08-09,relative,0.35
3841,Cleveland,2021-08-09,downtown,0.27
3842,Cleveland,2021-08-09,metro,0.78
3843,Cleveland,2021-08-16,relative,0.3
3844,Cleveland,2021-08-16,downtown,0.2
3845,Cleveland,2021-08-16,metro,0.67
3846,Cleveland,2021-08-23,relative,0.26
3847,Cleveland,2021-08-23,downtown,0.18
3848,Cleveland,2021-08-23,metro,0.69
3849,Cleveland,2021-08-30,relative,0.34
3850,Cleveland,2021-08-30,downtown,0.25
3851,Cleveland,2021-08-30,metro,0.74
3852,Cleveland,2021-09-06,relative,0.31
3853,Cleveland,2021-09-06,downtown,0.23
3854,Cleveland,2021-09-06,metro,0.74
3855,Cleveland,2021-09-13,relative,0.39
3856,Cleveland,2021-09-13,downtown,0.26
3857,Cleveland,2021-09-13,metro,0.67
3858,Cleveland,2021-09-20,relative,0.32
3859,Cleveland,2021-09-20,downtown,0.21
3860,Cleveland,2021-09-20,metro,0.65
3861,Cleveland,2021-09-27,relative,0.43
3862,Cleveland,2021-09-27,downtown,0.31
3863,Cleveland,2021-09-27,metro,0.73
3864,Cleveland,2021-10-04,relative,0.23
3865,Cleveland,2021-10-04,downtown,0.17
3866,Cleveland,2021-10-04,metro,0.73
3867,Cleveland,2021-10-11,relative,0.47
3868,Cleveland,2021-10-11,downtown,0.37
3869,Cleveland,2021-10-11,metro,0.79
3870,Cleveland,2021-10-18,relative,0.98
3871,Cleveland,2021-10-18,downtown,0.82
3872,Cleveland,2021-10-18,metro,0.84
3873,Cleveland,2021-10-25,relative,0.8
3874,Cleveland,2021-10-25,downtown,0.68
3875,Cleveland,2021-10-25,metro,0.85
3876,Cleveland,2021-11-01,relative,0.61
3877,Cleveland,2021-11-01,downtown,0.53
3878,Cleveland,2021-11-01,metro,0.86
3879,Cleveland,2021-11-08,relative,0.52
3880,Cleveland,2021-11-08,downtown,0.42
3881,Cleveland,2021-11-08,metro,0.81
3882,Cleveland,2021-11-15,relative,0.73
3883,Cleveland,2021-11-15,downtown,0.59
3884,Cleveland,2021-11-15,metro,0.81
3885,Cleveland,2021-11-22,relative,0.49
3886,Cleveland,2021-11-22,downtown,0.38
3887,Cleveland,2021-11-22,metro,0.77
3888,Cleveland,2021-11-29,relative,0.7
3889,Cleveland,2021-11-29,downtown,0.54
3890,Cleveland,2021-11-29,metro,0.77
3891,Cleveland,2021-12-06,relative,0.78
3892,Cleveland,2021-12-06,downtown,0.62
3893,Cleveland,2021-12-06,metro,0.8
3894,Cleveland,2021-12-13,relative,0.65
3895,Cleveland,2021-12-13,downtown,0.49
3896,Cleveland,2021-12-13,metro,0.76
3897,Cleveland,2021-12-20,relative,0.8
3898,Cleveland,2021-12-20,downtown,0.55
3899,Cleveland,2021-12-20,metro,0.68
3900,Cleveland,2021-12-27,relative,0.8
3901,Cleveland,2021-12-27,downtown,0.57
3902,Cleveland,2021-12-27,metro,0.71
3903,Cleveland,2022-01-03,relative,0.88
3904,Cleveland,2022-01-03,downtown,0.63
3905,Cleveland,2022-01-03,metro,0.72
3906,Cleveland,2022-01-10,relative,0.78
3907,Cleveland,2022-01-10,downtown,0.54
3908,Cleveland,2022-01-10,metro,0.69
3909,Cleveland,2022-01-17,relative,0.59
3910,Cleveland,2022-01-17,downtown,0.36
3911,Cleveland,2022-01-17,metro,0.62
3912,Cleveland,2022-01-24,relative,0.68
3913,Cleveland,2022-01-24,downtown,0.44
3914,Cleveland,2022-01-24,metro,0.65
3915,Cleveland,2022-01-31,downtown,0.3909011300249686
3916,Cleveland,2022-01-31,relative,0.5826788569252508
3917,Cleveland,2022-01-31,metro,0.6708689106855915
3918,Cleveland,2022-02-07,downtown,0.3816006377774238
3919,Cleveland,2022-02-07,relative,0.5462182471797234
3920,Cleveland,2022-02-07,metro,0.698623013324315
3921,Cleveland,2022-02-14,downtown,0.4242168906311143
3922,Cleveland,2022-02-14,relative,0.6303318450969352
3923,Cleveland,2022-02-14,metro,0.6730056460432781
3924,Cleveland,2022-02-21,downtown,0.2646620741352609
3925,Cleveland,2022-02-21,relative,0.4151271497977336
3926,Cleveland,2022-02-21,metro,0.6375446035370483
3927,Cleveland,2022-02-28,downtown,0.2368664114421329
3928,Cleveland,2022-02-28,relative,0.3671215838622281
3929,Cleveland,2022-02-28,metro,0.6451988165616085
3930,Cleveland,2022-03-07,downtown,0.2422321322098513
3931,Cleveland,2022-03-07,relative,0.3688942772144227
3932,Cleveland,2022-03-07,metro,0.6566437789140653
3933,Cleveland,2022-03-14,downtown,0.2442209288629888
3934,Cleveland,2022-03-14,relative,0.3778834273887348
3935,Cleveland,2022-03-14,metro,0.6462864237011241
3936,Cleveland,2022-03-21,downtown,0.2063532462124247
3937,Cleveland,2022-03-21,relative,0.3408787726556478
3938,Cleveland,2022-03-21,metro,0.6053566920721126
3939,Cleveland,2022-03-28,downtown,0.2072616116159258
3940,Cleveland,2022-03-28,relative,0.3371509262546439
3941,Cleveland,2022-03-28,metro,0.614744304333855
3942,Cleveland,2022-04-04,downtown,0.291544121305932
3943,Cleveland,2022-04-04,relative,0.4439163732282146
3944,Cleveland,2022-04-04,metro,0.6567546026423563
3945,Cleveland,2022-04-11,downtown,0.3755084940483156
3946,Cleveland,2022-04-11,relative,0.5329983401997893
3947,Cleveland,2022-04-11,metro,0.7045209444884196
3948,Cleveland,2022-04-18,downtown,0.3870445277907695
3949,Cleveland,2022-04-18,relative,0.622374764560328
3950,Cleveland,2022-04-18,metro,0.6218833889645159
3951,Cleveland,2022-04-25,downtown,0.2228979259554892
3952,Cleveland,2022-04-25,relative,0.3822779177833288
3953,Cleveland,2022-04-25,metro,0.5830782150535452
3954,Cleveland,2022-05-02,downtown,0.3730917436120933
3955,Cleveland,2022-05-02,relative,0.4847793010950218
3956,Cleveland,2022-05-02,metro,0.7696115382182198
3957,Cleveland,2022-05-09,downtown,0.4790814978130553
3958,Cleveland,2022-05-09,relative,0.5906466849223331
3959,Cleveland,2022-05-09,metro,0.811113496516199
3960,Cleveland,2022-05-16,downtown,0.4704856818859916
3961,Cleveland,2022-05-16,relative,0.5979918333865395
3962,Cleveland,2022-05-16,metro,0.7867760989670097
3963,Cleveland,2022-05-23,downtown,0.4800575001274675
3964,Cleveland,2022-05-23,relative,0.5997016666529456
3965,Cleveland,2022-05-23,metro,0.8004938568984876
3966,Cleveland,2022-05-30,downtown,0.4872001386574007
3967,Cleveland,2022-05-30,relative,0.5352082003835239
3968,Cleveland,2022-05-30,metro,0.9103002127177404
3969,Cleveland,2022-06-06,downtown,0.5314569409934955
3970,Cleveland,2022-06-06,relative,0.6308405411929688
3971,Cleveland,2022-06-06,metro,0.8424584443930456
3972,Colorado Springs,2020-02-24,downtown,0.9
3973,Colorado Springs,2020-02-24,metro,1.13
3974,Colorado Springs,2020-02-24,relative,0.79
3975,Colorado Springs,2020-03-02,downtown,0.81
3976,Colorado Springs,2020-03-02,metro,1.07
3977,Colorado Springs,2020-03-02,relative,0.76
3978,Colorado Springs,2020-03-09,downtown,0.76
3979,Colorado Springs,2020-03-09,metro,1.08
3980,Colorado Springs,2020-03-09,relative,0.7
3981,Colorado Springs,2020-03-16,downtown,0.61
3982,Colorado Springs,2020-03-16,metro,1.07
3983,Colorado Springs,2020-03-16,relative,0.57
3984,Colorado Springs,2020-03-23,downtown,0.53
3985,Colorado Springs,2020-03-23,metro,0.965
3986,Colorado Springs,2020-03-23,relative,0.55
3987,Colorado Springs,2020-03-30,downtown,0.45
3988,Colorado Springs,2020-03-30,metro,0.86
3989,Colorado Springs,2020-03-30,relative,0.53
3990,Colorado Springs,2020-04-06,downtown,0.46
3991,Colorado Springs,2020-04-06,metro,0.83
3992,Colorado Springs,2020-04-06,relative,0.56
3993,Colorado Springs,2020-04-13,downtown,0.54
3994,Colorado Springs,2020-04-13,metro,0.86
3995,Colorado Springs,2020-04-13,relative,0.62
3996,Colorado Springs,2020-04-20,downtown,0.53
3997,Colorado Springs,2020-04-20,metro,0.87
3998,Colorado Springs,2020-04-20,relative,0.61
3999,Colorado Springs,2020-04-27,downtown,0.46
4000,Colorado Springs,2020-04-27,metro,0.83
4001,Colorado Springs,2020-04-27,relative,0.55
4002,Colorado Springs,2020-05-04,downtown,0.51
4003,Colorado Springs,2020-05-04,metro,0.92
4004,Colorado Springs,2020-05-04,relative,0.55
4005,Colorado Springs,2020-05-11,downtown,0.54
4006,Colorado Springs,2020-05-11,metro,0.95
4007,Colorado Springs,2020-05-11,relative,0.57
4008,Colorado Springs,2020-05-18,downtown,0.54
4009,Colorado Springs,2020-05-18,metro,0.96
4010,Colorado Springs,2020-05-18,relative,0.56
4011,Colorado Springs,2020-05-25,downtown,0.63
4012,Colorado Springs,2020-05-25,metro,0.96
4013,Colorado Springs,2020-05-25,relative,0.65
4014,Colorado Springs,2020-06-01,downtown,0.7
4015,Colorado Springs,2020-06-01,relative,0.73
4016,Colorado Springs,2020-06-01,metro,0.96
4017,Colorado Springs,2020-06-08,downtown,0.65
4018,Colorado Springs,2020-06-08,relative,0.63
4019,Colorado Springs,2020-06-08,metro,1.04
4020,Colorado Springs,2020-06-15,downtown,0.75
4021,Colorado Springs,2020-06-15,relative,0.73
4022,Colorado Springs,2020-06-15,metro,1.02
4023,Colorado Springs,2020-06-22,downtown,0.68
4024,Colorado Springs,2020-06-22,relative,0.7
4025,Colorado Springs,2020-06-22,metro,0.98
4026,Colorado Springs,2020-06-29,downtown,0.65
4027,Colorado Springs,2020-06-29,relative,0.66
4028,Colorado Springs,2020-06-29,metro,0.98
4029,Colorado Springs,2020-07-06,downtown,0.78
4030,Colorado Springs,2020-07-06,relative,0.72
4031,Colorado Springs,2020-07-06,metro,1.07
4032,Colorado Springs,2020-07-13,downtown,0.68
4033,Colorado Springs,2020-07-13,relative,0.69
4034,Colorado Springs,2020-07-13,metro,0.99
4035,Colorado Springs,2020-07-20,downtown,0.7
4036,Colorado Springs,2020-07-20,relative,0.69
4037,Colorado Springs,2020-07-20,metro,1.01
4038,Colorado Springs,2020-07-27,downtown,0.73
4039,Colorado Springs,2020-07-27,relative,0.7
4040,Colorado Springs,2020-07-27,metro,1.04
4041,Colorado Springs,2020-08-03,downtown,0.8
4042,Colorado Springs,2020-08-03,relative,0.78
4043,Colorado Springs,2020-08-03,metro,1.03
4044,Colorado Springs,2020-08-10,downtown,0.8
4045,Colorado Springs,2020-08-10,relative,0.77
4046,Colorado Springs,2020-08-10,metro,1.04
4047,Colorado Springs,2020-08-17,downtown,0.66
4048,Colorado Springs,2020-08-17,relative,0.67
4049,Colorado Springs,2020-08-17,metro,0.99
4050,Colorado Springs,2020-08-24,downtown,0.63
4051,Colorado Springs,2020-08-24,relative,0.66
4052,Colorado Springs,2020-08-24,metro,0.95
4053,Colorado Springs,2020-08-31,downtown,0.65
