,city,week,metric,normalized_visits_by_total_visits
15119,Omaha,2021-12-13,metro,0.93
15120,Omaha,2021-12-20,relative,0.65
15121,Omaha,2021-12-20,downtown,0.57
15122,Omaha,2021-12-20,metro,0.87
15123,Omaha,2021-12-27,relative,1.01
15124,Omaha,2021-12-27,downtown,0.86
15125,Omaha,2021-12-27,metro,0.85
15126,Omaha,2022-01-03,relative,0.75
15127,Omaha,2022-01-03,downtown,0.64
15128,Omaha,2022-01-03,metro,0.85
15129,Omaha,2022-01-10,relative,0.68
15130,Omaha,2022-01-10,downtown,0.6
15131,Omaha,2022-01-10,metro,0.88
15132,Omaha,2022-01-17,relative,0.72
15133,Omaha,2022-01-17,downtown,0.64
15134,Omaha,2022-01-17,metro,0.89
15135,Omaha,2022-01-24,relative,1.07
15136,Omaha,2022-01-24,downtown,0.93
15137,Omaha,2022-01-24,metro,0.87
15138,Omaha,2022-01-31,downtown,0.7650363078927961
15139,Omaha,2022-01-31,relative,0.8599485092566975
15140,Omaha,2022-01-31,metro,0.8896303670019273
15141,Omaha,2022-02-07,downtown,0.92531169845286
15142,Omaha,2022-02-07,relative,0.9966525412682212
15143,Omaha,2022-02-07,metro,0.9284195445640648
15144,Omaha,2022-02-14,downtown,0.952690271416037
15145,Omaha,2022-02-14,relative,1.0485185325139574
15146,Omaha,2022-02-14,metro,0.9086060397347868
15147,Omaha,2022-02-21,downtown,0.7025275591475312
15148,Omaha,2022-02-21,relative,0.7626672255726836
15149,Omaha,2022-02-21,metro,0.9211456000616864
15150,Omaha,2022-02-28,downtown,0.7462335833790007
15151,Omaha,2022-02-28,relative,0.8618756050548216
15152,Omaha,2022-02-28,metro,0.8658251596894133
15153,Omaha,2022-03-07,downtown,0.8331902103869226
15154,Omaha,2022-03-07,relative,0.9008155281491572
15155,Omaha,2022-03-07,metro,0.9249287832535708
15156,Omaha,2022-03-14,downtown,0.90924767789933
15157,Omaha,2022-03-14,relative,1.009889477158995
15158,Omaha,2022-03-14,metro,0.9003437489587587
15159,Omaha,2022-03-21,downtown,0.58497492366037
15160,Omaha,2022-03-21,relative,0.708691581343105
15161,Omaha,2022-03-21,metro,0.8254294802708557
15162,Omaha,2022-03-28,downtown,0.8809019649496673
15163,Omaha,2022-03-28,relative,1.068090136824594
15164,Omaha,2022-03-28,metro,0.824744967282038
15165,Omaha,2022-04-04,downtown,1.110783659485279
15166,Omaha,2022-04-04,relative,1.3008175474662391
15167,Omaha,2022-04-04,metro,0.8539119584056101
15168,Omaha,2022-04-11,downtown,0.9695819060710432
15169,Omaha,2022-04-11,relative,1.100705783619286
15170,Omaha,2022-04-11,metro,0.8808729094553425
15171,Omaha,2022-04-18,downtown,1.0032099218008153
15172,Omaha,2022-04-18,relative,1.1585909878590157
15173,Omaha,2022-04-18,metro,0.8658879037672026
15174,Omaha,2022-04-25,downtown,0.7545311889925805
15175,Omaha,2022-04-25,relative,0.9721989408334656
15176,Omaha,2022-04-25,metro,0.7761078080847541
15177,Omaha,2022-05-02,downtown,0.8890908013465973
15178,Omaha,2022-05-02,relative,0.970353911646712
15179,Omaha,2022-05-02,metro,0.9162541529180736
15180,Omaha,2022-05-09,downtown,0.8393503289407236
15181,Omaha,2022-05-09,relative,0.8780058434014173
15182,Omaha,2022-05-09,metro,0.9559735111660064
15183,Omaha,2022-05-16,downtown,0.9213055540282628
15184,Omaha,2022-05-16,relative,0.9643116138940792
15185,Omaha,2022-05-16,metro,0.9554023209446276
15186,Omaha,2022-05-23,downtown,0.900791088780454
15187,Omaha,2022-05-23,relative,0.9554544813226344
15188,Omaha,2022-05-23,metro,0.942788072471532
15189,Omaha,2022-05-30,downtown,1.3499467619888454
15190,Omaha,2022-05-30,relative,1.4431017517992335
15191,Omaha,2022-05-30,metro,0.9354480793234128
15192,Omaha,2022-06-06,downtown,0.9206620402079204
15193,Omaha,2022-06-06,relative,0.9917193518285072
15194,Omaha,2022-06-06,metro,0.9283493747605378
15195,Orlando,2020-02-24,downtown,1.12
15196,Orlando,2020-02-24,metro,0.99
15197,Orlando,2020-02-24,relative,1.13
15198,Orlando,2020-03-02,downtown,1.46
15199,Orlando,2020-03-02,metro,1.04
15200,Orlando,2020-03-02,relative,1.41
15201,Orlando,2020-03-09,downtown,1.7
15202,Orlando,2020-03-09,metro,0.96
15203,Orlando,2020-03-09,relative,1.76
15204,Orlando,2020-03-16,downtown,1.36
15205,Orlando,2020-03-16,metro,0.73
15206,Orlando,2020-03-16,relative,1.87
15207,Orlando,2020-03-23,downtown,1.2000000000000002
15208,Orlando,2020-03-23,metro,0.64
15209,Orlando,2020-03-23,relative,1.875
15210,Orlando,2020-03-30,downtown,1.04
15211,Orlando,2020-03-30,metro,0.55
15212,Orlando,2020-03-30,relative,1.88
15213,Orlando,2020-04-06,downtown,0.7
15214,Orlando,2020-04-06,metro,0.58
15215,Orlando,2020-04-06,relative,1.21
15216,Orlando,2020-04-13,downtown,0.81
15217,Orlando,2020-04-13,metro,0.6
15218,Orlando,2020-04-13,relative,1.35
15219,Orlando,2020-04-20,downtown,0.79
15220,Orlando,2020-04-20,metro,0.59
15221,Orlando,2020-04-20,relative,1.33
15222,Orlando,2020-04-27,downtown,0.7
15223,Orlando,2020-04-27,metro,0.56
15224,Orlando,2020-04-27,relative,1.25
15225,Orlando,2020-05-04,downtown,1.01
15226,Orlando,2020-05-04,metro,0.62
15227,Orlando,2020-05-04,relative,1.64
15228,Orlando,2020-05-11,downtown,1.1
15229,Orlando,2020-05-11,metro,0.66
15230,Orlando,2020-05-11,relative,1.67
15231,Orlando,2020-05-18,downtown,1.27
15232,Orlando,2020-05-18,metro,0.68
15233,Orlando,2020-05-18,relative,1.88
15234,Orlando,2020-05-25,downtown,1.52
15235,Orlando,2020-05-25,metro,0.73
15236,Orlando,2020-05-25,relative,2.09
15237,Orlando,2020-06-01,downtown,1.9
15238,Orlando,2020-06-01,metro,0.81
15239,Orlando,2020-06-01,relative,2.36
15240,Orlando,2020-06-08,downtown,1.49
15241,Orlando,2020-06-08,relative,1.85
15242,Orlando,2020-06-08,metro,0.8
15243,Orlando,2020-06-15,downtown,1.04
15244,Orlando,2020-06-15,relative,1.39
15245,Orlando,2020-06-15,metro,0.74
15246,Orlando,2020-06-22,downtown,0.8
15247,Orlando,2020-06-22,relative,1.16
15248,Orlando,2020-06-22,metro,0.69
15249,Orlando,2020-06-29,downtown,1.2
15250,Orlando,2020-06-29,relative,1.73
15251,Orlando,2020-06-29,metro,0.69
15252,Orlando,2020-07-06,downtown,1.49
15253,Orlando,2020-07-06,relative,1.9
15254,Orlando,2020-07-06,metro,0.79
15255,Orlando,2020-07-13,downtown,0.98
15256,Orlando,2020-07-13,relative,1.33
15257,Orlando,2020-07-13,metro,0.74
15258,Orlando,2020-07-20,downtown,2.02
15259,Orlando,2020-07-20,relative,2.67
15260,Orlando,2020-07-20,metro,0.76
15261,Orlando,2020-07-27,downtown,2.13
15262,Orlando,2020-07-27,relative,2.85
15263,Orlando,2020-07-27,metro,0.75
15264,Orlando,2020-08-03,downtown,0.89
15265,Orlando,2020-08-03,relative,1.28
15266,Orlando,2020-08-03,metro,0.7
15267,Orlando,2020-08-10,downtown,1.56
15268,Orlando,2020-08-10,relative,2.09
15269,Orlando,2020-08-10,metro,0.75
15270,Orlando,2020-08-17,downtown,1.23
15271,Orlando,2020-08-17,relative,1.61
15272,Orlando,2020-08-17,metro,0.76
15273,Orlando,2020-08-24,downtown,0.55
15274,Orlando,2020-08-24,relative,0.78
15275,Orlando,2020-08-24,metro,0.71
15276,Orlando,2020-08-31,downtown,0.25
15277,Orlando,2020-08-31,relative,0.34
15278,Orlando,2020-08-31,metro,0.72
15279,Orlando,2020-09-07,downtown,0.17
15280,Orlando,2020-09-07,relative,0.24
15281,Orlando,2020-09-07,metro,0.73
15282,Orlando,2020-09-14,downtown,0.135
15283,Orlando,2020-09-14,relative,0.205
15284,Orlando,2020-09-14,metro,0.655
15285,Orlando,2020-09-21,downtown,0.1
15286,Orlando,2020-09-21,relative,0.17
15287,Orlando,2020-09-21,metro,0.58
15288,Orlando,2020-09-28,downtown,0.15
15289,Orlando,2020-09-28,relative,0.23
15290,Orlando,2020-09-28,metro,0.65
15291,Orlando,2020-10-05,downtown,0.15
15292,Orlando,2020-10-05,relative,0.22
15293,Orlando,2020-10-05,metro,0.68
15294,Orlando,2020-10-12,downtown,0.33
15295,Orlando,2020-10-12,relative,0.43
15296,Orlando,2020-10-12,metro,0.76
15297,Orlando,2020-10-19,downtown,0.68
15298,Orlando,2020-10-19,relative,0.86
15299,Orlando,2020-10-19,metro,0.79
15300,Orlando,2020-10-26,downtown,0.57
15301,Orlando,2020-10-26,relative,0.74
15302,Orlando,2020-10-26,metro,0.78
15303,Orlando,2020-11-02,downtown,1.06
15304,Orlando,2020-11-02,relative,1.16
15305,Orlando,2020-11-02,metro,0.92
15306,Orlando,2020-11-09,downtown,0.8
15307,Orlando,2020-11-09,relative,0.93
15308,Orlando,2020-11-09,metro,0.86
15309,Orlando,2020-11-16,downtown,0.9
15310,Orlando,2020-11-16,relative,0.98
15311,Orlando,2020-11-16,metro,0.92
15312,Orlando,2020-11-23,downtown,0.76
15313,Orlando,2020-11-23,relative,0.82
15314,Orlando,2020-11-23,metro,0.92
15315,Orlando,2020-11-30,downtown,0.69
15316,Orlando,2020-11-30,relative,0.84
15317,Orlando,2020-11-30,metro,0.83
15318,Orlando,2020-12-07,downtown,0.71
15319,Orlando,2020-12-07,relative,0.79
15320,Orlando,2020-12-07,metro,0.9
15321,Orlando,2020-12-14,downtown,0.8
15322,Orlando,2020-12-14,relative,0.9
15323,Orlando,2020-12-14,metro,0.89
15324,Orlando,2020-12-21,relative,0.71
15325,Orlando,2020-12-21,downtown,0.65
15326,Orlando,2020-12-21,metro,0.92
15327,Orlando,2020-12-28,relative,0.83
15328,Orlando,2020-12-28,downtown,0.74
15329,Orlando,2020-12-28,metro,0.89
15330,Orlando,2021-01-04,relative,0.82
15331,Orlando,2021-01-04,downtown,0.64
15332,Orlando,2021-01-04,metro,0.78
15333,Orlando,2021-01-11,relative,0.78
15334,Orlando,2021-01-11,downtown,0.65
15335,Orlando,2021-01-11,metro,0.84
15336,Orlando,2021-01-18,relative,0.92
15337,Orlando,2021-01-18,downtown,0.76
15338,Orlando,2021-01-18,metro,0.83
15339,Orlando,2021-01-25,relative,0.71
15340,Orlando,2021-01-25,downtown,0.54
15341,Orlando,2021-01-25,metro,0.76
15342,Orlando,2021-02-01,relative,0.8
15343,Orlando,2021-02-01,downtown,0.65
15344,Orlando,2021-02-01,metro,0.81
15345,Orlando,2021-02-08,relative,0.77
15346,Orlando,2021-02-08,downtown,0.68
15347,Orlando,2021-02-08,metro,0.88
15348,Orlando,2021-02-15,relative,0.88
15349,Orlando,2021-02-15,downtown,0.76
15350,Orlando,2021-02-15,metro,0.87
15351,Orlando,2021-02-22,relative,0.77
15352,Orlando,2021-02-22,downtown,0.62
15353,Orlando,2021-02-22,metro,0.81
15354,Orlando,2021-03-01,relative,0.69
15355,Orlando,2021-03-01,downtown,0.6
15356,Orlando,2021-03-01,metro,0.87
15357,Orlando,2021-03-08,relative,0.9
15358,Orlando,2021-03-08,downtown,0.85
15359,Orlando,2021-03-08,metro,0.95
15360,Orlando,2021-03-15,relative,0.69
15361,Orlando,2021-03-15,downtown,0.64
15362,Orlando,2021-03-15,metro,0.93
15363,Orlando,2021-03-22,relative,0.67
15364,Orlando,2021-03-22,downtown,0.61
15365,Orlando,2021-03-22,metro,0.9
15366,Orlando,2021-03-29,relative,0.56
15367,Orlando,2021-03-29,downtown,0.54
15368,Orlando,2021-03-29,metro,0.98
15369,Orlando,2021-04-05,relative,0.6
15370,Orlando,2021-04-05,downtown,0.66
15371,Orlando,2021-04-05,metro,1.11
15372,Orlando,2021-04-12,relative,0.62
15373,Orlando,2021-04-12,downtown,0.65
15374,Orlando,2021-04-12,metro,1.05
15375,Orlando,2021-04-19,relative,0.6
15376,Orlando,2021-04-19,downtown,0.59
15377,Orlando,2021-04-19,metro,0.99
15378,Orlando,2021-04-26,relative,0.61
15379,Orlando,2021-04-26,downtown,0.58
15380,Orlando,2021-04-26,metro,0.94
15381,Orlando,2021-05-03,relative,0.6
15382,Orlando,2021-05-03,downtown,0.61
15383,Orlando,2021-05-03,metro,1.02
15384,Orlando,2021-05-10,relative,0.69
15385,Orlando,2021-05-10,downtown,0.72
15386,Orlando,2021-05-10,metro,1.04
15387,Orlando,2021-05-17,relative,0.89
15388,Orlando,2021-05-17,downtown,0.95
15389,Orlando,2021-05-17,metro,1.06
15390,Orlando,2021-05-24,relative,0.89
15391,Orlando,2021-05-24,downtown,0.97
15392,Orlando,2021-05-24,metro,1.08
15393,Orlando,2021-05-31,relative,0.79
15394,Orlando,2021-05-31,downtown,0.91
15395,Orlando,2021-05-31,metro,1.16
15396,Orlando,2021-06-07,relative,0.54
15397,Orlando,2021-06-07,downtown,0.66
15398,Orlando,2021-06-07,metro,1.21
15399,Orlando,2021-06-14,relative,0.58
15400,Orlando,2021-06-14,downtown,0.69
15401,Orlando,2021-06-14,metro,1.2
15402,Orlando,2021-06-21,relative,0.43
15403,Orlando,2021-06-21,downtown,0.51
15404,Orlando,2021-06-21,metro,1.18
15405,Orlando,2021-06-28,relative,0.86
15406,Orlando,2021-06-28,downtown,0.95
15407,Orlando,2021-06-28,metro,1.1
15408,Orlando,2021-07-05,relative,0.67
15409,Orlando,2021-07-05,downtown,0.81
15410,Orlando,2021-07-05,metro,1.2
15411,Orlando,2021-07-12,relative,0.54
15412,Orlando,2021-07-12,downtown,0.65
15413,Orlando,2021-07-12,metro,1.19
15414,Orlando,2021-07-19,relative,0.67
15415,Orlando,2021-07-19,downtown,0.76
15416,Orlando,2021-07-19,metro,1.13
15417,Orlando,2021-07-26,relative,0.66
15418,Orlando,2021-07-26,downtown,0.73
15419,Orlando,2021-07-26,metro,1.11
15420,Orlando,2021-08-02,relative,0.57
15421,Orlando,2021-08-02,downtown,0.63
15422,Orlando,2021-08-02,metro,1.1
15423,Orlando,2021-08-09,relative,0.7
15424,Orlando,2021-08-09,downtown,0.72
15425,Orlando,2021-08-09,metro,1.04
15426,Orlando,2021-08-16,relative,0.41
15427,Orlando,2021-08-16,downtown,0.37
15428,Orlando,2021-08-16,metro,0.92
15429,Orlando,2021-08-23,relative,0.31
15430,Orlando,2021-08-23,downtown,0.27
15431,Orlando,2021-08-23,metro,0.87
15432,Orlando,2021-08-30,relative,0.26
15433,Orlando,2021-08-30,downtown,0.22
15434,Orlando,2021-08-30,metro,0.87
15435,Orlando,2021-09-06,relative,0.19
15436,Orlando,2021-09-06,downtown,0.16
15437,Orlando,2021-09-06,metro,0.87
15438,Orlando,2021-09-13,relative,0.18
15439,Orlando,2021-09-13,downtown,0.14
15440,Orlando,2021-09-13,metro,0.77
15441,Orlando,2021-09-20,relative,0.21
15442,Orlando,2021-09-20,downtown,0.15
15443,Orlando,2021-09-20,metro,0.72
15444,Orlando,2021-09-27,relative,0.21
15445,Orlando,2021-09-27,downtown,0.16
15446,Orlando,2021-09-27,metro,0.74
15447,Orlando,2021-10-04,relative,0.35
15448,Orlando,2021-10-04,downtown,0.3
15449,Orlando,2021-10-04,metro,0.85
15450,Orlando,2021-10-11,relative,0.54
15451,Orlando,2021-10-11,downtown,0.52
15452,Orlando,2021-10-11,metro,0.95
15453,Orlando,2021-10-18,relative,0.95
15454,Orlando,2021-10-18,downtown,0.92
15455,Orlando,2021-10-18,metro,0.97
15456,Orlando,2021-10-25,relative,1.09
15457,Orlando,2021-10-25,downtown,1.01
15458,Orlando,2021-10-25,metro,0.93
15459,Orlando,2021-11-01,relative,1.08
15460,Orlando,2021-11-01,downtown,1.03
15461,Orlando,2021-11-01,metro,0.95
15462,Orlando,2021-11-08,relative,0.78
15463,Orlando,2021-11-08,downtown,0.78
15464,Orlando,2021-11-08,metro,1.01
15465,Orlando,2021-11-15,relative,1.59
15466,Orlando,2021-11-15,downtown,1.71
15467,Orlando,2021-11-15,metro,1.07
15468,Orlando,2021-11-22,relative,2.9
15469,Orlando,2021-11-22,downtown,3.54
15470,Orlando,2021-11-22,metro,1.22
15471,Orlando,2021-11-29,relative,1.76
15472,Orlando,2021-11-29,downtown,1.73
15473,Orlando,2021-11-29,metro,0.98
15474,Orlando,2021-12-06,relative,1.95
15475,Orlando,2021-12-06,downtown,2.21
15476,Orlando,2021-12-06,metro,1.13
15477,Orlando,2021-12-13,relative,1.82
15478,Orlando,2021-12-13,downtown,1.99
15479,Orlando,2021-12-13,metro,1.1
15480,Orlando,2021-12-20,relative,1.83
15481,Orlando,2021-12-20,downtown,2.05
15482,Orlando,2021-12-20,metro,1.12
15483,Orlando,2021-12-27,relative,1.85
15484,Orlando,2021-12-27,downtown,2.07
15485,Orlando,2021-12-27,metro,1.12
15486,Orlando,2022-01-03,relative,1.96
15487,Orlando,2022-01-03,downtown,1.82
15488,Orlando,2022-01-03,metro,0.93
15489,Orlando,2022-01-10,relative,2.26
15490,Orlando,2022-01-10,downtown,2.31
15491,Orlando,2022-01-10,metro,1.02
15492,Orlando,2022-01-17,relative,2.3
15493,Orlando,2022-01-17,downtown,2.24
15494,Orlando,2022-01-17,metro,0.97
15495,Orlando,2022-01-24,relative,1.53
15496,Orlando,2022-01-24,downtown,1.47
15497,Orlando,2022-01-24,metro,0.96
15498,Orlando,2022-01-31,downtown,2.053682587890208
15499,Orlando,2022-01-31,relative,2.108363720909191
15500,Orlando,2022-01-31,metro,0.9740646585422164
15501,Orlando,2022-02-07,downtown,1.2040165851723257
15502,Orlando,2022-02-07,relative,1.1873076581888728
15503,Orlando,2022-02-07,metro,1.0140729547798426
15504,Orlando,2022-02-14,downtown,1.99515525538078
15505,Orlando,2022-02-14,relative,1.9463536275301387
15506,Orlando,2022-02-14,metro,1.025073361366798
15507,Orlando,2022-02-21,downtown,1.451235723997574
15508,Orlando,2022-02-21,relative,1.4763881234262937
15509,Orlando,2022-02-21,metro,0.982963558816534
15510,Orlando,2022-02-28,downtown,1.2068051236117894
15511,Orlando,2022-02-28,relative,1.2187093946831116
15512,Orlando,2022-02-28,metro,0.9902320675271256
15513,Orlando,2022-03-07,downtown,1.1765729563174412
15514,Orlando,2022-03-07,relative,1.1301396943281667
15515,Orlando,2022-03-07,metro,1.0410863030670536
15516,Orlando,2022-03-14,downtown,0.958633205747704
15517,Orlando,2022-03-14,relative,0.9283027676139208
15518,Orlando,2022-03-14,metro,1.032673001947138
15519,Orlando,2022-03-21,downtown,1.03202364400309
15520,Orlando,2022-03-21,relative,1.0091220546825557
15521,Orlando,2022-03-21,metro,1.02269456822816
15522,Orlando,2022-03-28,downtown,1.056578872355968
15523,Orlando,2022-03-28,relative,1.1199990911129438
15524,Orlando,2022-03-28,metro,0.9433747587295316
15525,Orlando,2022-04-04,downtown,1.1922802124190552
15526,Orlando,2022-04-04,relative,1.1607431276727187
15527,Orlando,2022-04-04,metro,1.0271697363477552
15528,Orlando,2022-04-11,downtown,1.0661745211575784
15529,Orlando,2022-04-11,relative,1.0435103816223146
15530,Orlando,2022-04-11,metro,1.021719131821217
15531,Orlando,2022-04-18,downtown,1.0510231145524656
15532,Orlando,2022-04-18,relative,0.9881603532959572
15533,Orlando,2022-04-18,metro,1.063615951648771
15534,Orlando,2022-04-25,downtown,0.8696605566574702
15535,Orlando,2022-04-25,relative,0.9377930250329684
15536,Orlando,2022-04-25,metro,0.92734807515432
15537,Orlando,2022-05-02,downtown,0.7675392199860578
15538,Orlando,2022-05-02,relative,0.7363851686136857
15539,Orlando,2022-05-02,metro,1.0423067338944678
15540,Orlando,2022-05-09,downtown,0.9140580258008928
15541,Orlando,2022-05-09,relative,0.8161040143489285
15542,Orlando,2022-05-09,metro,1.1200263811103903
15543,Orlando,2022-05-16,downtown,1.2984471138552989
15544,Orlando,2022-05-16,relative,1.1466943747235243
15545,Orlando,2022-05-16,metro,1.1323393072093535
15546,Orlando,2022-05-23,downtown,1.0160418008018777
15547,Orlando,2022-05-23,relative,0.9153523401795814
15548,Orlando,2022-05-23,metro,1.1100007682315447
15549,Orlando,2022-05-30,downtown,0.953134495598888
15550,Orlando,2022-05-30,relative,0.7986338231740414
15551,Orlando,2022-05-30,metro,1.1934562097693389
15552,Orlando,2022-06-06,downtown,0.6733207486847222
15553,Orlando,2022-06-06,relative,0.5922294218648271
15554,Orlando,2022-06-06,metro,1.1369255289015403
15555,Ottawa,2020-02-24,downtown,1.02
15556,Ottawa,2020-02-24,metro,1.22
15557,Ottawa,2020-02-24,relative,0.84
15558,Ottawa,2020-03-02,downtown,1.04
15559,Ottawa,2020-03-02,metro,1.16
15560,Ottawa,2020-03-02,relative,0.9
15561,Ottawa,2020-03-09,downtown,1.01
15562,Ottawa,2020-03-09,metro,1.19
15563,Ottawa,2020-03-09,relative,0.84
15564,Ottawa,2020-03-16,downtown,0.48
15565,Ottawa,2020-03-16,metro,0.84
15566,Ottawa,2020-03-16,relative,0.57
15567,Ottawa,2020-03-23,downtown,0.4
15568,Ottawa,2020-03-23,metro,0.745
15569,Ottawa,2020-03-23,relative,0.53
15570,Ottawa,2020-03-30,downtown,0.32
15571,Ottawa,2020-03-30,metro,0.65
15572,Ottawa,2020-03-30,relative,0.49
15573,Ottawa,2020-04-06,downtown,0.28
15574,Ottawa,2020-04-06,metro,0.65
15575,Ottawa,2020-04-06,relative,0.43
15576,Ottawa,2020-04-13,downtown,0.29
15577,Ottawa,2020-04-13,metro,0.69
15578,Ottawa,2020-04-13,relative,0.43
15579,Ottawa,2020-04-20,downtown,0.34
15580,Ottawa,2020-04-20,metro,0.73
15581,Ottawa,2020-04-20,relative,0.46
15582,Ottawa,2020-04-27,downtown,0.32
15583,Ottawa,2020-04-27,metro,0.66
15584,Ottawa,2020-04-27,relative,0.49
15585,Ottawa,2020-05-04,downtown,0.27
15586,Ottawa,2020-05-04,metro,0.64
15587,Ottawa,2020-05-04,relative,0.43
15588,Ottawa,2020-05-11,downtown,0.3
15589,Ottawa,2020-05-11,metro,0.68
15590,Ottawa,2020-05-11,relative,0.44
15591,Ottawa,2020-05-18,downtown,0.28
15592,Ottawa,2020-05-18,metro,0.67
15593,Ottawa,2020-05-18,relative,0.41
15594,Ottawa,2020-05-25,downtown,0.31
15595,Ottawa,2020-05-25,metro,0.74
15596,Ottawa,2020-05-25,relative,0.41
15597,Ottawa,2020-06-01,downtown,0.3
15598,Ottawa,2020-06-01,metro,0.72
15599,Ottawa,2020-06-01,relative,0.42
15600,Ottawa,2020-06-08,downtown,0.34
15601,Ottawa,2020-06-08,relative,0.42
15602,Ottawa,2020-06-08,metro,0.81
15603,Ottawa,2020-06-15,downtown,0.35
15604,Ottawa,2020-06-15,relative,0.41
15605,Ottawa,2020-06-15,metro,0.84
15606,Ottawa,2020-06-22,downtown,0.34
15607,Ottawa,2020-06-22,relative,0.44
15608,Ottawa,2020-06-22,metro,0.78
15609,Ottawa,2020-06-29,downtown,0.39
15610,Ottawa,2020-06-29,relative,0.5
15611,Ottawa,2020-06-29,metro,0.78
15612,Ottawa,2020-07-06,downtown,0.39
15613,Ottawa,2020-07-06,relative,0.44
15614,Ottawa,2020-07-06,metro,0.88
15615,Ottawa,2020-07-13,downtown,0.4
15616,Ottawa,2020-07-13,relative,0.48
15617,Ottawa,2020-07-13,metro,0.83
15618,Ottawa,2020-07-20,downtown,0.57
15619,Ottawa,2020-07-20,relative,0.64
15620,Ottawa,2020-07-20,metro,0.89
15621,Ottawa,2020-07-27,downtown,0.69
15622,Ottawa,2020-07-27,relative,0.77
15623,Ottawa,2020-07-27,metro,0.9
15624,Ottawa,2020-08-03,downtown,0.6
15625,Ottawa,2020-08-03,relative,0.68
15626,Ottawa,2020-08-03,metro,0.89
15627,Ottawa,2020-08-10,downtown,0.62
15628,Ottawa,2020-08-10,relative,0.65
15629,Ottawa,2020-08-10,metro,0.96
15630,Ottawa,2020-08-17,downtown,0.45
15631,Ottawa,2020-08-17,relative,0.53
15632,Ottawa,2020-08-17,metro,0.86
15633,Ottawa,2020-08-24,downtown,0.45
15634,Ottawa,2020-08-24,relative,0.55
15635,Ottawa,2020-08-24,metro,0.82
15636,Ottawa,2020-08-31,downtown,0.48
15637,Ottawa,2020-08-31,relative,0.53
15638,Ottawa,2020-08-31,metro,0.9
15639,Ottawa,2020-09-07,downtown,0.48
15640,Ottawa,2020-09-07,relative,0.51
15641,Ottawa,2020-09-07,metro,0.96
15642,Ottawa,2020-09-14,downtown,0.41
15643,Ottawa,2020-09-14,relative,0.4599999999999999
15644,Ottawa,2020-09-14,metro,0.8899999999999999
15645,Ottawa,2020-09-21,downtown,0.34
15646,Ottawa,2020-09-21,relative,0.41
15647,Ottawa,2020-09-21,metro,0.82
15648,Ottawa,2020-09-28,downtown,0.32
15649,Ottawa,2020-09-28,relative,0.39
15650,Ottawa,2020-09-28,metro,0.81
15651,Ottawa,2020-10-05,downtown,0.32
15652,Ottawa,2020-10-05,relative,0.37
15653,Ottawa,2020-10-05,metro,0.88
15654,Ottawa,2020-10-12,downtown,0.31
15655,Ottawa,2020-10-12,relative,0.39
15656,Ottawa,2020-10-12,metro,0.8
15657,Ottawa,2020-10-19,downtown,0.38
15658,Ottawa,2020-10-19,relative,0.43
15659,Ottawa,2020-10-19,metro,0.88
15660,Ottawa,2020-10-26,downtown,0.33
15661,Ottawa,2020-10-26,relative,0.42
15662,Ottawa,2020-10-26,metro,0.8
15663,Ottawa,2020-11-02,downtown,0.38
15664,Ottawa,2020-11-02,relative,0.47
15665,Ottawa,2020-11-02,metro,0.82
15666,Ottawa,2020-11-09,downtown,0.39
15667,Ottawa,2020-11-09,relative,0.45
15668,Ottawa,2020-11-09,metro,0.87
15669,Ottawa,2020-11-16,downtown,0.44
15670,Ottawa,2020-11-16,relative,0.48
15671,Ottawa,2020-11-16,metro,0.9
15672,Ottawa,2020-11-23,downtown,0.34
15673,Ottawa,2020-11-23,relative,0.41
15674,Ottawa,2020-11-23,metro,0.82
15675,Ottawa,2020-11-30,downtown,0.35
15676,Ottawa,2020-11-30,relative,0.42
15677,Ottawa,2020-11-30,metro,0.82
15678,Ottawa,2020-12-07,downtown,0.37
15679,Ottawa,2020-12-07,relative,0.41
15680,Ottawa,2020-12-07,metro,0.91
15681,Ottawa,2020-12-14,downtown,0.38
15682,Ottawa,2020-12-14,relative,0.4
15683,Ottawa,2020-12-14,metro,0.93
15684,Ottawa,2020-12-21,downtown,0.33
15685,Ottawa,2020-12-21,relative,0.46
15686,Ottawa,2020-12-21,metro,0.73
15687,Ottawa,2020-12-28,relative,0.61
15688,Ottawa,2020-12-28,downtown,0.29
15689,Ottawa,2020-12-28,metro,0.47
15690,Ottawa,2021-01-04,relative,0.61
15691,Ottawa,2021-01-04,downtown,0.48
15692,Ottawa,2021-01-04,metro,0.78
15693,Ottawa,2021-01-11,relative,0.48
15694,Ottawa,2021-01-11,downtown,0.36
15695,Ottawa,2021-01-11,metro,0.74
15696,Ottawa,2021-01-18,relative,0.45
15697,Ottawa,2021-01-18,downtown,0.3
15698,Ottawa,2021-01-18,metro,0.67
15699,Ottawa,2021-01-25,relative,0.51
15700,Ottawa,2021-01-25,downtown,0.34
15701,Ottawa,2021-01-25,metro,0.66
15702,Ottawa,2021-02-01,relative,0.5
15703,Ottawa,2021-02-01,downtown,0.36
15704,Ottawa,2021-02-01,metro,0.72
15705,Ottawa,2021-02-08,relative,0.45
15706,Ottawa,2021-02-08,downtown,0.35
15707,Ottawa,2021-02-08,metro,0.78
15708,Ottawa,2021-02-15,relative,0.46
15709,Ottawa,2021-02-15,downtown,0.39
15710,Ottawa,2021-02-15,metro,0.85
15711,Ottawa,2021-02-22,relative,0.43
